sample_id,raw_path,ground_truth,prediction,confidence,correct
IMG_7890,./test/skeleton_final_v2/ok/IMG_7890.npy,ok,ok,0.9517087936401367,True
IMG_7891,./test/skeleton_final_v2/ok/IMG_7891.npy,ok,ok,0.9809381365776062,True
IMG_7922,./test/skeleton_final_v2/ok/IMG_7922.npy,ok,ok,0.9910968542098999,True
IMG_7948,./test/skeleton_final_v2/ok/IMG_7948.npy,ok,ok,0.9993465542793274,True
IMG_7950,./test/skeleton_final_v2/ok/IMG_7950.npy,ok,ok,0.9936375617980957,True
IMG_7951,./test/skeleton_final_v2/ok/IMG_7951.npy,ok,ok,0.9996028542518616,True
IMG_7980,./test/skeleton_final_v2/ok/IMG_7980.npy,ok,ok,0.9997124075889587,True
IMG_8014,./test/skeleton_final_v2/ok/IMG_8014.npy,ok,ok,0.9985041618347168,True
IMG_8046,./test/skeleton_final_v2/ok/IMG_8046.npy,ok,ok,0.9997311234474182,True
IMG_8047,./test/skeleton_final_v2/ok/IMG_8047.npy,ok,ok,0.9996939897537231,True
IMG_8049,./test/skeleton_final_v2/ok/IMG_8049.npy,ok,ok,0.9996302127838135,True
IMG_8087,./test/skeleton_final_v2/ok/IMG_8087.npy,ok,ok,0.997286319732666,True
IMG_8088,./test/skeleton_final_v2/ok/IMG_8088.npy,ok,ok,0.9993599057197571,True
IMG_8089,./test/skeleton_final_v2/ok/IMG_8089.npy,ok,scissors,0.6554427742958069,False
IMG_8091,./test/skeleton_final_v2/ok/IMG_8091.npy,ok,ok,0.6874758005142212,True
IMG_8109,./test/skeleton_final_v2/ok/IMG_8109.npy,ok,ok,0.9992635846138,True
IMG_8110,./test/skeleton_final_v2/ok/IMG_8110.npy,ok,ok,0.9983721375465393,True
IMG_8177,./test/skeleton_final_v2/ok/IMG_8177.npy,ok,the-finger,0.8490030765533447,False
IMG_8178,./test/skeleton_final_v2/ok/IMG_8178.npy,ok,ok,0.9968358874320984,True
IMG_6274,./test/skeleton_final_v2/paper/IMG_6274.npy,paper,paper,0.9956473708152771,True
IMG_6275,./test/skeleton_final_v2/paper/IMG_6275.npy,paper,paper,0.9827319979667664,True
IMG_6276,./test/skeleton_final_v2/paper/IMG_6276.npy,paper,paper,0.7599653601646423,True
IMG_6277,./test/skeleton_final_v2/paper/IMG_6277.npy,paper,paper,0.9930294156074524,True
IMG_6279,./test/skeleton_final_v2/paper/IMG_6279.npy,paper,ok,0.958651065826416,False
IMG_6280,./test/skeleton_final_v2/paper/IMG_6280.npy,paper,ok,0.9092434048652649,False
IMG_6323,./test/skeleton_final_v2/paper/IMG_6323.npy,paper,paper,0.9709200263023376,True
IMG_6324,./test/skeleton_final_v2/paper/IMG_6324.npy,paper,paper,0.9567842483520508,True
IMG_6325,./test/skeleton_final_v2/paper/IMG_6325.npy,paper,paper,0.9827306866645813,True
IMG_6326,./test/skeleton_final_v2/paper/IMG_6326.npy,paper,ok,0.5547096133232117,False
IMG_6355,./test/skeleton_final_v2/paper/IMG_6355.npy,paper,paper,0.896335244178772,True
IMG_6358,./test/skeleton_final_v2/paper/IMG_6358.npy,paper,paper,0.9772577881813049,True
IMG_6359,./test/skeleton_final_v2/paper/IMG_6359.npy,paper,ok,0.35721448063850403,False
IMG_6391,./test/skeleton_final_v2/paper/IMG_6391.npy,paper,paper,0.9783285856246948,True
IMG_6392,./test/skeleton_final_v2/paper/IMG_6392.npy,paper,paper,0.9866785407066345,True
IMG_6393,./test/skeleton_final_v2/paper/IMG_6393.npy,paper,paper,0.987380862236023,True
IMG_6395,./test/skeleton_final_v2/paper/IMG_6395.npy,paper,paper,0.8589611053466797,True
IMG_6427,./test/skeleton_final_v2/paper/IMG_6427.npy,paper,paper,0.9944638609886169,True
IMG_6429,./test/skeleton_final_v2/paper/IMG_6429.npy,paper,paper,0.9903427362442017,True
IMG_6430,./test/skeleton_final_v2/paper/IMG_6430.npy,paper,paper,0.9788097739219666,True
IMG_6431,./test/skeleton_final_v2/paper/IMG_6431.npy,paper,paper,0.9470062851905823,True
IMG_6467,./test/skeleton_final_v2/paper/IMG_6467.npy,paper,paper,0.9905823469161987,True
IMG_6468,./test/skeleton_final_v2/paper/IMG_6468.npy,paper,paper,0.9922491312026978,True
IMG_6469,./test/skeleton_final_v2/paper/IMG_6469.npy,paper,paper,0.9926572442054749,True
IMG_6504,./test/skeleton_final_v2/paper/IMG_6504.npy,paper,paper,0.9765961170196533,True
IMG_6505,./test/skeleton_final_v2/paper/IMG_6505.npy,paper,paper,0.6167990565299988,True
IMG_6508,./test/skeleton_final_v2/paper/IMG_6508.npy,paper,paper,0.6288959980010986,True
IMG_6546,./test/skeleton_final_v2/paper/IMG_6546.npy,paper,paper,0.872886061668396,True
IMG_6547,./test/skeleton_final_v2/paper/IMG_6547.npy,paper,paper,0.7400479912757874,True
IMG_6548,./test/skeleton_final_v2/paper/IMG_6548.npy,paper,paper,0.8697161674499512,True
IMG_6549,./test/skeleton_final_v2/paper/IMG_6549.npy,paper,paper,0.8977408409118652,True
IMG_6550,./test/skeleton_final_v2/paper/IMG_6550.npy,paper,paper,0.49685561656951904,True
IMG_6582,./test/skeleton_final_v2/paper/IMG_6582.npy,paper,paper,0.9713072776794434,True
IMG_6583,./test/skeleton_final_v2/paper/IMG_6583.npy,paper,paper,0.9515846371650696,True
IMG_6584,./test/skeleton_final_v2/paper/IMG_6584.npy,paper,paper,0.8968601226806641,True
IMG_6585,./test/skeleton_final_v2/paper/IMG_6585.npy,paper,paper,0.9552693367004395,True
IMG_6619,./test/skeleton_final_v2/paper/IMG_6619.npy,paper,paper,0.97129887342453,True
IMG_6622,./test/skeleton_final_v2/paper/IMG_6622.npy,paper,paper,0.8143189549446106,True
IMG_6653,./test/skeleton_final_v2/paper/IMG_6653.npy,paper,paper,0.840416431427002,True
IMG_6654,./test/skeleton_final_v2/paper/IMG_6654.npy,paper,ok,0.7198982238769531,False
IMG_6655,./test/skeleton_final_v2/paper/IMG_6655.npy,paper,ok,0.40058189630508423,False
IMG_6656,./test/skeleton_final_v2/paper/IMG_6656.npy,paper,paper,0.8225478529930115,True
IMG_6708,./test/skeleton_final_v2/paper/IMG_6708.npy,paper,paper,0.9918364882469177,True
IMG_6709,./test/skeleton_final_v2/paper/IMG_6709.npy,paper,paper,0.8841051459312439,True
IMG_6710,./test/skeleton_final_v2/paper/IMG_6710.npy,paper,paper,0.7902360558509827,True
IMG_6732,./test/skeleton_final_v2/paper/IMG_6732.npy,paper,paper,0.9056767225265503,True
IMG_6767,./test/skeleton_final_v2/paper/IMG_6767.npy,paper,paper,0.9653801321983337,True
IMG_6799,./test/skeleton_final_v2/paper/IMG_6799.npy,paper,paper,0.9155763983726501,True
IMG_6830,./test/skeleton_final_v2/paper/IMG_6830.npy,paper,paper,0.9968720078468323,True
IMG_6861,./test/skeleton_final_v2/paper/IMG_6861.npy,paper,paper,0.6355493068695068,True
IMG_6862,./test/skeleton_final_v2/paper/IMG_6862.npy,paper,paper,0.966559886932373,True
IMG_6864,./test/skeleton_final_v2/paper/IMG_6864.npy,paper,paper,0.9967682361602783,True
IMG_6865,./test/skeleton_final_v2/paper/IMG_6865.npy,paper,paper,0.9131361246109009,True
IMG_6909,./test/skeleton_final_v2/paper/IMG_6909.npy,paper,paper,0.9884346723556519,True
IMG_6910,./test/skeleton_final_v2/paper/IMG_6910.npy,paper,paper,0.5964940786361694,True
IMG_6911,./test/skeleton_final_v2/paper/IMG_6911.npy,paper,paper,0.9830121397972107,True
IMG_6913,./test/skeleton_final_v2/paper/IMG_6913.npy,paper,paper,0.9957199692726135,True
IMG_6934,./test/skeleton_final_v2/paper/IMG_6934.npy,paper,paper,0.9927290081977844,True
IMG_6935,./test/skeleton_final_v2/paper/IMG_6935.npy,paper,paper,0.8571721315383911,True
IMG_6963,./test/skeleton_final_v2/paper/IMG_6963.npy,paper,paper,0.980505645275116,True
IMG_6964,./test/skeleton_final_v2/paper/IMG_6964.npy,paper,paper,0.9237354397773743,True
IMG_6965,./test/skeleton_final_v2/paper/IMG_6965.npy,paper,paper,0.9750598669052124,True
IMG_6994,./test/skeleton_final_v2/paper/IMG_6994.npy,paper,ok,0.6745134592056274,False
IMG_6995,./test/skeleton_final_v2/paper/IMG_6995.npy,paper,paper,0.962622344493866,True
IMG_6996,./test/skeleton_final_v2/paper/IMG_6996.npy,paper,paper,0.934120774269104,True
IMG_7033,./test/skeleton_final_v2/paper/IMG_7033.npy,paper,paper,0.8320474028587341,True
IMG_7064,./test/skeleton_final_v2/paper/IMG_7064.npy,paper,paper,0.930178701877594,True
IMG_7065,./test/skeleton_final_v2/paper/IMG_7065.npy,paper,paper,0.9282656908035278,True
IMG_7067,./test/skeleton_final_v2/paper/IMG_7067.npy,paper,paper,0.9102016687393188,True
IMG_7068,./test/skeleton_final_v2/paper/IMG_7068.npy,paper,ok,0.6463786959648132,False
IMG_7222,./test/skeleton_final_v2/paper/IMG_7222.npy,paper,paper,0.9928995370864868,True
IMG_7223,./test/skeleton_final_v2/paper/IMG_7223.npy,paper,paper,0.9953241944313049,True
IMG_7224,./test/skeleton_final_v2/paper/IMG_7224.npy,paper,paper,0.798203706741333,True
IMG_7254,./test/skeleton_final_v2/paper/IMG_7254.npy,paper,paper,0.9579727053642273,True
IMG_7285,./test/skeleton_final_v2/paper/IMG_7285.npy,paper,paper,0.9765560626983643,True
IMG_7286,./test/skeleton_final_v2/paper/IMG_7286.npy,paper,paper,0.7847422361373901,True
IMG_7316,./test/skeleton_final_v2/paper/IMG_7316.npy,paper,paper,0.9503294825553894,True
IMG_7317,./test/skeleton_final_v2/paper/IMG_7317.npy,paper,paper,0.7043190002441406,True
IMG_7345,./test/skeleton_final_v2/paper/IMG_7345.npy,paper,paper,0.991524338722229,True
IMG_7347,./test/skeleton_final_v2/paper/IMG_7347.npy,paper,paper,0.9923173189163208,True
IMG_7349,./test/skeleton_final_v2/paper/IMG_7349.npy,paper,ok,0.44682934880256653,False
IMG_7382,./test/skeleton_final_v2/paper/IMG_7382.npy,paper,paper,0.8114898800849915,True
IMG_7414,./test/skeleton_final_v2/paper/IMG_7414.npy,paper,paper,0.963863730430603,True
IMG_7443,./test/skeleton_final_v2/paper/IMG_7443.npy,paper,paper,0.9828703999519348,True
IMG_7446,./test/skeleton_final_v2/paper/IMG_7446.npy,paper,paper,0.9439598917961121,True
IMG_7447,./test/skeleton_final_v2/paper/IMG_7447.npy,paper,paper,0.8981335759162903,True
IMG_7476,./test/skeleton_final_v2/paper/IMG_7476.npy,paper,paper,0.9663920998573303,True
IMG_7477,./test/skeleton_final_v2/paper/IMG_7477.npy,paper,paper,0.9438906311988831,True
IMG_7513,./test/skeleton_final_v2/paper/IMG_7513.npy,paper,paper,0.712116539478302,True
IMG_7515,./test/skeleton_final_v2/paper/IMG_7515.npy,paper,ok,0.46910884976387024,False
IMG_7545,./test/skeleton_final_v2/paper/IMG_7545.npy,paper,paper,0.8426730632781982,True
IMG_7578,./test/skeleton_final_v2/paper/IMG_7578.npy,paper,paper,0.8861972689628601,True
IMG_7579,./test/skeleton_final_v2/paper/IMG_7579.npy,paper,paper,0.7475535869598389,True
IMG_7609,./test/skeleton_final_v2/paper/IMG_7609.npy,paper,paper,0.9686619639396667,True
IMG_7610,./test/skeleton_final_v2/paper/IMG_7610.npy,paper,paper,0.6637772917747498,True
IMG_7611,./test/skeleton_final_v2/paper/IMG_7611.npy,paper,paper,0.9876881241798401,True
IMG_7652,./test/skeleton_final_v2/paper/IMG_7652.npy,paper,paper,0.9642716646194458,True
IMG_7653,./test/skeleton_final_v2/paper/IMG_7653.npy,paper,paper,0.5970875024795532,True
IMG_7717,./test/skeleton_final_v2/paper/IMG_7717.npy,paper,paper,0.9251879453659058,True
IMG_7718,./test/skeleton_final_v2/paper/IMG_7718.npy,paper,paper,0.9694403409957886,True
IMG_7719,./test/skeleton_final_v2/paper/IMG_7719.npy,paper,paper,0.8793449401855469,True
IMG_7720,./test/skeleton_final_v2/paper/IMG_7720.npy,paper,paper,0.7162847518920898,True
IMG_7750,./test/skeleton_final_v2/paper/IMG_7750.npy,paper,paper,0.42213723063468933,True
IMG_7778,./test/skeleton_final_v2/paper/IMG_7778.npy,paper,paper,0.9803534746170044,True
IMG_7781,./test/skeleton_final_v2/paper/IMG_7781.npy,paper,paper,0.7668838500976562,True
IMG_7850,./test/skeleton_final_v2/paper/IMG_7850.npy,paper,paper,0.9533141851425171,True
IMG_7882,./test/skeleton_final_v2/paper/IMG_7882.npy,paper,paper,0.9914907813072205,True
IMG_7883,./test/skeleton_final_v2/paper/IMG_7883.npy,paper,paper,0.8381776809692383,True
IMG_7884,./test/skeleton_final_v2/paper/IMG_7884.npy,paper,paper,0.9889472723007202,True
IMG_7885,./test/skeleton_final_v2/paper/IMG_7885.npy,paper,paper,0.9951338171958923,True
IMG_7946,./test/skeleton_final_v2/paper/IMG_7946.npy,paper,paper,0.9790682792663574,True
IMG_7947,./test/skeleton_final_v2/paper/IMG_7947.npy,paper,paper,0.6916473507881165,True
IMG_7977,./test/skeleton_final_v2/paper/IMG_7977.npy,paper,paper,0.816137433052063,True
IMG_7979,./test/skeleton_final_v2/paper/IMG_7979.npy,paper,ok,0.35953274369239807,False
IMG_8042,./test/skeleton_final_v2/paper/IMG_8042.npy,paper,paper,0.6802599430084229,True
IMG_8043,./test/skeleton_final_v2/paper/IMG_8043.npy,paper,paper,0.8893684148788452,True
IMG_8044,./test/skeleton_final_v2/paper/IMG_8044.npy,paper,ok,0.8927649855613708,False
IMG_8073,./test/skeleton_final_v2/paper/IMG_8073.npy,paper,paper,0.9435235261917114,True
IMG_8075,./test/skeleton_final_v2/paper/IMG_8075.npy,paper,paper,0.9496437907218933,True
IMG_8105,./test/skeleton_final_v2/paper/IMG_8105.npy,paper,paper,0.9896580576896667,True
IMG_8106,./test/skeleton_final_v2/paper/IMG_8106.npy,paper,paper,0.8917480707168579,True
IMG_8139,./test/skeleton_final_v2/paper/IMG_8139.npy,paper,paper,0.9724145531654358,True
IMG_8174,./test/skeleton_final_v2/paper/IMG_8174.npy,paper,paper,0.9744353294372559,True
IMG_6254,./test/skeleton_final_v2/rock/IMG_6254.npy,rock,rock,0.513526439666748,True
IMG_6265,./test/skeleton_final_v2/rock/IMG_6265.npy,rock,thumb,0.4768851399421692,False
IMG_6266,./test/skeleton_final_v2/rock/IMG_6266.npy,rock,rock,0.7525413632392883,True
IMG_6267,./test/skeleton_final_v2/rock/IMG_6267.npy,rock,rock,0.644939661026001,True
IMG_6271,./test/skeleton_final_v2/rock/IMG_6271.npy,rock,rock,0.7598182559013367,True
IMG_6272,./test/skeleton_final_v2/rock/IMG_6272.npy,rock,rock,0.6655858159065247,True
IMG_6318,./test/skeleton_final_v2/rock/IMG_6318.npy,rock,the-finger,0.5225003957748413,False
IMG_6321,./test/skeleton_final_v2/rock/IMG_6321.npy,rock,rock,0.6817739009857178,True
IMG_6345,./test/skeleton_final_v2/rock/IMG_6345.npy,rock,rock,0.8741658329963684,True
IMG_6346,./test/skeleton_final_v2/rock/IMG_6346.npy,rock,rock,0.7983298301696777,True
IMG_6348,./test/skeleton_final_v2/rock/IMG_6348.npy,rock,rock,0.8816288709640503,True
IMG_6349,./test/skeleton_final_v2/rock/IMG_6349.npy,rock,rock,0.8412434458732605,True
IMG_6384,./test/skeleton_final_v2/rock/IMG_6384.npy,rock,rock,0.7228937149047852,True
IMG_6385,./test/skeleton_final_v2/rock/IMG_6385.npy,rock,the-finger,0.7807605266571045,False
IMG_6417,./test/skeleton_final_v2/rock/IMG_6417.npy,rock,rock,0.9138676524162292,True
IMG_6418,./test/skeleton_final_v2/rock/IMG_6418.npy,rock,rock,0.9424080848693848,True
IMG_6420,./test/skeleton_final_v2/rock/IMG_6420.npy,rock,rock,0.7820217609405518,True
IMG_6460,./test/skeleton_final_v2/rock/IMG_6460.npy,rock,rock,0.874177873134613,True
IMG_6499,./test/skeleton_final_v2/rock/IMG_6499.npy,rock,rock,0.8949586749076843,True
IMG_6500,./test/skeleton_final_v2/rock/IMG_6500.npy,rock,rock,0.8546682596206665,True
IMG_6502,./test/skeleton_final_v2/rock/IMG_6502.npy,rock,rock,0.9384666681289673,True
IMG_6503,./test/skeleton_final_v2/rock/IMG_6503.npy,rock,rock,0.5730509757995605,True
IMG_6541,./test/skeleton_final_v2/rock/IMG_6541.npy,rock,rock,0.7710330486297607,True
IMG_6543,./test/skeleton_final_v2/rock/IMG_6543.npy,rock,rock,0.9657917022705078,True
IMG_6574,./test/skeleton_final_v2/rock/IMG_6574.npy,rock,the-finger,0.7206812500953674,False
IMG_6575,./test/skeleton_final_v2/rock/IMG_6575.npy,rock,rock,0.5560023188591003,True
IMG_6611,./test/skeleton_final_v2/rock/IMG_6611.npy,rock,the-finger,0.5658895969390869,False
IMG_6641,./test/skeleton_final_v2/rock/IMG_6641.npy,rock,rock,0.7017634510993958,True
IMG_6700,./test/skeleton_final_v2/rock/IMG_6700.npy,rock,rock,0.9509732127189636,True
IMG_6701,./test/skeleton_final_v2/rock/IMG_6701.npy,rock,rock,0.6831374764442444,True
IMG_6720,./test/skeleton_final_v2/rock/IMG_6720.npy,rock,rock,0.9314405918121338,True
IMG_6723,./test/skeleton_final_v2/rock/IMG_6723.npy,rock,rock,0.8496266603469849,True
IMG_6765,./test/skeleton_final_v2/rock/IMG_6765.npy,rock,rock,0.7488621473312378,True
IMG_6793,./test/skeleton_final_v2/rock/IMG_6793.npy,rock,the-finger,0.4409728944301605,False
IMG_6794,./test/skeleton_final_v2/rock/IMG_6794.npy,rock,rock,0.7626705169677734,True
IMG_6796,./test/skeleton_final_v2/rock/IMG_6796.npy,rock,rock,0.7470113039016724,True
IMG_6821,./test/skeleton_final_v2/rock/IMG_6821.npy,rock,rock,0.5991264581680298,True
IMG_6822,./test/skeleton_final_v2/rock/IMG_6822.npy,rock,the-finger,0.9526973962783813,False
IMG_6824,./test/skeleton_final_v2/rock/IMG_6824.npy,rock,rock,0.8440290689468384,True
IMG_6851,./test/skeleton_final_v2/rock/IMG_6851.npy,rock,rock,0.8283125162124634,True
IMG_6853,./test/skeleton_final_v2/rock/IMG_6853.npy,rock,the-finger,0.7095962166786194,False
IMG_6855,./test/skeleton_final_v2/rock/IMG_6855.npy,rock,the-finger,0.7123435139656067,False
IMG_6900,./test/skeleton_final_v2/rock/IMG_6900.npy,rock,rock,0.6062332391738892,True
IMG_6902,./test/skeleton_final_v2/rock/IMG_6902.npy,rock,ok,0.3670102059841156,False
IMG_6904,./test/skeleton_final_v2/rock/IMG_6904.npy,rock,the-finger,0.8940368294715881,False
IMG_6924,./test/skeleton_final_v2/rock/IMG_6924.npy,rock,the-finger,0.6934995651245117,False
IMG_6925,./test/skeleton_final_v2/rock/IMG_6925.npy,rock,rock,0.4190900921821594,True
IMG_6927,./test/skeleton_final_v2/rock/IMG_6927.npy,rock,thumb,0.8571642637252808,False
IMG_6954,./test/skeleton_final_v2/rock/IMG_6954.npy,rock,the-finger,0.5315294861793518,False
