action,sample_id,input_path,split,handedness
ok,IMG_6835,./test/droh_real2d_wristnorm/ok/IMG_6835.npy,test,Right
ok,IMG_6937,./test/droh_real2d_wristnorm/ok/IMG_6937.npy,test,Left
ok,IMG_6938,./test/droh_real2d_wristnorm/ok/IMG_6938.npy,test,Left
ok,IMG_6967,./test/droh_real2d_wristnorm/ok/IMG_6967.npy,test,Left
ok,IMG_6968,./test/droh_real2d_wristnorm/ok/IMG_6968.npy,test,Left
ok,IMG_6969,./test/droh_real2d_wristnorm/ok/IMG_6969.npy,test,Left
ok,IMG_6970,./test/droh_real2d_wristnorm/ok/IMG_6970.npy,test,Left
ok,IMG_7001,./test/droh_real2d_wristnorm/ok/IMG_7001.npy,test,Left
ok,IMG_7036,./test/droh_real2d_wristnorm/ok/IMG_7036.npy,test,Right
ok,IMG_7037,./test/droh_real2d_wristnorm/ok/IMG_7037.npy,test,Right
ok,IMG_7038,./test/droh_real2d_wristnorm/ok/IMG_7038.npy,test,Right
ok,IMG_7070,./test/droh_real2d_wristnorm/ok/IMG_7070.npy,test,Right
ok,IMG_7072,./test/droh_real2d_wristnorm/ok/IMG_7072.npy,test,Right
ok,IMG_7073,./test/droh_real2d_wristnorm/ok/IMG_7073.npy,test,Right
ok,IMG_7227,./test/droh_real2d_wristnorm/ok/IMG_7227.npy,test,Left
ok,IMG_7228,./test/droh_real2d_wristnorm/ok/IMG_7228.npy,test,Left
ok,IMG_7258,./test/droh_real2d_wristnorm/ok/IMG_7258.npy,test,Left
ok,IMG_7259,./test/droh_real2d_wristnorm/ok/IMG_7259.npy,test,Left
ok,IMG_7260,./test/droh_real2d_wristnorm/ok/IMG_7260.npy,test,Left
ok,IMG_7288,./test/droh_real2d_wristnorm/ok/IMG_7288.npy,test,Left
ok,IMG_7290,./test/droh_real2d_wristnorm/ok/IMG_7290.npy,test,Left
ok,IMG_7291,./test/droh_real2d_wristnorm/ok/IMG_7291.npy,test,Left
ok,IMG_7322,./test/droh_real2d_wristnorm/ok/IMG_7322.npy,test,Left
ok,IMG_7323,./test/droh_real2d_wristnorm/ok/IMG_7323.npy,test,Left
ok,IMG_7351,./test/droh_real2d_wristnorm/ok/IMG_7351.npy,test,Left
ok,IMG_7352,./test/droh_real2d_wristnorm/ok/IMG_7352.npy,test,Left
ok,IMG_7354,./test/droh_real2d_wristnorm/ok/IMG_7354.npy,test,Right
ok,IMG_7355,./test/droh_real2d_wristnorm/ok/IMG_7355.npy,test,Left
ok,IMG_7391,./test/droh_real2d_wristnorm/ok/IMG_7391.npy,test,Right
ok,IMG_7394,./test/droh_real2d_wristnorm/ok/IMG_7394.npy,test,Right
ok,IMG_7416,./test/droh_real2d_wristnorm/ok/IMG_7416.npy,test,Right
ok,IMG_7418,./test/droh_real2d_wristnorm/ok/IMG_7418.npy,test,Right
ok,IMG_7448,./test/droh_real2d_wristnorm/ok/IMG_7448.npy,test,Left
ok,IMG_7484,./test/droh_real2d_wristnorm/ok/IMG_7484.npy,test,Right
ok,IMG_7529,./test/droh_real2d_wristnorm/ok/IMG_7529.npy,test,Right
ok,IMG_7550,./test/droh_real2d_wristnorm/ok/IMG_7550.npy,test,Left
ok,IMG_7581,./test/droh_real2d_wristnorm/ok/IMG_7581.npy,test,Right
ok,IMG_7582,./test/droh_real2d_wristnorm/ok/IMG_7582.npy,test,Left
ok,IMG_7583,./test/droh_real2d_wristnorm/ok/IMG_7583.npy,test,Left
ok,IMG_7584,./test/droh_real2d_wristnorm/ok/IMG_7584.npy,test,Left
ok,IMG_7585,./test/droh_real2d_wristnorm/ok/IMG_7585.npy,test,Left
ok,IMG_7613,./test/droh_real2d_wristnorm/ok/IMG_7613.npy,test,Left
ok,IMG_7614,./test/droh_real2d_wristnorm/ok/IMG_7614.npy,test,Left
ok,IMG_7616,./test/droh_real2d_wristnorm/ok/IMG_7616.npy,test,Left
ok,IMG_7617,./test/droh_real2d_wristnorm/ok/IMG_7617.npy,test,Left
ok,IMG_7618,./test/droh_real2d_wristnorm/ok/IMG_7618.npy,test,Left
ok,IMG_7655,./test/droh_real2d_wristnorm/ok/IMG_7655.npy,test,Left
ok,IMG_7656,./test/droh_real2d_wristnorm/ok/IMG_7656.npy,test,Left
ok,IMG_7657,./test/droh_real2d_wristnorm/ok/IMG_7657.npy,test,Left
ok,IMG_7660,./test/droh_real2d_wristnorm/ok/IMG_7660.npy,test,Left
ok,IMG_7690,./test/droh_real2d_wristnorm/ok/IMG_7690.npy,test,Left
ok,IMG_7691,./test/droh_real2d_wristnorm/ok/IMG_7691.npy,test,Right
ok,IMG_7693,./test/droh_real2d_wristnorm/ok/IMG_7693.npy,test,Left
ok,IMG_7722,./test/droh_real2d_wristnorm/ok/IMG_7722.npy,test,Right
ok,IMG_7723,./test/droh_real2d_wristnorm/ok/IMG_7723.npy,test,Right
ok,IMG_7753,./test/droh_real2d_wristnorm/ok/IMG_7753.npy,test,Left
ok,IMG_7756,./test/droh_real2d_wristnorm/ok/IMG_7756.npy,test,Left
ok,IMG_7782,./test/droh_real2d_wristnorm/ok/IMG_7782.npy,test,Right
ok,IMG_7783,./test/droh_real2d_wristnorm/ok/IMG_7783.npy,test,Left
ok,IMG_7786,./test/droh_real2d_wristnorm/ok/IMG_7786.npy,test,Left
ok,IMG_7854,./test/droh_real2d_wristnorm/ok/IMG_7854.npy,test,Left
ok,IMG_7887,./test/droh_real2d_wristnorm/ok/IMG_7887.npy,test,Left
ok,IMG_7888,./test/droh_real2d_wristnorm/ok/IMG_7888.npy,test,Left
ok,IMG_7890,./test/droh_real2d_wristnorm/ok/IMG_7890.npy,test,Left
ok,IMG_7891,./test/droh_real2d_wristnorm/ok/IMG_7891.npy,test,Left
ok,IMG_7922,./test/droh_real2d_wristnorm/ok/IMG_7922.npy,test,Left
ok,IMG_7948,./test/droh_real2d_wristnorm/ok/IMG_7948.npy,test,Left
ok,IMG_7950,./test/droh_real2d_wristnorm/ok/IMG_7950.npy,test,Left
ok,IMG_7951,./test/droh_real2d_wristnorm/ok/IMG_7951.npy,test,Left
ok,IMG_7980,./test/droh_real2d_wristnorm/ok/IMG_7980.npy,test,Right
ok,IMG_8014,./test/droh_real2d_wristnorm/ok/IMG_8014.npy,test,Left
ok,IMG_8046,./test/droh_real2d_wristnorm/ok/IMG_8046.npy,test,Left
ok,IMG_8047,./test/droh_real2d_wristnorm/ok/IMG_8047.npy,test,Left
ok,IMG_8049,./test/droh_real2d_wristnorm/ok/IMG_8049.npy,test,Left
ok,IMG_8087,./test/droh_real2d_wristnorm/ok/IMG_8087.npy,test,Left
ok,IMG_8088,./test/droh_real2d_wristnorm/ok/IMG_8088.npy,test,Left
ok,IMG_8089,./test/droh_real2d_wristnorm/ok/IMG_8089.npy,test,Right
ok,IMG_8091,./test/droh_real2d_wristnorm/ok/IMG_8091.npy,test,Left
ok,IMG_8109,./test/droh_real2d_wristnorm/ok/IMG_8109.npy,test,Left
ok,IMG_8110,./test/droh_real2d_wristnorm/ok/IMG_8110.npy,test,Left
ok,IMG_8177,./test/droh_real2d_wristnorm/ok/IMG_8177.npy,test,Right
ok,IMG_8178,./test/droh_real2d_wristnorm/ok/IMG_8178.npy,test,Left
paper,IMG_6274,./test/droh_real2d_wristnorm/paper/IMG_6274.npy,test,Left
paper,IMG_6275,./test/droh_real2d_wristnorm/paper/IMG_6275.npy,test,Left
paper,IMG_6276,./test/droh_real2d_wristnorm/paper/IMG_6276.npy,test,Left
paper,IMG_6277,./test/droh_real2d_wristnorm/paper/IMG_6277.npy,test,Left
paper,IMG_6279,./test/droh_real2d_wristnorm/paper/IMG_6279.npy,test,Right
paper,IMG_6280,./test/droh_real2d_wristnorm/paper/IMG_6280.npy,test,Left
paper,IMG_6323,./test/droh_real2d_wristnorm/paper/IMG_6323.npy,test,Left
paper,IMG_6324,./test/droh_real2d_wristnorm/paper/IMG_6324.npy,test,Left
paper,IMG_6325,./test/droh_real2d_wristnorm/paper/IMG_6325.npy,test,Left
paper,IMG_6326,./test/droh_real2d_wristnorm/paper/IMG_6326.npy,test,Left
paper,IMG_6355,./test/droh_real2d_wristnorm/paper/IMG_6355.npy,test,Left
paper,IMG_6358,./test/droh_real2d_wristnorm/paper/IMG_6358.npy,test,Left
paper,IMG_6359,./test/droh_real2d_wristnorm/paper/IMG_6359.npy,test,Left
paper,IMG_6391,./test/droh_real2d_wristnorm/paper/IMG_6391.npy,test,Left
paper,IMG_6392,./test/droh_real2d_wristnorm/paper/IMG_6392.npy,test,Left
paper,IMG_6393,./test/droh_real2d_wristnorm/paper/IMG_6393.npy,test,Left
paper,IMG_6395,./test/droh_real2d_wristnorm/paper/IMG_6395.npy,test,Left
paper,IMG_6427,./test/droh_real2d_wristnorm/paper/IMG_6427.npy,test,Left
paper,IMG_6429,./test/droh_real2d_wristnorm/paper/IMG_6429.npy,test,Left
paper,IMG_6430,./test/droh_real2d_wristnorm/paper/IMG_6430.npy,test,Left
paper,IMG_6431,./test/droh_real2d_wristnorm/paper/IMG_6431.npy,test,Left
paper,IMG_6467,./test/droh_real2d_wristnorm/paper/IMG_6467.npy,test,Right
paper,IMG_6468,./test/droh_real2d_wristnorm/paper/IMG_6468.npy,test,Right
paper,IMG_6469,./test/droh_real2d_wristnorm/paper/IMG_6469.npy,test,Right
paper,IMG_6504,./test/droh_real2d_wristnorm/paper/IMG_6504.npy,test,Left
paper,IMG_6505,./test/droh_real2d_wristnorm/paper/IMG_6505.npy,test,Left
paper,IMG_6508,./test/droh_real2d_wristnorm/paper/IMG_6508.npy,test,Left
paper,IMG_6546,./test/droh_real2d_wristnorm/paper/IMG_6546.npy,test,Left
paper,IMG_6547,./test/droh_real2d_wristnorm/paper/IMG_6547.npy,test,Left
paper,IMG_6548,./test/droh_real2d_wristnorm/paper/IMG_6548.npy,test,Right
paper,IMG_6549,./test/droh_real2d_wristnorm/paper/IMG_6549.npy,test,Left
paper,IMG_6550,./test/droh_real2d_wristnorm/paper/IMG_6550.npy,test,Left
paper,IMG_6582,./test/droh_real2d_wristnorm/paper/IMG_6582.npy,test,Left
paper,IMG_6583,./test/droh_real2d_wristnorm/paper/IMG_6583.npy,test,Left
paper,IMG_6584,./test/droh_real2d_wristnorm/paper/IMG_6584.npy,test,Left
paper,IMG_6585,./test/droh_real2d_wristnorm/paper/IMG_6585.npy,test,Left
paper,IMG_6619,./test/droh_real2d_wristnorm/paper/IMG_6619.npy,test,Left
paper,IMG_6622,./test/droh_real2d_wristnorm/paper/IMG_6622.npy,test,Left
paper,IMG_6653,./test/droh_real2d_wristnorm/paper/IMG_6653.npy,test,Left
paper,IMG_6654,./test/droh_real2d_wristnorm/paper/IMG_6654.npy,test,Left
paper,IMG_6655,./test/droh_real2d_wristnorm/paper/IMG_6655.npy,test,Left
paper,IMG_6656,./test/droh_real2d_wristnorm/paper/IMG_6656.npy,test,Right
paper,IMG_6708,./test/droh_real2d_wristnorm/paper/IMG_6708.npy,test,Left
paper,IMG_6709,./test/droh_real2d_wristnorm/paper/IMG_6709.npy,test,Right
paper,IMG_6710,./test/droh_real2d_wristnorm/paper/IMG_6710.npy,test,Right
paper,IMG_6732,./test/droh_real2d_wristnorm/paper/IMG_6732.npy,test,Right
paper,IMG_6767,./test/droh_real2d_wristnorm/paper/IMG_6767.npy,test,Right
paper,IMG_6799,./test/droh_real2d_wristnorm/paper/IMG_6799.npy,test,Left
paper,IMG_6830,./test/droh_real2d_wristnorm/paper/IMG_6830.npy,test,Right
paper,IMG_6861,./test/droh_real2d_wristnorm/paper/IMG_6861.npy,test,Left
paper,IMG_6862,./test/droh_real2d_wristnorm/paper/IMG_6862.npy,test,Left
paper,IMG_6864,./test/droh_real2d_wristnorm/paper/IMG_6864.npy,test,Left
paper,IMG_6865,./test/droh_real2d_wristnorm/paper/IMG_6865.npy,test,Left
paper,IMG_6909,./test/droh_real2d_wristnorm/paper/IMG_6909.npy,test,Left
paper,IMG_6910,./test/droh_real2d_wristnorm/paper/IMG_6910.npy,test,Left
paper,IMG_6911,./test/droh_real2d_wristnorm/paper/IMG_6911.npy,test,Left
paper,IMG_6913,./test/droh_real2d_wristnorm/paper/IMG_6913.npy,test,Left
paper,IMG_6934,./test/droh_real2d_wristnorm/paper/IMG_6934.npy,test,Left
paper,IMG_6935,./test/droh_real2d_wristnorm/paper/IMG_6935.npy,test,Left
paper,IMG_6963,./test/droh_real2d_wristnorm/paper/IMG_6963.npy,test,Left
paper,IMG_6964,./test/droh_real2d_wristnorm/paper/IMG_6964.npy,test,Left
paper,IMG_6965,./test/droh_real2d_wristnorm/paper/IMG_6965.npy,test,Left
paper,IMG_6994,./test/droh_real2d_wristnorm/paper/IMG_6994.npy,test,Left
paper,IMG_6995,./test/droh_real2d_wristnorm/paper/IMG_6995.npy,test,Right
paper,IMG_6996,./test/droh_real2d_wristnorm/paper/IMG_6996.npy,test,Left
paper,IMG_7033,./test/droh_real2d_wristnorm/paper/IMG_7033.npy,test,Right
paper,IMG_7064,./test/droh_real2d_wristnorm/paper/IMG_7064.npy,test,Right
paper,IMG_7065,./test/droh_real2d_wristnorm/paper/IMG_7065.npy,test,Right
paper,IMG_7067,./test/droh_real2d_wristnorm/paper/IMG_7067.npy,test,Right
paper,IMG_7068,./test/droh_real2d_wristnorm/paper/IMG_7068.npy,test,Right
paper,IMG_7222,./test/droh_real2d_wristnorm/paper/IMG_7222.npy,test,Left
paper,IMG_7223,./test/droh_real2d_wristnorm/paper/IMG_7223.npy,test,Left
paper,IMG_7224,./test/droh_real2d_wristnorm/paper/IMG_7224.npy,test,Left
paper,IMG_7254,./test/droh_real2d_wristnorm/paper/IMG_7254.npy,test,Left
paper,IMG_7285,./test/droh_real2d_wristnorm/paper/IMG_7285.npy,test,Left
paper,IMG_7286,./test/droh_real2d_wristnorm/paper/IMG_7286.npy,test,Left
paper,IMG_7316,./test/droh_real2d_wristnorm/paper/IMG_7316.npy,test,Left
paper,IMG_7317,./test/droh_real2d_wristnorm/paper/IMG_7317.npy,test,Left
paper,IMG_7345,./test/droh_real2d_wristnorm/paper/IMG_7345.npy,test,Left
paper,IMG_7347,./test/droh_real2d_wristnorm/paper/IMG_7347.npy,test,Left
paper,IMG_7349,./test/droh_real2d_wristnorm/paper/IMG_7349.npy,test,Left
paper,IMG_7382,./test/droh_real2d_wristnorm/paper/IMG_7382.npy,test,Right
paper,IMG_7414,./test/droh_real2d_wristnorm/paper/IMG_7414.npy,test,Right
paper,IMG_7443,./test/droh_real2d_wristnorm/paper/IMG_7443.npy,test,Left
paper,IMG_7446,./test/droh_real2d_wristnorm/paper/IMG_7446.npy,test,Left
paper,IMG_7447,./test/droh_real2d_wristnorm/paper/IMG_7447.npy,test,Left
paper,IMG_7476,./test/droh_real2d_wristnorm/paper/IMG_7476.npy,test,Right
paper,IMG_7477,./test/droh_real2d_wristnorm/paper/IMG_7477.npy,test,Right
paper,IMG_7513,./test/droh_real2d_wristnorm/paper/IMG_7513.npy,test,Right
paper,IMG_7515,./test/droh_real2d_wristnorm/paper/IMG_7515.npy,test,Left
paper,IMG_7545,./test/droh_real2d_wristnorm/paper/IMG_7545.npy,test,Left
paper,IMG_7578,./test/droh_real2d_wristnorm/paper/IMG_7578.npy,test,Left
paper,IMG_7579,./test/droh_real2d_wristnorm/paper/IMG_7579.npy,test,Left
paper,IMG_7609,./test/droh_real2d_wristnorm/paper/IMG_7609.npy,test,Left
paper,IMG_7610,./test/droh_real2d_wristnorm/paper/IMG_7610.npy,test,Right
paper,IMG_7611,./test/droh_real2d_wristnorm/paper/IMG_7611.npy,test,Left
paper,IMG_7652,./test/droh_real2d_wristnorm/paper/IMG_7652.npy,test,Left
paper,IMG_7653,./test/droh_real2d_wristnorm/paper/IMG_7653.npy,test,Left
paper,IMG_7717,./test/droh_real2d_wristnorm/paper/IMG_7717.npy,test,Right
paper,IMG_7718,./test/droh_real2d_wristnorm/paper/IMG_7718.npy,test,Right
paper,IMG_7719,./test/droh_real2d_wristnorm/paper/IMG_7719.npy,test,Right
paper,IMG_7720,./test/droh_real2d_wristnorm/paper/IMG_7720.npy,test,Left
paper,IMG_7750,./test/droh_real2d_wristnorm/paper/IMG_7750.npy,test,Left
paper,IMG_7778,./test/droh_real2d_wristnorm/paper/IMG_7778.npy,test,Left
paper,IMG_7781,./test/droh_real2d_wristnorm/paper/IMG_7781.npy,test,Left
paper,IMG_7850,./test/droh_real2d_wristnorm/paper/IMG_7850.npy,test,Left
paper,IMG_7882,./test/droh_real2d_wristnorm/paper/IMG_7882.npy,test,Left
paper,IMG_7883,./test/droh_real2d_wristnorm/paper/IMG_7883.npy,test,Left
paper,IMG_7884,./test/droh_real2d_wristnorm/paper/IMG_7884.npy,test,Left
paper,IMG_7885,./test/droh_real2d_wristnorm/paper/IMG_7885.npy,test,Left
paper,IMG_7946,./test/droh_real2d_wristnorm/paper/IMG_7946.npy,test,Left
paper,IMG_7947,./test/droh_real2d_wristnorm/paper/IMG_7947.npy,test,Left
paper,IMG_7977,./test/droh_real2d_wristnorm/paper/IMG_7977.npy,test,Right
paper,IMG_7979,./test/droh_real2d_wristnorm/paper/IMG_7979.npy,test,Right
paper,IMG_8042,./test/droh_real2d_wristnorm/paper/IMG_8042.npy,test,Left
paper,IMG_8043,./test/droh_real2d_wristnorm/paper/IMG_8043.npy,test,Left
paper,IMG_8044,./test/droh_real2d_wristnorm/paper/IMG_8044.npy,test,Left
paper,IMG_8073,./test/droh_real2d_wristnorm/paper/IMG_8073.npy,test,Left
paper,IMG_8075,./test/droh_real2d_wristnorm/paper/IMG_8075.npy,test,Left
paper,IMG_8105,./test/droh_real2d_wristnorm/paper/IMG_8105.npy,test,Left
paper,IMG_8106,./test/droh_real2d_wristnorm/paper/IMG_8106.npy,test,Left
paper,IMG_8139,./test/droh_real2d_wristnorm/paper/IMG_8139.npy,test,Right
paper,IMG_8174,./test/droh_real2d_wristnorm/paper/IMG_8174.npy,test,Left
rock,IMG_6254,./test/droh_real2d_wristnorm/rock/IMG_6254.npy,test,Left
rock,IMG_6265,./test/droh_real2d_wristnorm/rock/IMG_6265.npy,test,Left
rock,IMG_6266,./test/droh_real2d_wristnorm/rock/IMG_6266.npy,test,Left
rock,IMG_6267,./test/droh_real2d_wristnorm/rock/IMG_6267.npy,test,Left
rock,IMG_6271,./test/droh_real2d_wristnorm/rock/IMG_6271.npy,test,Left
rock,IMG_6272,./test/droh_real2d_wristnorm/rock/IMG_6272.npy,test,Left
rock,IMG_6318,./test/droh_real2d_wristnorm/rock/IMG_6318.npy,test,Left
rock,IMG_6321,./test/droh_real2d_wristnorm/rock/IMG_6321.npy,test,Left
rock,IMG_6345,./test/droh_real2d_wristnorm/rock/IMG_6345.npy,test,Left
rock,IMG_6346,./test/droh_real2d_wristnorm/rock/IMG_6346.npy,test,Left
rock,IMG_6348,./test/droh_real2d_wristnorm/rock/IMG_6348.npy,test,Left
rock,IMG_6349,./test/droh_real2d_wristnorm/rock/IMG_6349.npy,test,Left
rock,IMG_6384,./test/droh_real2d_wristnorm/rock/IMG_6384.npy,test,Left
rock,IMG_6385,./test/droh_real2d_wristnorm/rock/IMG_6385.npy,test,Left
rock,IMG_6417,./test/droh_real2d_wristnorm/rock/IMG_6417.npy,test,Left
rock,IMG_6418,./test/droh_real2d_wristnorm/rock/IMG_6418.npy,test,Left
rock,IMG_6420,./test/droh_real2d_wristnorm/rock/IMG_6420.npy,test,Left
rock,IMG_6460,./test/droh_real2d_wristnorm/rock/IMG_6460.npy,test,Right
rock,IMG_6499,./test/droh_real2d_wristnorm/rock/IMG_6499.npy,test,Left
rock,IMG_6500,./test/droh_real2d_wristnorm/rock/IMG_6500.npy,test,Left
rock,IMG_6502,./test/droh_real2d_wristnorm/rock/IMG_6502.npy,test,Left
rock,IMG_6503,./test/droh_real2d_wristnorm/rock/IMG_6503.npy,test,Left
rock,IMG_6541,./test/droh_real2d_wristnorm/rock/IMG_6541.npy,test,Left
rock,IMG_6543,./test/droh_real2d_wristnorm/rock/IMG_6543.npy,test,Left
rock,IMG_6574,./test/droh_real2d_wristnorm/rock/IMG_6574.npy,test,Left
rock,IMG_6575,./test/droh_real2d_wristnorm/rock/IMG_6575.npy,test,Left
rock,IMG_6611,./test/droh_real2d_wristnorm/rock/IMG_6611.npy,test,Left
rock,IMG_6641,./test/droh_real2d_wristnorm/rock/IMG_6641.npy,test,Left
rock,IMG_6700,./test/droh_real2d_wristnorm/rock/IMG_6700.npy,test,Left
rock,IMG_6701,./test/droh_real2d_wristnorm/rock/IMG_6701.npy,test,Left
rock,IMG_6720,./test/droh_real2d_wristnorm/rock/IMG_6720.npy,test,Right
rock,IMG_6723,./test/droh_real2d_wristnorm/rock/IMG_6723.npy,test,Right
rock,IMG_6765,./test/droh_real2d_wristnorm/rock/IMG_6765.npy,test,Right
rock,IMG_6793,./test/droh_real2d_wristnorm/rock/IMG_6793.npy,test,Left
rock,IMG_6794,./test/droh_real2d_wristnorm/rock/IMG_6794.npy,test,Left
rock,IMG_6796,./test/droh_real2d_wristnorm/rock/IMG_6796.npy,test,Left
rock,IMG_6821,./test/droh_real2d_wristnorm/rock/IMG_6821.npy,test,Right
rock,IMG_6822,./test/droh_real2d_wristnorm/rock/IMG_6822.npy,test,Right
rock,IMG_6824,./test/droh_real2d_wristnorm/rock/IMG_6824.npy,test,Right
rock,IMG_6851,./test/droh_real2d_wristnorm/rock/IMG_6851.npy,test,Left
rock,IMG_6853,./test/droh_real2d_wristnorm/rock/IMG_6853.npy,test,Left
rock,IMG_6855,./test/droh_real2d_wristnorm/rock/IMG_6855.npy,test,Left
rock,IMG_6900,./test/droh_real2d_wristnorm/rock/IMG_6900.npy,test,Left
rock,IMG_6902,./test/droh_real2d_wristnorm/rock/IMG_6902.npy,test,Left
rock,IMG_6904,./test/droh_real2d_wristnorm/rock/IMG_6904.npy,test,Left
rock,IMG_6924,./test/droh_real2d_wristnorm/rock/IMG_6924.npy,test,Left
rock,IMG_6925,./test/droh_real2d_wristnorm/rock/IMG_6925.npy,test,Left
rock,IMG_6927,./test/droh_real2d_wristnorm/rock/IMG_6927.npy,test,Left
rock,IMG_6954,./test/droh_real2d_wristnorm/rock/IMG_6954.npy,test,Left
rock,IMG_6955,./test/droh_real2d_wristnorm/rock/IMG_6955.npy,test,Left
rock,IMG_6984,./test/droh_real2d_wristnorm/rock/IMG_6984.npy,test,Left
rock,IMG_6987,./test/droh_real2d_wristnorm/rock/IMG_6987.npy,test,Left
rock,IMG_7019,./test/droh_real2d_wristnorm/rock/IMG_7019.npy,test,Left
rock,IMG_7023,./test/droh_real2d_wristnorm/rock/IMG_7023.npy,test,Left
rock,IMG_7054,./test/droh_real2d_wristnorm/rock/IMG_7054.npy,test,Right
rock,IMG_7212,./test/droh_real2d_wristnorm/rock/IMG_7212.npy,test,Left
rock,IMG_7213,./test/droh_real2d_wristnorm/rock/IMG_7213.npy,test,Left
rock,IMG_7214,./test/droh_real2d_wristnorm/rock/IMG_7214.npy,test,Left
rock,IMG_7244,./test/droh_real2d_wristnorm/rock/IMG_7244.npy,test,Left
rock,IMG_7245,./test/droh_real2d_wristnorm/rock/IMG_7245.npy,test,Left
rock,IMG_7279,./test/droh_real2d_wristnorm/rock/IMG_7279.npy,test,Left
rock,IMG_7305,./test/droh_real2d_wristnorm/rock/IMG_7305.npy,test,Left
rock,IMG_7307,./test/droh_real2d_wristnorm/rock/IMG_7307.npy,test,Left
rock,IMG_7308,./test/droh_real2d_wristnorm/rock/IMG_7308.npy,test,Left
rock,IMG_7309,./test/droh_real2d_wristnorm/rock/IMG_7309.npy,test,Left
rock,IMG_7337,./test/droh_real2d_wristnorm/rock/IMG_7337.npy,test,Left
rock,IMG_7338,./test/droh_real2d_wristnorm/rock/IMG_7338.npy,test,Left
rock,IMG_7340,./test/droh_real2d_wristnorm/rock/IMG_7340.npy,test,Left
rock,IMG_7370,./test/droh_real2d_wristnorm/rock/IMG_7370.npy,test,Right
rock,IMG_7371,./test/droh_real2d_wristnorm/rock/IMG_7371.npy,test,Right
rock,IMG_7373,./test/droh_real2d_wristnorm/rock/IMG_7373.npy,test,Right
rock,IMG_7402,./test/droh_real2d_wristnorm/rock/IMG_7402.npy,test,Right
rock,IMG_7404,./test/droh_real2d_wristnorm/rock/IMG_7404.npy,test,Right
rock,IMG_7433,./test/droh_real2d_wristnorm/rock/IMG_7433.npy,test,Left
rock,IMG_7436,./test/droh_real2d_wristnorm/rock/IMG_7436.npy,test,Left
rock,IMG_7470,./test/droh_real2d_wristnorm/rock/IMG_7470.npy,test,Right
rock,IMG_7502,./test/droh_real2d_wristnorm/rock/IMG_7502.npy,test,Right
rock,IMG_7503,./test/droh_real2d_wristnorm/rock/IMG_7503.npy,test,Right
rock,IMG_7506,./test/droh_real2d_wristnorm/rock/IMG_7506.npy,test,Right
rock,IMG_7539,./test/droh_real2d_wristnorm/rock/IMG_7539.npy,test,Left
rock,IMG_7568,./test/droh_real2d_wristnorm/rock/IMG_7568.npy,test,Left
rock,IMG_7571,./test/droh_real2d_wristnorm/rock/IMG_7571.npy,test,Left
rock,IMG_7603,./test/droh_real2d_wristnorm/rock/IMG_7603.npy,test,Left
rock,IMG_7635,./test/droh_real2d_wristnorm/rock/IMG_7635.npy,test,Left
rock,IMG_7636,./test/droh_real2d_wristnorm/rock/IMG_7636.npy,test,Right
rock,IMG_7637,./test/droh_real2d_wristnorm/rock/IMG_7637.npy,test,Right
rock,IMG_7638,./test/droh_real2d_wristnorm/rock/IMG_7638.npy,test,Right
rock,IMG_7639,./test/droh_real2d_wristnorm/rock/IMG_7639.npy,test,Right
