action,sample_id,aug_id,input_path,split
ok,ok_Set2_ (242),ok_Set2_ (242)_rotp060,./dataset/rot3d_salux/ok/ok_Set2_ (242)_rotp060.npy,train
ok,ok_Set2_ (242),ok_Set2_ (242)_rotp075,./dataset/rot3d_salux/ok/ok_Set2_ (242)_rotp075.npy,train
ok,ok_Set2_ (242),ok_Set2_ (242)_rotp090,./dataset/rot3d_salux/ok/ok_Set2_ (242)_rotp090.npy,train
ok,ok_Set2_ (242),ok_Set2_ (242)_rotp135,./dataset/rot3d_salux/ok/ok_Set2_ (242)_rotp135.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rot000,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rot000.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotm015.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotm030.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotm045.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotm060.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotm075.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp000.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp015.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp030.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp045.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp060.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp075.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp090.npy,train
thumbdown,thumbdown (152),thumbdown (152)_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown (152)_rotp135.npy,train
thumbdown,thumbdown_864,thumbdown_864_rot000,./dataset/rot3d_salux/thumbdown/thumbdown_864_rot000.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotm015.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotm030.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotm045.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotm060.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotm075.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp000.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp015.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp030.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp045.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp060.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp075.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp090.npy,train
thumbdown,thumbdown_864,thumbdown_864_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown_864_rotp135.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rot000,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rot000.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotm015,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotm015.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotm030,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotm030.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotm045,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotm045.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotm060,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotm060.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotm075,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotm075.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp000,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp000.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp015,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp015.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp030,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp030.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp045,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp045.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp060,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp060.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp075,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp075.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp090,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp090.npy,train
scissors,scissors-set2 (183),scissors-set2 (183)_rotp135,./dataset/rot3d_salux/scissors/scissors-set2 (183)_rotp135.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rot000,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rot000.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotm015.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotm030.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotm045.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotm060.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotm075.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp000.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp015.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp030.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp045.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp060.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp075.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp090.npy,train
thumbdown,thumbdown (149),thumbdown (149)_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown (149)_rotp135.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rot000,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rot000.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotm015,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotm015.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotm030,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotm030.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotm045,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotm045.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotm060,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotm060.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotm075,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotm075.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp000,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp000.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp015,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp015.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp030,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp030.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp045,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp045.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp060,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp060.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp075,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp075.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp090,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp090.npy,train
ok,ok_Set2_ (568),ok_Set2_ (568)_rotp135,./dataset/rot3d_salux/ok/ok_Set2_ (568)_rotp135.npy,train
thumbup,thumbup_6767,thumbup_6767_rot000,./dataset/rot3d_salux/thumbup/thumbup_6767_rot000.npy,train
thumbup,thumbup_6767,thumbup_6767_rotm015,./dataset/rot3d_salux/thumbup/thumbup_6767_rotm015.npy,train
thumbup,thumbup_6767,thumbup_6767_rotm030,./dataset/rot3d_salux/thumbup/thumbup_6767_rotm030.npy,train
thumbup,thumbup_6767,thumbup_6767_rotm045,./dataset/rot3d_salux/thumbup/thumbup_6767_rotm045.npy,train
thumbup,thumbup_6767,thumbup_6767_rotm060,./dataset/rot3d_salux/thumbup/thumbup_6767_rotm060.npy,train
thumbup,thumbup_6767,thumbup_6767_rotm075,./dataset/rot3d_salux/thumbup/thumbup_6767_rotm075.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp000,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp000.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp015,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp015.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp030,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp030.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp045,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp045.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp060,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp060.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp075,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp075.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp090,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp090.npy,train
thumbup,thumbup_6767,thumbup_6767_rotp135,./dataset/rot3d_salux/thumbup/thumbup_6767_rotp135.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rot000,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rot000.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotm015,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotm015.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotm030,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotm030.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotm045,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotm045.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotm060,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotm060.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotm075,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotm075.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp000,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp000.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp015,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp015.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp030,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp030.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp045,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp045.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp060,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp060.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp075,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp075.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp090,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp090.npy,train
the-finger,the-finger-set2 (189),the-finger-set2 (189)_rotp135,./dataset/rot3d_salux/the-finger/the-finger-set2 (189)_rotp135.npy,train
ok,ok_4019,ok_4019_rot000,./dataset/rot3d_salux/ok/ok_4019_rot000.npy,train
ok,ok_4019,ok_4019_rotm015,./dataset/rot3d_salux/ok/ok_4019_rotm015.npy,train
ok,ok_4019,ok_4019_rotm030,./dataset/rot3d_salux/ok/ok_4019_rotm030.npy,train
ok,ok_4019,ok_4019_rotm045,./dataset/rot3d_salux/ok/ok_4019_rotm045.npy,train
ok,ok_4019,ok_4019_rotm060,./dataset/rot3d_salux/ok/ok_4019_rotm060.npy,train
ok,ok_4019,ok_4019_rotm075,./dataset/rot3d_salux/ok/ok_4019_rotm075.npy,train
ok,ok_4019,ok_4019_rotp000,./dataset/rot3d_salux/ok/ok_4019_rotp000.npy,train
ok,ok_4019,ok_4019_rotp015,./dataset/rot3d_salux/ok/ok_4019_rotp015.npy,train
ok,ok_4019,ok_4019_rotp030,./dataset/rot3d_salux/ok/ok_4019_rotp030.npy,train
ok,ok_4019,ok_4019_rotp045,./dataset/rot3d_salux/ok/ok_4019_rotp045.npy,train
ok,ok_4019,ok_4019_rotp060,./dataset/rot3d_salux/ok/ok_4019_rotp060.npy,train
ok,ok_4019,ok_4019_rotp075,./dataset/rot3d_salux/ok/ok_4019_rotp075.npy,train
ok,ok_4019,ok_4019_rotp090,./dataset/rot3d_salux/ok/ok_4019_rotp090.npy,train
ok,ok_4019,ok_4019_rotp135,./dataset/rot3d_salux/ok/ok_4019_rotp135.npy,train
the-finger,the-finger_2282,the-finger_2282_rot000,./dataset/rot3d_salux/the-finger/the-finger_2282_rot000.npy,train
the-finger,the-finger_2282,the-finger_2282_rotm015,./dataset/rot3d_salux/the-finger/the-finger_2282_rotm015.npy,train
the-finger,the-finger_2282,the-finger_2282_rotm030,./dataset/rot3d_salux/the-finger/the-finger_2282_rotm030.npy,train
the-finger,the-finger_2282,the-finger_2282_rotm045,./dataset/rot3d_salux/the-finger/the-finger_2282_rotm045.npy,train
the-finger,the-finger_2282,the-finger_2282_rotm060,./dataset/rot3d_salux/the-finger/the-finger_2282_rotm060.npy,train
the-finger,the-finger_2282,the-finger_2282_rotm075,./dataset/rot3d_salux/the-finger/the-finger_2282_rotm075.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp000,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp000.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp015,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp015.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp030,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp030.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp045,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp045.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp060,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp060.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp075,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp075.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp090,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp090.npy,train
the-finger,the-finger_2282,the-finger_2282_rotp135,./dataset/rot3d_salux/the-finger/the-finger_2282_rotp135.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rot000,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rot000.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotm015,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotm015.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotm030,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotm030.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotm045,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotm045.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotm060,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotm060.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotm075,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotm075.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp000,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp000.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp015,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp015.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp030,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp030.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp045,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp045.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp060,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp060.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp075,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp075.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp090,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp090.npy,train
scissors,scissors-set2 (150),scissors-set2 (150)_rotp135,./dataset/rot3d_salux/scissors/scissors-set2 (150)_rotp135.npy,train
ok,ok_6184,ok_6184_rot000,./dataset/rot3d_salux/ok/ok_6184_rot000.npy,train
ok,ok_6184,ok_6184_rotm015,./dataset/rot3d_salux/ok/ok_6184_rotm015.npy,train
ok,ok_6184,ok_6184_rotm030,./dataset/rot3d_salux/ok/ok_6184_rotm030.npy,train
ok,ok_6184,ok_6184_rotm045,./dataset/rot3d_salux/ok/ok_6184_rotm045.npy,train
ok,ok_6184,ok_6184_rotm060,./dataset/rot3d_salux/ok/ok_6184_rotm060.npy,train
ok,ok_6184,ok_6184_rotm075,./dataset/rot3d_salux/ok/ok_6184_rotm075.npy,train
ok,ok_6184,ok_6184_rotp000,./dataset/rot3d_salux/ok/ok_6184_rotp000.npy,train
ok,ok_6184,ok_6184_rotp015,./dataset/rot3d_salux/ok/ok_6184_rotp015.npy,train
ok,ok_6184,ok_6184_rotp030,./dataset/rot3d_salux/ok/ok_6184_rotp030.npy,train
ok,ok_6184,ok_6184_rotp045,./dataset/rot3d_salux/ok/ok_6184_rotp045.npy,train
ok,ok_6184,ok_6184_rotp060,./dataset/rot3d_salux/ok/ok_6184_rotp060.npy,train
ok,ok_6184,ok_6184_rotp075,./dataset/rot3d_salux/ok/ok_6184_rotp075.npy,train
ok,ok_6184,ok_6184_rotp090,./dataset/rot3d_salux/ok/ok_6184_rotp090.npy,train
ok,ok_6184,ok_6184_rotp135,./dataset/rot3d_salux/ok/ok_6184_rotp135.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rot000,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rot000.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotm015,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotm015.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotm030,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotm030.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotm045,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotm045.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotm060,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotm060.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotm075,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotm075.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp000,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp000.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp015,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp015.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp030,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp030.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp045,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp045.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp060,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp060.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp075,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp075.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp090,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp090.npy,train
thumbdown,thumbdown_6242,thumbdown_6242_rotp135,./dataset/rot3d_salux/thumbdown/thumbdown_6242_rotp135.npy,train
paper,paper-set2 (233),paper-set2 (233)_rot000,./dataset/rot3d_salux/paper/paper-set2 (233)_rot000.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotm015,./dataset/rot3d_salux/paper/paper-set2 (233)_rotm015.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotm030,./dataset/rot3d_salux/paper/paper-set2 (233)_rotm030.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotm045,./dataset/rot3d_salux/paper/paper-set2 (233)_rotm045.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotm060,./dataset/rot3d_salux/paper/paper-set2 (233)_rotm060.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotm075,./dataset/rot3d_salux/paper/paper-set2 (233)_rotm075.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp000,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp000.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp015,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp015.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp030,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp030.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp045,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp045.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp060,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp060.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp075,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp075.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp090,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp090.npy,train
paper,paper-set2 (233),paper-set2 (233)_rotp135,./dataset/rot3d_salux/paper/paper-set2 (233)_rotp135.npy,train
thumbup,thumbup (151),thumbup (151)_rot000,./dataset/rot3d_salux/thumbup/thumbup (151)_rot000.npy,train
thumbup,thumbup (151),thumbup (151)_rotm015,./dataset/rot3d_salux/thumbup/thumbup (151)_rotm015.npy,train
thumbup,thumbup (151),thumbup (151)_rotm030,./dataset/rot3d_salux/thumbup/thumbup (151)_rotm030.npy,train
thumbup,thumbup (151),thumbup (151)_rotm045,./dataset/rot3d_salux/thumbup/thumbup (151)_rotm045.npy,train
thumbup,thumbup (151),thumbup (151)_rotm060,./dataset/rot3d_salux/thumbup/thumbup (151)_rotm060.npy,train
thumbup,thumbup (151),thumbup (151)_rotm075,./dataset/rot3d_salux/thumbup/thumbup (151)_rotm075.npy,train
thumbup,thumbup (151),thumbup (151)_rotp000,./dataset/rot3d_salux/thumbup/thumbup (151)_rotp000.npy,train
thumbup,thumbup (151),thumbup (151)_rotp015,./dataset/rot3d_salux/thumbup/thumbup (151)_rotp015.npy,train
