action,sample_id,view,path,shape_ok,has_nan,has_inf,wrist_norm,mid_scale,global_min,global_max,mean,std,wrist_ok,mid_scale_ok
ok,ok (103),Cam_2,./dataset/multiview_blender/ok/ok (103)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.5444744229316711,2.696319341659546,0.48732897639274597,0.8550909161567688,1,1
ok,ok (103),Cam_4,./dataset/multiview_blender/ok/ok (103)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.3328421115875244,3.632054090499878,-0.3295440077781677,1.6704784631729126,1,1
ok,ok (103),Cam_5,./dataset/multiview_blender/ok/ok (103)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.6128714084625244,0.31427645683288574,-0.6930925846099854,0.6799167990684509,1,1
ok,ok (104),Cam_0,./dataset/multiview_blender/ok/ok (104)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.3277689516544342,1.9748601913452148,0.5191811323165894,0.6560635566711426,1,1
ok,ok (104),Cam_2,./dataset/multiview_blender/ok/ok (104)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.8082820177078247,2.8317790031433105,0.4417206943035126,0.9292355179786682,1,1
ok,ok (104),Cam_4,./dataset/multiview_blender/ok/ok (104)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.477302074432373,3.1404006481170654,-0.5593893527984619,1.8101611137390137,1,1
ok,ok (104),Cam_5,./dataset/multiview_blender/ok/ok (104)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.7755210399627686,0.3782322108745575,-0.7776716351509094,0.7263915538787842,1,1
ok,ok (105),Cam_0,./dataset/multiview_blender/ok/ok (105)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.1516135036945343,1.923190951347351,0.5497828722000122,0.6145980954170227,1,1
ok,ok (105),Cam_2,./dataset/multiview_blender/ok/ok (105)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.5154138207435608,2.8407857418060303,0.508056640625,0.8895306587219238,1,1
ok,ok (105),Cam_4,./dataset/multiview_blender/ok/ok (105)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.483466863632202,3.612888813018799,-0.3188331723213196,1.6945347785949707,1,1
ok,ok (105),Cam_5,./dataset/multiview_blender/ok/ok (105)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.741197347640991,0.27005887031555176,-0.7251757383346558,0.6947265863418579,1,1
ok,ok (106),Cam_0,./dataset/multiview_blender/ok/ok (106)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.05242536962032318,1.960045576095581,0.5819127559661865,0.6126264929771423,1,1
ok,ok (106),Cam_2,./dataset/multiview_blender/ok/ok (106)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.4297707676887512,2.894670248031616,0.5471263527870178,0.8689039945602417,1,1
ok,ok (106),Cam_4,./dataset/multiview_blender/ok/ok (106)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.153693199157715,3.8411035537719727,-0.2221306562423706,1.6434828042984009,1,1
ok,ok (106),Cam_5,./dataset/multiview_blender/ok/ok (106)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.8148725032806396,0.24027864634990692,-0.6731716394424438,0.7218613028526306,1,1
ok,ok (107),Cam_0,./dataset/multiview_blender/ok/ok (107)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.23760537803173065,1.9572452306747437,0.5388236045837402,0.6394738554954529,1,1
ok,ok (107),Cam_2,./dataset/multiview_blender/ok/ok (107)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.6311979293823242,2.8438291549682617,0.48683562874794006,0.9004350900650024,1,1
ok,ok (107),Cam_4,./dataset/multiview_blender/ok/ok (107)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.8587143421173096,3.059361457824707,-0.4195549786090851,1.6539638042449951,1,1
ok,ok (107),Cam_5,./dataset/multiview_blender/ok/ok (107)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.7713465690612793,0.34818947315216064,-0.7372557520866394,0.7191516757011414,1,1
ok,ok (108),Cam_0,./dataset/multiview_blender/ok/ok (108)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.2937204837799072,1.9840776920318604,0.5238542556762695,0.6520291566848755,1,1
ok,ok (108),Cam_2,./dataset/multiview_blender/ok/ok (108)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.7878508567810059,2.8523387908935547,0.4615119397640228,0.9218388795852661,1,1
ok,ok (108),Cam_4,./dataset/multiview_blender/ok/ok (108)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.420263767242432,3.0605056285858154,-0.5024375915527344,1.7281769514083862,1,1
ok,ok (108),Cam_5,./dataset/multiview_blender/ok/ok (108)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.7985215187072754,0.34912434220314026,-0.7589269280433655,0.7280303835868835,1,1
ok,ok (11),Cam_0,./dataset/multiview_blender/ok/ok (11)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.47211703658103943,1.9684925079345703,0.47069618105888367,0.7787193655967712,1,1
ok,ok (11),Cam_2,./dataset/multiview_blender/ok/ok (11)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-1.1766624450683594,2.5610485076904297,0.2167758047580719,0.9774569869041443,1,1
ok,ok (11),Cam_4,./dataset/multiview_blender/ok/ok (11)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.9080729484558105,2.142249345779419,-1.2701711654663086,1.706590175628662,1,1
ok,ok (11),Cam_5,./dataset/multiview_blender/ok/ok (11)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.5583014488220215,0.0,-0.869838535785675,0.6404132843017578,1,1
ok,ok (110),Cam_0,./dataset/multiview_blender/ok/ok (110)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.35254186391830444,1.985694408416748,0.5416459441184998,0.6566786766052246,1,1
ok,ok (110),Cam_2,./dataset/multiview_blender/ok/ok (110)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.8287526965141296,2.9024651050567627,0.48258477449417114,0.9572634100914001,1,1
ok,ok (110),Cam_4,./dataset/multiview_blender/ok/ok (110)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.016531944274902,3.1194915771484375,-0.5063877105712891,1.824061632156372,1,1
ok,ok (110),Cam_5,./dataset/multiview_blender/ok/ok (110)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.8401145935058594,0.33690327405929565,-0.8083148002624512,0.729363203048706,1,1
ok,ok (111),Cam_0,./dataset/multiview_blender/ok/ok (111)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.49186474084854126,1.9041271209716797,0.5028333067893982,0.6867411136627197,1,1
ok,ok (111),Cam_2,./dataset/multiview_blender/ok/ok (111)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.9775866270065308,2.7021944522857666,0.40447020530700684,0.9512363076210022,1,1
ok,ok (111),Cam_4,./dataset/multiview_blender/ok/ok (111)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.085947513580322,2.347780704498291,-0.7157810926437378,1.7014870643615723,1,1
ok,ok (111),Cam_5,./dataset/multiview_blender/ok/ok (111)/Cam_5.npy,1,0,0,0.0,0.9999959468841553,-2.61946702003479,0.2416282743215561,-0.823157787322998,0.6952625513076782,1,1
ok,ok (113),Cam_0,./dataset/multiview_blender/ok/ok (113)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.36302465200424194,2.009631872177124,0.5539043545722961,0.6725068092346191,1,1
ok,ok (113),Cam_2,./dataset/multiview_blender/ok/ok (113)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.8173204660415649,3.0156257152557373,0.5135800242424011,0.985667884349823,1,1
ok,ok (113),Cam_4,./dataset/multiview_blender/ok/ok (113)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.287330150604248,3.1994311809539795,-0.48235049843788147,1.8088361024856567,1,1
ok,ok (113),Cam_5,./dataset/multiview_blender/ok/ok (113)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.9538490772247314,0.30632472038269043,-0.8230534791946411,0.7654061317443848,1,1
ok,ok (115),Cam_0,./dataset/multiview_blender/ok/ok (115)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.4654463529586792,1.9013240337371826,0.500394344329834,0.669456958770752,1,1
ok,ok (115),Cam_2,./dataset/multiview_blender/ok/ok (115)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.94194096326828,2.7083849906921387,0.41215890645980835,0.938223659992218,1,1
ok,ok (115),Cam_4,./dataset/multiview_blender/ok/ok (115)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.080687046051025,2.4910621643066406,-0.6461743712425232,1.7155977487564087,1,1
ok,ok (115),Cam_5,./dataset/multiview_blender/ok/ok (115)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.6212568283081055,0.27213311195373535,-0.8032336235046387,0.6930487751960754,1,1
ok,ok (116),Cam_0,./dataset/multiview_blender/ok/ok (116)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.16805970668792725,1.9530795812606812,0.5606656670570374,0.6326805949211121,1,1
ok,ok (116),Cam_2,./dataset/multiview_blender/ok/ok (116)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.5409891605377197,2.8428685665130615,0.512793779373169,0.9079335927963257,1,1
ok,ok (116),Cam_4,./dataset/multiview_blender/ok/ok (116)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.3090875148773193,3.3790431022644043,-0.38172727823257446,1.633952260017395,1,1
ok,ok (116),Cam_5,./dataset/multiview_blender/ok/ok (116)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.767298698425293,0.20965227484703064,-0.7511408925056458,0.6922482848167419,1,1
ok,ok (117),Cam_0,./dataset/multiview_blender/ok/ok (117)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.02492825873196125,2.1579930782318115,0.6221100687980652,0.6483474373817444,1,1
ok,ok (117),Cam_2,./dataset/multiview_blender/ok/ok (117)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.47078439593315125,3.2409939765930176,0.5999681353569031,0.9563816785812378,1,1
ok,ok (117),Cam_4,./dataset/multiview_blender/ok/ok (117)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.5173091888427734,3.898922920227051,-0.26350903511047363,1.6382721662521362,1,1
ok,ok (117),Cam_5,./dataset/multiview_blender/ok/ok (117)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-3.2291853427886963,0.08392459154129028,-0.738275408744812,0.751901388168335,1,1
ok,ok (118),Cam_0,./dataset/multiview_blender/ok/ok (118)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.5379065275192261,1.9695202112197876,0.5159704089164734,0.6969389319419861,1,1
ok,ok (118),Cam_2,./dataset/multiview_blender/ok/ok (118)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-1.065676212310791,2.8263375759124756,0.42308780550956726,0.9829162955284119,1,1
ok,ok (118),Cam_4,./dataset/multiview_blender/ok/ok (118)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.3422651290893555,2.2926714420318604,-0.7237951159477234,1.7582011222839355,1,1
ok,ok (118),Cam_5,./dataset/multiview_blender/ok/ok (118)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.767198085784912,0.2593507468700409,-0.8468033671379089,0.7213220000267029,1,1
ok,ok (119),Cam_0,./dataset/multiview_blender/ok/ok (119)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.44234320521354675,1.9433597326278687,0.5223772525787354,0.6829527020454407,1,1
ok,ok (119),Cam_2,./dataset/multiview_blender/ok/ok (119)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.9193460941314697,2.8646485805511475,0.44539856910705566,0.9715338349342346,1,1
ok,ok (119),Cam_4,./dataset/multiview_blender/ok/ok (119)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.155122756958008,2.7181947231292725,-0.6361322402954102,1.7702455520629883,1,1
ok,ok (119),Cam_5,./dataset/multiview_blender/ok/ok (119)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.7771360874176025,0.22382450103759766,-0.8332781195640564,0.7205297946929932,1,1
ok,ok (12),Cam_0,./dataset/multiview_blender/ok/ok (12)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.4625955820083618,2.0621531009674072,0.4819106459617615,0.7957723736763,1,1
ok,ok (12),Cam_2,./dataset/multiview_blender/ok/ok (12)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-1.2526103258132935,2.581833600997925,0.21195529401302338,0.9801738262176514,1,1
ok,ok (12),Cam_4,./dataset/multiview_blender/ok/ok (12)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.957966327667236,2.222681760787964,-1.3000680208206177,1.762744665145874,1,1
ok,ok (12),Cam_5,./dataset/multiview_blender/ok/ok (12)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.5820095539093018,0.006455498281866312,-0.8645107746124268,0.6620802283287048,1,1
ok,ok (120),Cam_0,./dataset/multiview_blender/ok/ok (120)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.4455695152282715,2.0841336250305176,0.5560887455940247,0.7026194930076599,1,1
ok,ok (120),Cam_2,./dataset/multiview_blender/ok/ok (120)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.9381119608879089,3.1571905612945557,0.49965596199035645,1.027710199356079,1,1
ok,ok (120),Cam_4,./dataset/multiview_blender/ok/ok (120)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.578578472137451,3.046541213989258,-0.6203068494796753,1.8240602016448975,1,1
ok,ok (120),Cam_5,./dataset/multiview_blender/ok/ok (120)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-3.1240031719207764,0.24197162687778473,-0.8682497143745422,0.7838479280471802,1,1
ok,ok (121),Cam_0,./dataset/multiview_blender/ok/ok (121)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.5745344758033752,2.0214643478393555,0.5176631808280945,0.7134292125701904,1,1
ok,ok (121),Cam_2,./dataset/multiview_blender/ok/ok (121)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-1.073182463645935,3.0472426414489746,0.4504242539405823,1.0378260612487793,1,1
ok,ok (121),Cam_4,./dataset/multiview_blender/ok/ok (121)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-5.182096481323242,2.461055278778076,-0.7101161479949951,1.8185646533966064,1,1
ok,ok (121),Cam_5,./dataset/multiview_blender/ok/ok (121)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.9897139072418213,0.17330536246299744,-0.8804217576980591,0.7522149085998535,1,1
ok,ok (123),Cam_0,./dataset/multiview_blender/ok/ok (123)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-1.0616168975830078,2.0238895416259766,0.39768651127815247,0.8897309303283691,1,1
ok,ok (123),Cam_2,./dataset/multiview_blender/ok/ok (123)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-1.7966521978378296,2.3162105083465576,0.1567981094121933,1.1522566080093384,1,1
ok,ok (123),Cam_4,./dataset/multiview_blender/ok/ok (123)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-6.706754684448242,1.6906813383102417,-1.6249974966049194,2.0880417823791504,1,1
ok,ok (123),Cam_5,./dataset/multiview_blender/ok/ok (123)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.4253556728363037,0.03950461372733116,-1.0254865884780884,0.7256150841712952,1,1
ok,ok (124),Cam_0,./dataset/multiview_blender/ok/ok (124)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.17564070224761963,2.49532151222229,0.7277851104736328,0.8404902219772339,1,1
ok,ok (124),Cam_2,./dataset/multiview_blender/ok/ok (124)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.6655763983726501,3.762526750564575,0.688096821308136,1.242835521697998,1,1
ok,ok (124),Cam_4,./dataset/multiview_blender/ok/ok (124)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.325193881988525,4.92154598236084,-0.8297541737556458,2.1243484020233154,1,1
ok,ok (124),Cam_5,./dataset/multiview_blender/ok/ok (124)/Cam_5.npy,1,0,0,0.0,0.9999959468841553,-3.7165708541870117,0.09481127560138702,-0.9759053587913513,1.015687108039856,1,1
ok,ok (125),Cam_0,./dataset/multiview_blender/ok/ok (125)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.28249651193618774,2.070545196533203,0.5654996037483215,0.7432870268821716,1,1
ok,ok (125),Cam_2,./dataset/multiview_blender/ok/ok (125)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-1.033197283744812,3.2047338485717773,0.5036510229110718,1.1072852611541748,1,1
ok,ok (125),Cam_4,./dataset/multiview_blender/ok/ok (125)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-6.323725700378418,3.9436771869659424,-0.7348505854606628,2.2932567596435547,1,1
ok,ok (125),Cam_5,./dataset/multiview_blender/ok/ok (125)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-3.156668186187744,0.17122766375541687,-0.9602338075637817,0.8248909711837769,1,1
ok,ok (126),Cam_0,./dataset/multiview_blender/ok/ok (126)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.10961245000362396,2.0549848079681396,0.5632156133651733,0.7064371705055237,1,1
ok,ok (126),Cam_2,./dataset/multiview_blender/ok/ok (126)/Cam_2.npy,1,0,0,0.0,0.9999960064888,-0.8621394038200378,3.117779016494751,0.5119528770446777,1.0348660945892334,1,1
ok,ok (126),Cam_4,./dataset/multiview_blender/ok/ok (126)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-5.542501926422119,3.4161996841430664,-0.5841860771179199,1.9653494358062744,1,1
ok,ok (126),Cam_5,./dataset/multiview_blender/ok/ok (126)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-3.0364999771118164,0.16069725155830383,-0.8565545082092285,0.7695330381393433,1,1
ok,ok (127),Cam_0,./dataset/multiview_blender/ok/ok (127)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.1302190124988556,2.018378973007202,0.584348738193512,0.6782966256141663,1,1
ok,ok (127),Cam_2,./dataset/multiview_blender/ok/ok (127)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.6642847657203674,3.1037518978118896,0.523143470287323,0.9680121541023254,1,1
ok,ok (127),Cam_4,./dataset/multiview_blender/ok/ok (127)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.4794392585754395,2.9665935039520264,-0.494384229183197,1.6858785152435303,1,1
ok,ok (127),Cam_5,./dataset/multiview_blender/ok/ok (127)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-3.042048692703247,0.11537706106901169,-0.7817370891571045,0.7369847297668457,1,1
ok,ok (128),Cam_0,./dataset/multiview_blender/ok/ok (128)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.15334878861904144,2.066619396209717,0.5924739837646484,0.677848219871521,1,1
ok,ok (128),Cam_2,./dataset/multiview_blender/ok/ok (128)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.6761876940727234,3.048541307449341,0.5285102725028992,0.9510229825973511,1,1
ok,ok (128),Cam_4,./dataset/multiview_blender/ok/ok (128)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.085497856140137,2.9623219966888428,-0.4730372130870819,1.6166859865188599,1,1
ok,ok (128),Cam_5,./dataset/multiview_blender/ok/ok (128)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.981794834136963,0.14257150888442993,-0.7492057681083679,0.7525085210800171,1,1
ok,ok (129),Cam_0,./dataset/multiview_blender/ok/ok (129)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.19098329544067383,2.032012939453125,0.5934138298034668,0.6549334526062012,1,1
ok,ok (129),Cam_2,./dataset/multiview_blender/ok/ok (129)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.6004972457885742,2.7647597789764404,0.48690086603164673,0.8678958415985107,1,1
ok,ok (129),Cam_4,./dataset/multiview_blender/ok/ok (129)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.4284846782684326,2.9210216999053955,-0.48255839943885803,1.5235332250595093,1,1
ok,ok (129),Cam_5,./dataset/multiview_blender/ok/ok (129)/Cam_5.npy,1,0,0,0.0,0.9999959468841553,-2.7394838333129883,0.10328039526939392,-0.6838992238044739,0.710895299911499,1,1
ok,ok (13),Cam_0,./dataset/multiview_blender/ok/ok (13)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.4340241849422455,2.099886655807495,0.48897039890289307,0.810499906539917,1,1
ok,ok (13),Cam_2,./dataset/multiview_blender/ok/ok (13)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-1.3003267049789429,2.6127402782440186,0.22279392182826996,0.9986476898193359,1,1
ok,ok (13),Cam_4,./dataset/multiview_blender/ok/ok (13)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-4.951194763183594,2.320188522338867,-1.3029296398162842,1.8411240577697754,1,1
ok,ok (13),Cam_5,./dataset/multiview_blender/ok/ok (13)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.5817711353302,0.047783490270376205,-0.8762096166610718,0.6782054901123047,1,1
ok,ok (130),Cam_0,./dataset/multiview_blender/ok/ok (130)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.11291825771331787,1.9597187042236328,0.594359278678894,0.6261197924613953,1,1
ok,ok (130),Cam_2,./dataset/multiview_blender/ok/ok (130)/Cam_2.npy,1,0,0,0.0,0.9999958872795105,-0.5293822884559631,2.7347004413604736,0.5006203651428223,0.8526391983032227,1,1
ok,ok (130),Cam_4,./dataset/multiview_blender/ok/ok (130)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.391069173812866,3.7653608322143555,-0.3366823196411133,1.7154240608215332,1,1
ok,ok (130),Cam_5,./dataset/multiview_blender/ok/ok (130)/Cam_5.npy,1,0,0,0.0,0.9999959468841553,-2.6912286281585693,0.10084573924541473,-0.6571707725524902,0.6963391304016113,1,1
ok,ok (131),Cam_0,./dataset/multiview_blender/ok/ok (131)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.09941854327917099,1.9351177215576172,0.5824816823005676,0.616324782371521,1,1
ok,ok (131),Cam_2,./dataset/multiview_blender/ok/ok (131)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.5376865267753601,2.573854923248291,0.48273953795433044,0.8268019556999207,1,1
ok,ok (131),Cam_4,./dataset/multiview_blender/ok/ok (131)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.399099111557007,3.8398046493530273,-0.33766719698905945,1.6909546852111816,1,1
ok,ok (131),Cam_5,./dataset/multiview_blender/ok/ok (131)/Cam_5.npy,1,0,0,0.0,0.9999960064888,-2.56286883354187,0.1331699788570404,-0.6390862464904785,0.6791046261787415,1,1
ok,ok (132),Cam_0,./dataset/multiview_blender/ok/ok (132)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.07470070570707321,1.9270505905151367,0.5752977132797241,0.6182146072387695,1,1
ok,ok (132),Cam_2,./dataset/multiview_blender/ok/ok (132)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.5696018934249878,2.662529945373535,0.48540982604026794,0.8476420640945435,1,1
ok,ok (132),Cam_4,./dataset/multiview_blender/ok/ok (132)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.292114734649658,3.828413963317871,-0.35391080379486084,1.742625117301941,1,1
ok,ok (132),Cam_5,./dataset/multiview_blender/ok/ok (132)/Cam_5.npy,1,0,0,0.0,0.9999959468841553,-2.612978935241699,0.18412013351917267,-0.6723884344100952,0.6817842125892639,1,1
ok,ok (133),Cam_0,./dataset/multiview_blender/ok/ok (133)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.07961300015449524,1.9056323766708374,0.5639432072639465,0.6061941981315613,1,1
ok,ok (133),Cam_2,./dataset/multiview_blender/ok/ok (133)/Cam_2.npy,1,0,0,0.0,0.9999959468841553,-0.6129705905914307,2.5687365531921387,0.47145286202430725,0.8362520933151245,1,1
ok,ok (133),Cam_4,./dataset/multiview_blender/ok/ok (133)/Cam_4.npy,1,0,0,0.0,0.9999900460243225,-3.3124759197235107,3.7228851318359375,-0.3644711971282959,1.7384686470031738,1,1
ok,ok (133),Cam_5,./dataset/multiview_blender/ok/ok (133)/Cam_5.npy,1,0,0,0.0,0.9999958872795105,-2.5324008464813232,0.2525489032268524,-0.6728047132492065,0.668703019618988,1,1
ok,ok (134),Cam_0,./dataset/multiview_blender/ok/ok (134)/Cam_0.npy,1,0,0,0.0,0.9999962449073792,-0.07256678491830826,1.9175937175750732,0.5673757195472717,0.6061081290245056,1,1
