dataset,action,path,shape_ok,has_nan,has_inf,wrist_norm,mid_scale,global_min,global_max,mean,std,palm_sign_z,wrist_ok,mid_scale_ok
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6623.npy,1,0,0,0.0,0.999994695186615,-1.2341713905334473,2.3751461505889893,0.3485759496688843,0.8332644104957581,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6624.npy,1,0,0,0.0,0.9999958276748657,-1.2527016401290894,2.1065146923065186,0.30715182423591614,0.7806026339530945,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6712.npy,1,0,0,0.0,0.9999960064888,-0.9012007117271423,2.303156614303589,0.3558921217918396,0.7803676724433899,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6714.npy,1,0,0,0.0,0.9999957084655762,-0.8632357716560364,2.4345438480377197,0.36397799849510193,0.818934977054596,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6738.npy,1,0,0,0.0,0.9999948143959045,-0.2768685519695282,2.0621285438537598,0.5030962228775024,0.5480993390083313,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6803.npy,1,0,0,0.0,0.9999938607215881,-0.8299157619476318,2.2358200550079346,0.42463746666908264,0.8000805377960205,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6805.npy,1,0,0,0.0,0.9999948740005493,-1.0819584131240845,2.1514663696289062,0.3472121059894562,0.7623417377471924,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6834.npy,1,0,0,0.0,0.9999949932098389,-0.3030646741390228,2.003021717071533,0.4557439982891083,0.5625365972518921,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6835.npy,1,0,0,0.0,0.999995231628418,-1.0216680765151978,1.9149069786071777,0.3026891052722931,0.6845443844795227,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6937.npy,1,0,0,0.0,0.9999959468841553,-1.107163667678833,2.1961801052093506,0.2934497892856598,0.7878692746162415,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6938.npy,1,0,0,0.0,0.999995231628418,-0.44642412662506104,2.294387102127075,0.44390082359313965,0.7224486470222473,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6967.npy,1,0,0,0.0,0.999995768070221,-0.9181599020957947,2.1934990882873535,0.34108680486679077,0.7605055570602417,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6968.npy,1,0,0,0.0,0.9999958276748657,-0.8314862251281738,2.075009822845459,0.3298095464706421,0.6984697580337524,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6969.npy,1,0,0,0.0,0.9999944567680359,-0.9428747892379761,2.4007043838500977,0.31158995628356934,0.9453063011169434,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_6970.npy,1,0,0,0.0,0.9999949932098389,-1.1687370538711548,2.1799392700195312,0.3517533838748932,0.7840830683708191,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7001.npy,1,0,0,0.0,0.9999962449073792,-0.6703170537948608,2.101566791534424,0.2839791774749756,0.7028520107269287,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7036.npy,1,0,0,0.0,0.9999963045120239,-0.40948453545570374,2.3628602027893066,0.46625563502311707,0.6952509880065918,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7037.npy,1,0,0,0.0,0.9999967813491821,-0.4208027720451355,2.2263665199279785,0.4784533679485321,0.682395875453949,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7038.npy,1,0,0,0.0,0.9999967217445374,-0.44394436478614807,2.290916681289673,0.49179303646087646,0.7009727358818054,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7070.npy,1,0,0,0.0,0.9999953508377075,-0.42640820145606995,2.2133188247680664,0.5432827472686768,0.67471843957901,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7072.npy,1,0,0,0.0,0.999995768070221,-0.5900266170501709,1.9864954948425293,0.42450377345085144,0.5520706176757812,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7073.npy,1,0,0,0.0,0.9999957084655762,-0.34346845746040344,1.9627054929733276,0.4468303918838501,0.5751181840896606,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7227.npy,1,0,0,0.0,0.999995231628418,-0.46935412287712097,1.9545924663543701,0.34844258427619934,0.6218836903572083,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7228.npy,1,0,0,0.0,0.999994695186615,-1.0565359592437744,2.4544568061828613,0.4206581115722656,0.8378680944442749,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7258.npy,1,0,0,0.0,0.9999958276748657,-0.9330059289932251,2.415823459625244,0.36552920937538147,0.830551028251648,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7259.npy,1,0,0,0.0,0.9999953508377075,-0.6145893335342407,2.351461410522461,0.39415884017944336,0.6932503581047058,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7260.npy,1,0,0,0.0,0.9999955892562866,-0.5530017614364624,2.6168429851531982,0.4305332601070404,0.845053493976593,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7288.npy,1,0,0,0.0,0.9999952912330627,-0.5767852067947388,2.280195713043213,0.40856221318244934,0.7410317063331604,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7290.npy,1,0,0,0.0,0.9999956488609314,-0.7107052803039551,2.0954301357269287,0.33326801657676697,0.6653507351875305,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7291.npy,1,0,0,0.0,0.9999959468841553,-0.6887093186378479,2.0866379737854004,0.3445723056793213,0.6745397448539734,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7322.npy,1,0,0,0.0,0.9999961853027344,-1.2349319458007812,2.191293478012085,0.29480335116386414,0.796424388885498,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7323.npy,1,0,0,0.0,0.999996542930603,-0.6010517477989197,1.9646239280700684,0.30672940611839294,0.6789512634277344,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7351.npy,1,0,0,0.0,0.9999963641166687,-0.8244608044624329,2.1025118827819824,0.272041916847229,0.7739319801330566,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7352.npy,1,0,0,0.0,0.9999958872795105,-0.6260107159614563,2.0977752208709717,0.34524279832839966,0.6760973334312439,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7354.npy,1,0,0,0.0,0.9999951720237732,-0.6187598705291748,2.3810033798217773,0.5019237995147705,0.7211228013038635,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7355.npy,1,0,0,0.0,0.9999955296516418,-0.5669661164283752,2.464370012283325,0.531678318977356,0.8322979211807251,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7391.npy,1,0,0,0.0,0.9999957084655762,-0.9340459108352661,2.017086982727051,0.3067658543586731,0.6674677729606628,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7394.npy,1,0,0,0.0,0.9999956488609314,-0.9286261200904846,2.2502670288085938,0.3633078336715698,0.7410331964492798,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7416.npy,1,0,0,0.0,0.9999942779541016,-0.28556424379348755,2.6662886142730713,0.5909997224807739,0.7759957313537598,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7418.npy,1,0,0,0.0,0.9999955892562866,-0.3639028072357178,2.1161141395568848,0.4428069293498993,0.6056505441665649,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7448.npy,1,0,0,0.0,0.9999943971633911,-0.941158652305603,2.439864158630371,0.36463117599487305,0.8191768527030945,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7484.npy,1,0,0,0.0,0.9999955296516418,-0.20731833577156067,1.9923449754714966,0.4392325282096863,0.5480560064315796,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7529.npy,1,0,0,0.0,0.9999960660934448,-0.43042486906051636,2.3367793560028076,0.4839901328086853,0.6694158315658569,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7550.npy,1,0,0,0.0,0.9999963045120239,-1.097744107246399,2.2396352291107178,0.3367820382118225,0.7691057324409485,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7581.npy,1,0,0,0.0,0.9999963641166687,-0.6663894653320312,2.27008318901062,0.5342501997947693,0.6901025772094727,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7582.npy,1,0,0,0.0,0.9999963045120239,-0.9261976480484009,2.2660651206970215,0.3399292826652527,0.7633975148200989,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7583.npy,1,0,0,0.0,0.9999962449073792,-0.813271701335907,2.1991426944732666,0.358986496925354,0.707459568977356,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7584.npy,1,0,0,0.0,0.9999963045120239,-0.8947389125823975,2.279183864593506,0.34555545449256897,0.7792384624481201,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7585.npy,1,0,0,0.0,0.9999958276748657,-0.6913032531738281,2.314574718475342,0.37901771068573,0.8046876788139343,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7613.npy,1,0,0,0.0,0.9999957084655762,-0.6933446526527405,2.210205078125,0.35955536365509033,0.7089509963989258,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7614.npy,1,0,0,0.0,0.9999950528144836,-0.8090237379074097,2.206068992614746,0.22959977388381958,0.68229740858078,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7616.npy,1,0,0,0.0,0.999995768070221,-0.7416609525680542,2.220712900161743,0.34045010805130005,0.7233947515487671,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7617.npy,1,0,0,0.0,0.9999950528144836,-0.6517606973648071,2.4981815814971924,0.3720819354057312,0.8285191059112549,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7618.npy,1,0,0,0.0,0.9999954104423523,-0.770675003528595,2.5308189392089844,0.41274890303611755,0.8257770538330078,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7655.npy,1,0,0,0.0,0.9999955892562866,-0.77953040599823,2.1793930530548096,0.322866827249527,0.7110239267349243,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7656.npy,1,0,0,0.0,0.9999962449073792,-0.6853817105293274,2.077509880065918,0.34718507528305054,0.6713863015174866,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7657.npy,1,0,0,0.0,0.9999949932098389,-0.9395127892494202,1.8744401931762695,0.3604292869567871,0.6742681264877319,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7660.npy,1,0,0,0.0,0.9999963045120239,-0.46801257133483887,1.9060295820236206,0.3313402831554413,0.6732242703437805,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7690.npy,1,0,0,0.0,0.9999954700469971,-0.45946842432022095,2.1510114669799805,0.41724202036857605,0.6545136570930481,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7691.npy,1,0,0,0.0,0.9999952912330627,-0.40939679741859436,1.930145263671875,0.44141367077827454,0.5900319814682007,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7693.npy,1,0,0,0.0,0.9999939799308777,-0.32263118028640747,2.5428779125213623,0.4547278881072998,0.8489634394645691,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7722.npy,1,0,0,0.0,0.9999949932098389,-0.33697906136512756,2.320115566253662,0.5417376756668091,0.6577848196029663,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7723.npy,1,0,0,0.0,0.999995231628418,-0.40938863158226013,2.4315836429595947,0.5189872980117798,0.7050052881240845,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7753.npy,1,0,0,0.0,0.9999961256980896,-0.92384934425354,2.002376079559326,0.3340230882167816,0.7584920525550842,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7756.npy,1,0,0,0.0,0.9999958276748657,-0.965223491191864,1.9255080223083496,0.33015933632850647,0.7226446866989136,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7782.npy,1,0,0,0.0,0.9999951720237732,-0.3146127164363861,2.283808469772339,0.5673983693122864,0.6581153273582458,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7783.npy,1,0,0,0.0,0.999994695186615,-0.9457656145095825,2.20112943649292,0.3192494809627533,0.7563961148262024,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7786.npy,1,0,0,0.0,0.9999950528144836,-1.1082727909088135,2.077056646347046,0.2739374041557312,0.769223690032959,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7854.npy,1,0,0,0.0,0.9999959468841553,-0.6582575440406799,2.230736017227173,0.323259174823761,0.7249249219894409,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7887.npy,1,0,0,0.0,0.9999963045120239,-0.8337612748146057,2.07672119140625,0.3051163852214813,0.7613130211830139,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7888.npy,1,0,0,0.0,0.9999954700469971,-1.1438716650009155,2.3352699279785156,0.3712364137172699,0.9060564041137695,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7890.npy,1,0,0,0.0,0.9999961256980896,-0.5147696137428284,2.0229594707489014,0.3432444930076599,0.6553561091423035,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7891.npy,1,0,0,0.0,0.9999963045120239,-0.6837839484214783,2.06669282913208,0.32690247893333435,0.6668757796287537,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7922.npy,1,0,0,0.0,0.9999958872795105,-0.8742893934249878,1.8410333395004272,0.35511305928230286,0.6690510511398315,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7948.npy,1,0,0,0.0,0.9999959468841553,-0.6358382701873779,2.465752601623535,0.4205448031425476,0.7989752292633057,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7950.npy,1,0,0,0.0,0.999995768070221,-0.6583817601203918,2.258866548538208,0.386810302734375,0.7492842078208923,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7951.npy,1,0,0,0.0,0.9999960660934448,-0.616749107837677,2.2473597526550293,0.32836979627609253,0.7561056613922119,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_7980.npy,1,0,0,0.0,0.9999961256980896,-0.6587309837341309,2.0187599658966064,0.42576873302459717,0.6443101763725281,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8014.npy,1,0,0,0.0,0.9999958276748657,-0.46218886971473694,2.016972064971924,0.33557090163230896,0.6489124298095703,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8046.npy,1,0,0,0.0,0.9999949932098389,-0.7218073606491089,2.53336238861084,0.3545861840248108,0.7990437150001526,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8047.npy,1,0,0,0.0,0.9999960064888,-0.8501225113868713,2.082052707672119,0.3123532831668854,0.6840542554855347,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8049.npy,1,0,0,0.0,0.9999956488609314,-0.785568118095398,2.270632266998291,0.2973339855670929,0.7745062112808228,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8087.npy,1,0,0,0.0,0.9999949336051941,-1.0552977323532104,1.954790711402893,0.364516943693161,0.7789746522903442,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8088.npy,1,0,0,0.0,0.9999963641166687,-0.6817219853401184,2.43867564201355,0.3718278408050537,0.7964004874229431,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8089.npy,1,0,0,0.0,0.9999968409538269,-0.39944612979888916,2.090230941772461,0.4731043875217438,0.6466555595397949,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8091.npy,1,0,0,0.0,0.9999973177909851,-0.5362958908081055,1.939061164855957,0.37280410528182983,0.6798922419548035,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8109.npy,1,0,0,0.0,0.9999952912330627,-1.0034736394882202,2.2791635990142822,0.2912549674510956,0.7703131437301636,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8110.npy,1,0,0,0.0,0.9999950528144836,-0.4149778187274933,2.0226619243621826,0.34209704399108887,0.6658107042312622,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8177.npy,1,0,0,0.0,0.9999955296516418,-0.6243157386779785,2.0346755981445312,0.4537372291088104,0.6108537912368774,1.0,1,1
droh_3d,ok,./test/skeleton_final_v2/ok/IMG_8178.npy,1,0,0,0.0,0.9999951720237732,-0.9025672674179077,2.2435948848724365,0.3370238244533539,0.7499099969863892,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6274.npy,1,0,0,0.0,0.9999955892562866,-0.900303065776825,2.2549045085906982,0.422528475522995,0.7710320353507996,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6275.npy,1,0,0,0.0,0.9999967813491821,-0.6818843483924866,2.1144042015075684,0.44640597701072693,0.6887478232383728,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6276.npy,1,0,0,0.0,0.9999952912330627,-1.276036262512207,2.235081434249878,0.39191314578056335,0.8410834670066833,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6277.npy,1,0,0,0.0,0.9999958872795105,-1.247947335243225,2.045194625854492,0.3549775183200836,0.7746672034263611,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6279.npy,1,0,0,0.0,0.9999966025352478,-0.25211301445961,2.1328318119049072,0.41755571961402893,0.6803971529006958,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6280.npy,1,0,0,0.0,0.999997079372406,-0.4954506754875183,2.057267189025879,0.4097135365009308,0.6780149340629578,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6323.npy,1,0,0,0.0,0.9999949336051941,-1.515940546989441,2.1902029514312744,0.3891792297363281,0.8202031850814819,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6324.npy,1,0,0,0.0,0.9999950528144836,-1.1171109676361084,2.185858964920044,0.4103955030441284,0.7820730209350586,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6325.npy,1,0,0,0.0,0.9999955296516418,-1.1957653760910034,2.1541552543640137,0.3677200675010681,0.7501629590988159,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6326.npy,1,0,0,0.0,0.9999929666519165,-0.3294636905193329,2.1552059650421143,0.45343902707099915,0.6516392827033997,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6355.npy,1,0,0,0.0,0.9999955892562866,-1.385311245918274,2.0753612518310547,0.3322760760784149,0.7878047823905945,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6358.npy,1,0,0,0.0,0.9999951720237732,-0.48748183250427246,2.0754234790802,0.37782183289527893,0.7182785868644714,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6359.npy,1,0,0,0.0,0.9999955892562866,-1.1597942113876343,2.2838170528411865,0.4338795244693756,0.7556575536727905,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6391.npy,1,0,0,0.0,0.9999963641166687,-0.5290995240211487,1.9125570058822632,0.3578314781188965,0.6664461493492126,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6392.npy,1,0,0,0.0,0.9999955296516418,-1.1926846504211426,2.0999808311462402,0.42253801226615906,0.7716062068939209,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6393.npy,1,0,0,0.0,0.9999952912330627,-1.2210304737091064,1.9346883296966553,0.4070013761520386,0.7168365120887756,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6395.npy,1,0,0,0.0,0.9999963045120239,-0.7061134576797485,2.0924789905548096,0.4399772882461548,0.7028056979179382,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6427.npy,1,0,0,0.0,0.999995231628418,-1.1055934429168701,2.2069644927978516,0.41850465536117554,0.7227376699447632,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6429.npy,1,0,0,0.0,0.9999949932098389,-1.0778428316116333,2.245419502258301,0.42740821838378906,0.7439965009689331,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6430.npy,1,0,0,0.0,0.999994695186615,-0.8747402429580688,1.9000169038772583,0.34872138500213623,0.6723679900169373,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6431.npy,1,0,0,0.0,0.9999945163726807,-0.9696760177612305,2.1228652000427246,0.42169561982154846,0.7734282612800598,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6467.npy,1,0,0,0.0,0.9999959468841553,-0.8760785460472107,2.145244836807251,0.4051075577735901,0.6907009482383728,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6468.npy,1,0,0,0.0,0.9999960064888,-0.8830788135528564,1.826239824295044,0.3539024889469147,0.7236508727073669,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6469.npy,1,0,0,0.0,0.9999948143959045,-1.1683423519134521,2.244199275970459,0.45851749181747437,0.762242317199707,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6504.npy,1,0,0,0.0,0.9999954104423523,-0.6546371579170227,2.176781415939331,0.39453843235969543,0.7187216281890869,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6505.npy,1,0,0,0.0,0.9999961853027344,-0.674616277217865,2.034522294998169,0.36597371101379395,0.7012524008750916,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6508.npy,1,0,0,0.0,0.9999957084655762,-1.137391209602356,2.3257317543029785,0.41453203558921814,0.8094524145126343,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6546.npy,1,0,0,0.0,0.9999955892562866,-1.1350364685058594,2.218657970428467,0.3846978545188904,0.8062847256660461,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6547.npy,1,0,0,0.0,0.9999948143959045,-1.237680196762085,2.1855647563934326,0.3987796902656555,0.7855769991874695,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6548.npy,1,0,0,0.0,0.9999952912330627,-0.8033327460289001,2.014857769012451,0.45033901929855347,0.6649870872497559,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6549.npy,1,0,0,0.0,0.9999961853027344,-0.5022712349891663,1.9737563133239746,0.3667694926261902,0.6884384751319885,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6550.npy,1,0,0,0.0,0.9999963045120239,-0.7000178098678589,2.205944538116455,0.3854420781135559,0.7388688325881958,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6582.npy,1,0,0,0.0,0.9999963045120239,-0.8479259610176086,2.250295639038086,0.4185832738876343,0.7702992558479309,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6583.npy,1,0,0,0.0,0.9999961256980896,-0.8694822192192078,2.1630449295043945,0.4128136932849884,0.7489582896232605,1.0,1,1
droh_3d,paper,./test/skeleton_final_v2/paper/IMG_6584.npy,1,0,0,0.0,0.9999968409538269,-0.5897966027259827,1.8174383640289307,0.3349616825580597,0.6426729559898376,1.0,1,1
