action,render_pose,sample_id,split,skeleton_path,skeleton_orig_path,num_existing_cams,num_existing_skeleton_cams,rgb_cam_0_path,skeleton_cam_0_path,rgb_cam_1_path,skeleton_cam_1_path,rgb_cam_2_path,skeleton_cam_2_path,rgb_cam_3_path,skeleton_cam_3_path,rgb_cam_4_path,skeleton_cam_4_path,rgb_cam_5_path,skeleton_cam_5_path,rgb_cam_6_path,skeleton_cam_6_path,rgb_cam_7_path,skeleton_cam_7_path
ok,ok,ok_Set2_ (16),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (16).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (16).npy,8,8,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam0.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam1.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam2.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam3.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam4.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam5.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam6.npy,./renders_ok/ok_Set2_ (16)/ok_Set2_ (16)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (16)_cam7.npy
ok,ok,ok_7685,train,./dataset/skeleton_final_v2/ok/ok_7685.npy,./dataset/skeleton_final_v2/ok/ok_7685.npy,8,8,./renders_ok/ok_7685/ok_7685_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam0.npy,./renders_ok/ok_7685/ok_7685_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam1.npy,./renders_ok/ok_7685/ok_7685_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam2.npy,./renders_ok/ok_7685/ok_7685_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam3.npy,./renders_ok/ok_7685/ok_7685_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam4.npy,./renders_ok/ok_7685/ok_7685_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam5.npy,./renders_ok/ok_7685/ok_7685_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam6.npy,./renders_ok/ok_7685/ok_7685_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam7.npy
ok,ok,ok (63),train,./dataset/skeleton_final_v2/ok/ok (63).npy,./dataset/skeleton_final_v2/ok/ok (63).npy,8,8,./renders_ok/ok (63)/ok (63)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam0.npy,./renders_ok/ok (63)/ok (63)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam1.npy,./renders_ok/ok (63)/ok (63)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam2.npy,./renders_ok/ok (63)/ok (63)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam3.npy,./renders_ok/ok (63)/ok (63)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam4.npy,./renders_ok/ok (63)/ok (63)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam5.npy,./renders_ok/ok (63)/ok (63)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam6.npy,./renders_ok/ok (63)/ok (63)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok (63)_cam7.npy
ok,ok,ok_793,train,./dataset/skeleton_final_v2/ok/ok_793.npy,./dataset/skeleton_final_v2/ok/ok_793.npy,8,8,./renders_ok/ok_793/ok_793_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam0.npy,./renders_ok/ok_793/ok_793_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam1.npy,./renders_ok/ok_793/ok_793_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam2.npy,./renders_ok/ok_793/ok_793_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam3.npy,./renders_ok/ok_793/ok_793_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam4.npy,./renders_ok/ok_793/ok_793_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam5.npy,./renders_ok/ok_793/ok_793_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam6.npy,./renders_ok/ok_793/ok_793_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_793_cam7.npy
ok,ok,ok (110),train,./dataset/skeleton_final_v2/ok/ok (110).npy,./dataset/skeleton_final_v2/ok/ok (110).npy,8,8,./renders_ok/ok (110)/ok (110)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam0.npy,./renders_ok/ok (110)/ok (110)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam1.npy,./renders_ok/ok (110)/ok (110)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam2.npy,./renders_ok/ok (110)/ok (110)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam3.npy,./renders_ok/ok (110)/ok (110)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam4.npy,./renders_ok/ok (110)/ok (110)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam5.npy,./renders_ok/ok (110)/ok (110)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam6.npy,./renders_ok/ok (110)/ok (110)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok (110)_cam7.npy
ok,ok,ok_5255,train,./dataset/skeleton_final_v2/ok/ok_5255.npy,./dataset/skeleton_final_v2/ok/ok_5255.npy,8,8,./renders_ok/ok_5255/ok_5255_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam0.npy,./renders_ok/ok_5255/ok_5255_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam1.npy,./renders_ok/ok_5255/ok_5255_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam2.npy,./renders_ok/ok_5255/ok_5255_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam3.npy,./renders_ok/ok_5255/ok_5255_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam4.npy,./renders_ok/ok_5255/ok_5255_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam5.npy,./renders_ok/ok_5255/ok_5255_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam6.npy,./renders_ok/ok_5255/ok_5255_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_5255_cam7.npy
ok,ok,ok (153),train,./dataset/skeleton_final_v2/ok/ok (153).npy,./dataset/skeleton_final_v2/ok/ok (153).npy,8,8,./renders_ok/ok (153)/ok (153)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam0.npy,./renders_ok/ok (153)/ok (153)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam1.npy,./renders_ok/ok (153)/ok (153)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam2.npy,./renders_ok/ok (153)/ok (153)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam3.npy,./renders_ok/ok (153)/ok (153)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam4.npy,./renders_ok/ok (153)/ok (153)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam5.npy,./renders_ok/ok (153)/ok (153)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam6.npy,./renders_ok/ok (153)/ok (153)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok (153)_cam7.npy
ok,ok,ok_7674,train,./dataset/skeleton_final_v2/ok/ok_7674.npy,./dataset/skeleton_final_v2/ok/ok_7674.npy,8,8,./renders_ok/ok_7674/ok_7674_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam0.npy,./renders_ok/ok_7674/ok_7674_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam1.npy,./renders_ok/ok_7674/ok_7674_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam2.npy,./renders_ok/ok_7674/ok_7674_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam3.npy,./renders_ok/ok_7674/ok_7674_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam4.npy,./renders_ok/ok_7674/ok_7674_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam5.npy,./renders_ok/ok_7674/ok_7674_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam6.npy,./renders_ok/ok_7674/ok_7674_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_7674_cam7.npy
ok,ok,ok_9236,train,./dataset/skeleton_final_v2/ok/ok_9236.npy,./dataset/skeleton_final_v2/ok/ok_9236.npy,8,8,./renders_ok/ok_9236/ok_9236_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam0.npy,./renders_ok/ok_9236/ok_9236_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam1.npy,./renders_ok/ok_9236/ok_9236_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam2.npy,./renders_ok/ok_9236/ok_9236_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam3.npy,./renders_ok/ok_9236/ok_9236_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam4.npy,./renders_ok/ok_9236/ok_9236_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam5.npy,./renders_ok/ok_9236/ok_9236_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam6.npy,./renders_ok/ok_9236/ok_9236_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_9236_cam7.npy
ok,ok,ok_Set2_ (290),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (290).npy,./dataset/skeleton_final_v2/ok/ok_Set2_ (290).npy,8,8,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam0.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam1.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam2.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam3.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam4.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam5.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam6.npy,./renders_ok/ok_Set2_ (290)/ok_Set2_ (290)_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (290)_cam7.npy
ok,ok,ok_1937,train,./dataset/skeleton_final_v2/ok/ok_1937.npy,./dataset/skeleton_final_v2/ok/ok_1937.npy,8,8,./renders_ok/ok_1937/ok_1937_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam0.npy,./renders_ok/ok_1937/ok_1937_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam1.npy,./renders_ok/ok_1937/ok_1937_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam2.npy,./renders_ok/ok_1937/ok_1937_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam3.npy,./renders_ok/ok_1937/ok_1937_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam4.npy,./renders_ok/ok_1937/ok_1937_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam5.npy,./renders_ok/ok_1937/ok_1937_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam6.npy,./renders_ok/ok_1937/ok_1937_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_1937_cam7.npy
ok,ok,ok_2951,train,./dataset/skeleton_final_v2/ok/ok_2951.npy,./dataset/skeleton_final_v2/ok/ok_2951.npy,8,8,./renders_ok/ok_2951/ok_2951_cam_00.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam0.npy,./renders_ok/ok_2951/ok_2951_cam_01.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam1.npy,./renders_ok/ok_2951/ok_2951_cam_02.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam2.npy,./renders_ok/ok_2951/ok_2951_cam_03.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam3.npy,./renders_ok/ok_2951/ok_2951_cam_04.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam4.npy,./renders_ok/ok_2951/ok_2951_cam_05.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam5.npy,./renders_ok/ok_2951/ok_2951_cam_06.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam6.npy,./renders_ok/ok_2951/ok_2951_cam_07.png,./dataset/salux_multiview3d_8cam_front/ok/ok_2951_cam7.npy
