action,sample_id,split,image_path,skeleton_path,mphand_bbox_x1,mphand_bbox_y1,mphand_bbox_x2,mphand_bbox_y2
paper,paper (123),test,./data/raw/FullLabelled/paper/paper (123).jpg,./dataset/skeleton_final_v2/paper/paper (123).npy,0.06619194149971008,0.08306059241294861,0.8209246397018433,0.883206307888031
ok,ok (263),test,./data/raw/FullLabelled/ok/ok (263).jpg,./dataset/skeleton_final_v2/ok/ok (263).npy,0.067933589220047,0.12806829810142517,0.7678729295730591,0.8574237823486328
paper,paper-set2 (341),test,./data/raw/FullLabelled/paper/paper-set2 (341).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (341).npy,0.0,0.0540943443775177,0.8817742466926575,0.9571987986564636
scissors,scissors_6168,test,./data/raw/FullLabelled/scissors/scissors_6168.jpg,./dataset/skeleton_final_v2/scissors/scissors_6168.npy,0.1482471227645874,0.049316227436065674,0.8954063653945923,0.9068763256072998
scissors,scissors_5744,test,./data/raw/FullLabelled/scissors/scissors_5744.jpg,./dataset/skeleton_final_v2/scissors/scissors_5744.npy,0.09214428067207336,0.05951288342475891,0.9072113037109375,0.9426455497741699
scissors,scissors (473),test,./data/raw/FullLabelled/scissors/scissors (473).jpg,./dataset/skeleton_final_v2/scissors/scissors (473).npy,0.15538428723812103,0.12815400958061218,0.7289320826530457,0.8860892653465271
the-finger,the-finger (135),test,./data/raw/FullLabelled/the-finger/the-finger (135).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (135).npy,0.15132266283035278,0.0,0.757285475730896,0.903427243232727
paper,paper (124),test,./data/raw/FullLabelled/paper/paper (124).jpg,./dataset/skeleton_final_v2/paper/paper (124).npy,0.0,0.0944795310497284,0.7928774952888489,0.921820878982544
paper,paper-set2 (280),test,./data/raw/FullLabelled/paper/paper-set2 (280).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (280).npy,0.06134554743766785,0.0838233232498169,0.7996256351470947,0.9067742824554443
the-finger,the-finger_2250,test,./data/raw/FullLabelled/the-finger/the-finger_2250.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_2250.npy,0.25226953625679016,0.07686278223991394,0.8908981084823608,0.8498878479003906
ok,ok_Set2_ (38),test,./data/raw/FullLabelled/ok/ok_Set2_ (38).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (38).npy,0.1183432936668396,0.13087749481201172,0.7454777956008911,0.8603441119194031
ok,ok_2009,test,./data/raw/FullLabelled/ok/ok_2009.jpg,./dataset/skeleton_final_v2/ok/ok_2009.npy,0.17901402711868286,0.0,0.938605010509491,0.8380054235458374
paper,paper-set2 (23),test,./data/raw/FullLabelled/paper/paper-set2 (23).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (23).npy,0.08762064576148987,0.0969371497631073,0.8184528350830078,0.901089608669281
ok,ok_Set2_ (264),test,./data/raw/FullLabelled/ok/ok_Set2_ (264).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (264).npy,0.15390393137931824,0.09806719422340393,0.5889118313789368,0.8623976707458496
scissors,scissors_6553,test,./data/raw/FullLabelled/scissors/scissors_6553.jpg,./dataset/skeleton_final_v2/scissors/scissors_6553.npy,0.08762797713279724,0.08281499147415161,0.8944509625434875,0.893055260181427
ok,ok (267),test,./data/raw/FullLabelled/ok/ok (267).jpg,./dataset/skeleton_final_v2/ok/ok (267).npy,0.086557537317276,0.09829828143119812,0.8362512588500977,0.7626158595085144
scissors,scissors_422,test,./data/raw/FullLabelled/scissors/scissors_422.jpg,./dataset/skeleton_final_v2/scissors/scissors_422.npy,0.2311219573020935,0.06381019949913025,0.8183197379112244,0.8325027823448181
paper,paper_5712,test,./data/raw/FullLabelled/paper/paper_5712.jpg,./dataset/skeleton_final_v2/paper/paper_5712.npy,0.059720903635025024,0.07374271750450134,0.9230141639709473,0.9620436429977417
paper,paper-set2 (318),test,./data/raw/FullLabelled/paper/paper-set2 (318).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (318).npy,0.0,0.04336616396903992,0.8745371103286743,1.0
scissors,scissors-set2 (149),test,./data/raw/FullLabelled/scissors/scissors-set2 (149).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (149).npy,0.19603921473026276,0.1109539270401001,0.7937899827957153,0.8722554445266724
the-finger,the-finger-set2 (92),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (92).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (92).npy,0.16898375749588013,0.0962224006652832,0.8011605739593506,0.979274332523346
ok,ok_Set2_ (158),test,./data/raw/FullLabelled/ok/ok_Set2_ (158).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (158).npy,0.13220468163490295,0.08903965353965759,0.7502423524856567,0.8016629219055176
ok,ok_81,test,./data/raw/FullLabelled/ok/ok_81.jpg,./dataset/skeleton_final_v2/ok/ok_81.npy,0.14496740698814392,0.13125115633010864,0.9161704778671265,0.7686882019042969
paper,paper-set2 (389),test,./data/raw/FullLabelled/paper/paper-set2 (389).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (389).npy,0.053577274084091187,0.08029535412788391,0.8397759199142456,0.8981467485427856
scissors,scissors (392),test,./data/raw/FullLabelled/scissors/scissors (392).jpg,./dataset/skeleton_final_v2/scissors/scissors (392).npy,0.12250733375549316,0.12104398012161255,0.8143234252929688,0.8697988986968994
ok,ok_1145,test,./data/raw/FullLabelled/ok/ok_1145.jpg,./dataset/skeleton_final_v2/ok/ok_1145.npy,0.1582871377468109,0.10194131731987,0.9493828415870667,0.8629326820373535
ok,ok_Set2_ (261),test,./data/raw/FullLabelled/ok/ok_Set2_ (261).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (261).npy,0.06495422124862671,0.11810949444770813,0.7577048540115356,0.8362548351287842
paper,paper-set2 (253),test,./data/raw/FullLabelled/paper/paper-set2 (253).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (253).npy,0.03620448708534241,0.05210667848587036,0.7982134819030762,0.8966608047485352
ok,ok_Set2_ (281),test,./data/raw/FullLabelled/ok/ok_Set2_ (281).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (281).npy,0.14918965101242065,0.12781396508216858,0.794357419013977,0.8695595860481262
scissors,scissors-set2 (602),test,./data/raw/FullLabelled/scissors/scissors-set2 (602).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (602).npy,0.14650292694568634,0.07904323935508728,0.7100579738616943,0.8925279974937439
the-finger,the-finger_6299,test,./data/raw/FullLabelled/the-finger/the-finger_6299.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6299.npy,0.10887780785560608,0.07738375663757324,0.9058526754379272,0.9170295596122742
scissors,scissors-set2 (334),test,./data/raw/FullLabelled/scissors/scissors-set2 (334).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (334).npy,0.10539203882217407,0.07383647561073303,0.6458718180656433,0.8945547342300415
paper,paper-set2 (463),test,./data/raw/FullLabelled/paper/paper-set2 (463).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (463).npy,0.0,0.10076940059661865,0.8624236583709717,0.8938583135604858
scissors,scissors_2678,test,./data/raw/FullLabelled/scissors/scissors_2678.jpg,./dataset/skeleton_final_v2/scissors/scissors_2678.npy,0.13182249665260315,0.06840246915817261,0.9123554229736328,0.9373156428337097
scissors,scissors_7970,test,./data/raw/FullLabelled/scissors/scissors_7970.jpg,./dataset/skeleton_final_v2/scissors/scissors_7970.npy,0.22499871253967285,0.11897432804107666,0.8592798113822937,0.8562594056129456
scissors,scissors-set2 (660),test,./data/raw/FullLabelled/scissors/scissors-set2 (660).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (660).npy,0.1470051109790802,0.06881847977638245,0.8314571380615234,0.9047418236732483
the-finger,the-finger-set2 (2),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (2).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (2).npy,0.4635695219039917,0.4268709123134613,0.6684869527816772,0.9162244200706482
paper,paper_368,test,./data/raw/FullLabelled/paper/paper_368.jpg,./dataset/skeleton_final_v2/paper/paper_368.npy,0.12373310327529907,0.08115294575691223,0.9141936302185059,0.8661777377128601
ok,ok_1974,test,./data/raw/FullLabelled/ok/ok_1974.jpg,./dataset/skeleton_final_v2/ok/ok_1974.npy,0.42279139161109924,0.3423829972743988,0.7436423301696777,0.7775098085403442
ok,ok_Set2_ (380),test,./data/raw/FullLabelled/ok/ok_Set2_ (380).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (380).npy,0.053492218255996704,0.09702765941619873,0.8458880186080933,0.9346505403518677
ok,ok (253),test,./data/raw/FullLabelled/ok/ok (253).jpg,./dataset/skeleton_final_v2/ok/ok (253).npy,0.15394392609596252,0.11876755952835083,0.7680460214614868,0.8289182782173157
scissors,scissors (106),test,./data/raw/FullLabelled/scissors/scissors (106).jpg,./dataset/skeleton_final_v2/scissors/scissors (106).npy,0.1360277235507965,0.1116693913936615,0.6864450573921204,0.902023434638977
scissors,scissors (70),test,./data/raw/FullLabelled/scissors/scissors (70).jpg,./dataset/skeleton_final_v2/scissors/scissors (70).npy,0.14468908309936523,0.07255753874778748,0.8614597320556641,0.9311034679412842
paper,paper_5460,test,./data/raw/FullLabelled/paper/paper_5460.jpg,./dataset/skeleton_final_v2/paper/paper_5460.npy,0.10675090551376343,0.058272331953048706,0.8118425011634827,0.9085225462913513
the-finger,the-finger_6068,test,./data/raw/FullLabelled/the-finger/the-finger_6068.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6068.npy,0.14733317494392395,0.05417221784591675,0.8649960160255432,0.9087153673171997
paper,paper_6128,test,./data/raw/FullLabelled/paper/paper_6128.jpg,./dataset/skeleton_final_v2/paper/paper_6128.npy,0.11417445540428162,0.07631909847259521,0.9167035222053528,0.9604124426841736
rock,rock_6310,test,./data/raw/FullLabelled/rock/rock_6310.jpg,./dataset/skeleton_final_v2/rock/rock_6310.npy,0.08600208163261414,0.09730474650859833,0.7427232265472412,0.6724256873130798
the-finger,the-finger_878,test,./data/raw/FullLabelled/the-finger/the-finger_878.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_878.npy,0.1590203046798706,0.08011198043823242,0.812446117401123,0.8156983852386475
scissors,scissors (432),test,./data/raw/FullLabelled/scissors/scissors (432).jpg,./dataset/skeleton_final_v2/scissors/scissors (432).npy,0.09990197420120239,0.0989176332950592,0.8035945892333984,0.8909684419631958
ok,ok_7018,test,./data/raw/FullLabelled/ok/ok_7018.jpg,./dataset/skeleton_final_v2/ok/ok_7018.npy,0.05713629722595215,0.07696425914764404,0.9275860786437988,0.9300940632820129
ok,ok_5292,test,./data/raw/FullLabelled/ok/ok_5292.jpg,./dataset/skeleton_final_v2/ok/ok_5292.npy,0.12444174289703369,0.10228532552719116,0.8857223391532898,0.9163328409194946
scissors,scissors (282),test,./data/raw/FullLabelled/scissors/scissors (282).jpg,./dataset/skeleton_final_v2/scissors/scissors (282).npy,0.19613654911518097,0.11922147870063782,0.7982589602470398,0.9125465154647827
scissors,scissors (427),test,./data/raw/FullLabelled/scissors/scissors (427).jpg,./dataset/skeleton_final_v2/scissors/scissors (427).npy,0.10990062355995178,0.07709738612174988,0.785455048084259,0.8996400237083435
scissors,scissors-set2 (364),test,./data/raw/FullLabelled/scissors/scissors-set2 (364).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (364).npy,0.1973707377910614,0.13712063431739807,0.734426736831665,0.8988323211669922
scissors,scissors-set2 (30),test,./data/raw/FullLabelled/scissors/scissors-set2 (30).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (30).npy,0.14512324333190918,0.12239006161689758,0.7497009038925171,0.8902478814125061
scissors,scissors-set2 (638),test,./data/raw/FullLabelled/scissors/scissors-set2 (638).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (638).npy,0.1953013837337494,0.10665148496627808,0.637245237827301,0.7537242770195007
paper,paper (107),test,./data/raw/FullLabelled/paper/paper (107).jpg,./dataset/skeleton_final_v2/paper/paper (107).npy,0.0010619759559631348,0.13075459003448486,0.8582607507705688,0.9224190711975098
scissors,scissors (211),test,./data/raw/FullLabelled/scissors/scissors (211).jpg,./dataset/skeleton_final_v2/scissors/scissors (211).npy,0.1661006510257721,0.10618799924850464,0.7424620389938354,0.883634090423584
paper,paper-set2 (103),test,./data/raw/FullLabelled/paper/paper-set2 (103).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (103).npy,0.05383136868476868,0.09043967723846436,0.8917884826660156,0.8994482755661011
paper,paper_24,test,./data/raw/FullLabelled/paper/paper_24.jpg,./dataset/skeleton_final_v2/paper/paper_24.npy,0.1156356930732727,0.0727304220199585,0.9474960565567017,0.9002161622047424
scissors,scissors-set2 (729),test,./data/raw/FullLabelled/scissors/scissors-set2 (729).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (729).npy,0.1011577844619751,0.07586401700973511,0.8141827583312988,0.9245439767837524
paper,paper-set2 (424),test,./data/raw/FullLabelled/paper/paper-set2 (424).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (424).npy,0.0481896698474884,0.04331386089324951,0.86257004737854,0.9010637998580933
scissors,scissors (267),test,./data/raw/FullLabelled/scissors/scissors (267).jpg,./dataset/skeleton_final_v2/scissors/scissors (267).npy,0.12431228160858154,0.09916207194328308,0.8144305944442749,0.9267300367355347
the-finger,the-finger-set2 (234),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (234).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (234).npy,0.09204179048538208,0.0684700608253479,0.7317255735397339,0.9092086553573608
scissors,scissors (324),test,./data/raw/FullLabelled/scissors/scissors (324).jpg,./dataset/skeleton_final_v2/scissors/scissors (324).npy,0.16470372676849365,0.07546138763427734,0.7813318371772766,0.934807300567627
ok,ok_1556,test,./data/raw/FullLabelled/ok/ok_1556.jpg,./dataset/skeleton_final_v2/ok/ok_1556.npy,0.24206838011741638,0.13092917203903198,0.8005092740058899,0.8608049154281616
rock,rock_3152,test,./data/raw/FullLabelled/rock/rock_3152.jpg,./dataset/skeleton_final_v2/rock/rock_3152.npy,0.3078118562698364,0.1151910200715065,0.7672025561332703,0.5549490451812744
ok,ok_Set2_ (474),test,./data/raw/FullLabelled/ok/ok_Set2_ (474).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (474).npy,0.122587651014328,0.15283384919166565,0.6849679350852966,0.862425684928894
scissors,scissors-set2 (477),test,./data/raw/FullLabelled/scissors/scissors-set2 (477).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (477).npy,0.17545673251152039,0.10493394732475281,0.7320432066917419,0.8584334254264832
paper,paper-set2 (402),test,./data/raw/FullLabelled/paper/paper-set2 (402).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (402).npy,0.07436910271644592,0.0920083224773407,0.8184064030647278,0.8730065822601318
scissors,scissors-set2 (576),test,./data/raw/FullLabelled/scissors/scissors-set2 (576).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (576).npy,0.11132058501243591,0.11278945207595825,0.8186262845993042,0.9163618087768555
ok,ok (115),test,./data/raw/FullLabelled/ok/ok (115).jpg,./dataset/skeleton_final_v2/ok/ok (115).npy,0.17915433645248413,0.09643048048019409,0.7897709608078003,0.7242030501365662
scissors,scissors_7170,test,./data/raw/FullLabelled/scissors/scissors_7170.jpg,./dataset/skeleton_final_v2/scissors/scissors_7170.npy,0.15606075525283813,0.06807154417037964,0.8867626190185547,0.966002345085144
paper,paper_3814,test,./data/raw/FullLabelled/paper/paper_3814.jpg,./dataset/skeleton_final_v2/paper/paper_3814.npy,0.10470515489578247,0.06608060002326965,0.9403574466705322,0.9294745326042175
paper,paper-set2 (454),test,./data/raw/FullLabelled/paper/paper-set2 (454).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (454).npy,0.08696657419204712,0.07097822427749634,0.765836238861084,0.9066954851150513
ok,ok_5777,test,./data/raw/FullLabelled/ok/ok_5777.jpg,./dataset/skeleton_final_v2/ok/ok_5777.npy,0.06997537612915039,0.06236159801483154,0.9353026151657104,0.8981975317001343
paper,paper-set2 (403),test,./data/raw/FullLabelled/paper/paper-set2 (403).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (403).npy,0.059798479080200195,0.09417706727981567,0.8111765384674072,0.8774889707565308
the-finger,the-finger-set2 (371),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (371).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (371).npy,0.14163491129875183,0.0,0.7869040966033936,0.9922492504119873
the-finger,the-finger_7093,test,./data/raw/FullLabelled/the-finger/the-finger_7093.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7093.npy,0.09450340270996094,0.06400743126869202,0.9184356927871704,0.994636058807373
the-finger,the-finger_6062,test,./data/raw/FullLabelled/the-finger/the-finger_6062.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6062.npy,0.16219490766525269,0.07394129037857056,0.8435227870941162,0.8996977210044861
scissors,scissors_6375,test,./data/raw/FullLabelled/scissors/scissors_6375.jpg,./dataset/skeleton_final_v2/scissors/scissors_6375.npy,0.234230637550354,0.09582474827766418,0.8870828151702881,0.8923822045326233
ok,ok (108),test,./data/raw/FullLabelled/ok/ok (108).jpg,./dataset/skeleton_final_v2/ok/ok (108).npy,0.2024286687374115,0.0950002670288086,0.7510174512863159,0.7644056677818298
the-finger,the-finger (61),test,./data/raw/FullLabelled/the-finger/the-finger (61).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (61).npy,0.08419418334960938,0.05978614091873169,0.862072765827179,0.9763599634170532
scissors,scissors-set2 (74),test,./data/raw/FullLabelled/scissors/scissors-set2 (74).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (74).npy,0.13435062766075134,0.12662073969841003,0.6697129011154175,0.8702371120452881
ok,ok_Set2_ (123),test,./data/raw/FullLabelled/ok/ok_Set2_ (123).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (123).npy,0.12573261559009552,0.27777329087257385,0.6608996391296387,0.7092110514640808
the-finger,the-finger_6871,test,./data/raw/FullLabelled/the-finger/the-finger_6871.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6871.npy,0.15423861145973206,0.038315415382385254,0.8814528584480286,0.9770858287811279
rock,rock-set2 (426),test,./data/raw/FullLabelled/rock/rock-set2 (426).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (426).npy,0.11005982756614685,0.2133186161518097,0.720131516456604,0.7542893886566162
scissors,scissors_1083,test,./data/raw/FullLabelled/scissors/scissors_1083.jpg,./dataset/skeleton_final_v2/scissors/scissors_1083.npy,0.08478862047195435,0.057102352380752563,0.8699837923049927,0.7904402017593384
paper,paper_2440,test,./data/raw/FullLabelled/paper/paper_2440.jpg,./dataset/skeleton_final_v2/paper/paper_2440.npy,0.13542619347572327,0.06427726149559021,0.9109069108963013,0.9164106249809265
the-finger,the-finger_5363,test,./data/raw/FullLabelled/the-finger/the-finger_5363.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_5363.npy,0.09740930795669556,0.09238076210021973,0.885202169418335,0.9899979829788208
scissors,scissors_6368,test,./data/raw/FullLabelled/scissors/scissors_6368.jpg,./dataset/skeleton_final_v2/scissors/scissors_6368.npy,0.14823344349861145,0.06532639265060425,0.8778026103973389,0.879096269607544
scissors,scissors_766,test,./data/raw/FullLabelled/scissors/scissors_766.jpg,./dataset/skeleton_final_v2/scissors/scissors_766.npy,0.121487557888031,0.1041077971458435,0.8473451137542725,0.804029107093811
scissors,scissors (259),test,./data/raw/FullLabelled/scissors/scissors (259).jpg,./dataset/skeleton_final_v2/scissors/scissors (259).npy,0.11667108535766602,0.10217088460922241,0.7765741348266602,0.9233789443969727
ok,ok_Set2_ (137),test,./data/raw/FullLabelled/ok/ok_Set2_ (137).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (137).npy,0.21984604001045227,0.11799722909927368,0.8117619156837463,0.7980760931968689
paper,paper_5720,test,./data/raw/FullLabelled/paper/paper_5720.jpg,./dataset/skeleton_final_v2/paper/paper_5720.npy,0.05269381403923035,0.09610363841056824,0.9310760498046875,0.9832268357276917
scissors,scissors-set2 (634),test,./data/raw/FullLabelled/scissors/scissors-set2 (634).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (634).npy,0.13736242055892944,0.13367420434951782,0.750462532043457,0.8736277222633362
ok,ok (223),test,./data/raw/FullLabelled/ok/ok (223).jpg,./dataset/skeleton_final_v2/ok/ok (223).npy,0.04744449257850647,0.10298213362693787,0.8104202747344971,0.8905659914016724
rock,rock_5409,test,./data/raw/FullLabelled/rock/rock_5409.jpg,./dataset/skeleton_final_v2/rock/rock_5409.npy,0.7289180755615234,0.2945067882537842,0.9092097282409668,0.6485458612442017
ok,ok_8036,test,./data/raw/FullLabelled/ok/ok_8036.jpg,./dataset/skeleton_final_v2/ok/ok_8036.npy,0.1510515809059143,0.11401090025901794,0.8861234188079834,0.8801407814025879
paper,paper-set2 (364),test,./data/raw/FullLabelled/paper/paper-set2 (364).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (364).npy,0.04578739404678345,0.0546383261680603,0.8277314305305481,0.9023244380950928
scissors,scissors_6145,test,./data/raw/FullLabelled/scissors/scissors_6145.jpg,./dataset/skeleton_final_v2/scissors/scissors_6145.npy,0.14666080474853516,0.08580207824707031,0.897820234298706,0.9102510213851929
scissors,scissors-set2 (373),test,./data/raw/FullLabelled/scissors/scissors-set2 (373).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (373).npy,0.052604883909225464,0.0012394189834594727,0.7994489669799805,0.9226333498954773
paper,paper_5908,test,./data/raw/FullLabelled/paper/paper_5908.jpg,./dataset/skeleton_final_v2/paper/paper_5908.npy,0.06044548749923706,0.06865662336349487,0.9732600450515747,0.9627119302749634
rock,rock-set2 (24),test,./data/raw/FullLabelled/rock/rock-set2 (24).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (24).npy,0.15192165970802307,0.1518443524837494,1.0,0.7525747418403625
ok,ok_6388,test,./data/raw/FullLabelled/ok/ok_6388.jpg,./dataset/skeleton_final_v2/ok/ok_6388.npy,0.09512174129486084,0.06214797496795654,0.9207503795623779,0.8874590396881104
ok,ok_6993,test,./data/raw/FullLabelled/ok/ok_6993.jpg,./dataset/skeleton_final_v2/ok/ok_6993.npy,0.030221372842788696,0.06467032432556152,0.9505484104156494,0.9675345420837402
ok,ok_Set2_ (497),test,./data/raw/FullLabelled/ok/ok_Set2_ (497).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (497).npy,0.07962784171104431,0.12182232737541199,0.6963517665863037,0.9495659470558167
scissors,scissors-set2 (255),test,./data/raw/FullLabelled/scissors/scissors-set2 (255).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (255).npy,0.12720346450805664,0.12766501307487488,0.7769715785980225,0.8894304037094116
scissors,scissors-set2 (493),test,./data/raw/FullLabelled/scissors/scissors-set2 (493).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (493).npy,0.17385350167751312,0.13537564873695374,0.7744718790054321,0.896288275718689
scissors,scissors-set2 (66),test,./data/raw/FullLabelled/scissors/scissors-set2 (66).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (66).npy,0.15663543343544006,0.12820765376091003,0.6702671647071838,0.8863469362258911
scissors,scissors-set2 (693),test,./data/raw/FullLabelled/scissors/scissors-set2 (693).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (693).npy,0.14941617846488953,0.10126253962516785,0.7940235137939453,0.9331384897232056
ok,ok_1945,test,./data/raw/FullLabelled/ok/ok_1945.jpg,./dataset/skeleton_final_v2/ok/ok_1945.npy,0.1291395127773285,0.07973727583885193,0.6904456615447998,0.8358373641967773
ok,ok (74),test,./data/raw/FullLabelled/ok/ok (74).jpg,./dataset/skeleton_final_v2/ok/ok (74).npy,0.11857518553733826,0.08728700876235962,0.7950823307037354,0.8942151069641113
paper,paper_9158,test,./data/raw/FullLabelled/paper/paper_9158.jpg,./dataset/skeleton_final_v2/paper/paper_9158.npy,0.13980713486671448,0.10114511847496033,0.7138104438781738,0.9004532098770142
paper,paper-set2 (85),test,./data/raw/FullLabelled/paper/paper-set2 (85).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (85).npy,0.0617138147354126,0.09743481874465942,0.816257655620575,0.9310468435287476
