action,sample_id,split,image_path,skeleton_path,handedness,raw_path
ok,IMG_7351,test,./data/raw_droh/ok/IMG_7351.JPG,./test/skeleton_final_v2/ok/IMG_7351.npy,Left,./test/skeleton_raw/ok/IMG_7351.npy
ok,IMG_7352,test,./data/raw_droh/ok/IMG_7352.JPG,./test/skeleton_final_v2/ok/IMG_7352.npy,Left,./test/skeleton_raw/ok/IMG_7352.npy
ok,IMG_7354,test,./data/raw_droh/ok/IMG_7354.JPG,./test/skeleton_final_v2/ok/IMG_7354.npy,Right,./test/skeleton_raw/ok/IMG_7354.npy
ok,IMG_7355,test,./data/raw_droh/ok/IMG_7355.JPG,./test/skeleton_final_v2/ok/IMG_7355.npy,Left,./test/skeleton_raw/ok/IMG_7355.npy
ok,IMG_7391,test,./data/raw_droh/ok/IMG_7391.JPG,./test/skeleton_final_v2/ok/IMG_7391.npy,Right,./test/skeleton_raw/ok/IMG_7391.npy
ok,IMG_7394,test,./data/raw_droh/ok/IMG_7394.JPG,./test/skeleton_final_v2/ok/IMG_7394.npy,Right,./test/skeleton_raw/ok/IMG_7394.npy
ok,IMG_7416,test,./data/raw_droh/ok/IMG_7416.JPG,./test/skeleton_final_v2/ok/IMG_7416.npy,Right,./test/skeleton_raw/ok/IMG_7416.npy
ok,IMG_7418,test,./data/raw_droh/ok/IMG_7418.JPG,./test/skeleton_final_v2/ok/IMG_7418.npy,Right,./test/skeleton_raw/ok/IMG_7418.npy
ok,IMG_7448,test,./data/raw_droh/ok/IMG_7448.JPG,./test/skeleton_final_v2/ok/IMG_7448.npy,Left,./test/skeleton_raw/ok/IMG_7448.npy
ok,IMG_7484,test,./data/raw_droh/ok/IMG_7484.JPG,./test/skeleton_final_v2/ok/IMG_7484.npy,Right,./test/skeleton_raw/ok/IMG_7484.npy
ok,IMG_7529,test,./data/raw_droh/ok/IMG_7529.JPG,./test/skeleton_final_v2/ok/IMG_7529.npy,Right,./test/skeleton_raw/ok/IMG_7529.npy
ok,IMG_7550,test,./data/raw_droh/ok/IMG_7550.JPG,./test/skeleton_final_v2/ok/IMG_7550.npy,Left,./test/skeleton_raw/ok/IMG_7550.npy
ok,IMG_7581,test,./data/raw_droh/ok/IMG_7581.JPG,./test/skeleton_final_v2/ok/IMG_7581.npy,Right,./test/skeleton_raw/ok/IMG_7581.npy
ok,IMG_7582,test,./data/raw_droh/ok/IMG_7582.JPG,./test/skeleton_final_v2/ok/IMG_7582.npy,Left,./test/skeleton_raw/ok/IMG_7582.npy
ok,IMG_7583,test,./data/raw_droh/ok/IMG_7583.JPG,./test/skeleton_final_v2/ok/IMG_7583.npy,Left,./test/skeleton_raw/ok/IMG_7583.npy
ok,IMG_7584,test,./data/raw_droh/ok/IMG_7584.JPG,./test/skeleton_final_v2/ok/IMG_7584.npy,Left,./test/skeleton_raw/ok/IMG_7584.npy
ok,IMG_7585,test,./data/raw_droh/ok/IMG_7585.JPG,./test/skeleton_final_v2/ok/IMG_7585.npy,Left,./test/skeleton_raw/ok/IMG_7585.npy
ok,IMG_7613,test,./data/raw_droh/ok/IMG_7613.JPG,./test/skeleton_final_v2/ok/IMG_7613.npy,Left,./test/skeleton_raw/ok/IMG_7613.npy
ok,IMG_7614,test,./data/raw_droh/ok/IMG_7614.JPG,./test/skeleton_final_v2/ok/IMG_7614.npy,Left,./test/skeleton_raw/ok/IMG_7614.npy
ok,IMG_7616,test,./data/raw_droh/ok/IMG_7616.JPG,./test/skeleton_final_v2/ok/IMG_7616.npy,Left,./test/skeleton_raw/ok/IMG_7616.npy
ok,IMG_7617,test,./data/raw_droh/ok/IMG_7617.JPG,./test/skeleton_final_v2/ok/IMG_7617.npy,Left,./test/skeleton_raw/ok/IMG_7617.npy
ok,IMG_7618,test,./data/raw_droh/ok/IMG_7618.JPG,./test/skeleton_final_v2/ok/IMG_7618.npy,Left,./test/skeleton_raw/ok/IMG_7618.npy
ok,IMG_7655,test,./data/raw_droh/ok/IMG_7655.JPG,./test/skeleton_final_v2/ok/IMG_7655.npy,Left,./test/skeleton_raw/ok/IMG_7655.npy
ok,IMG_7656,test,./data/raw_droh/ok/IMG_7656.JPG,./test/skeleton_final_v2/ok/IMG_7656.npy,Left,./test/skeleton_raw/ok/IMG_7656.npy
ok,IMG_7657,test,./data/raw_droh/ok/IMG_7657.JPG,./test/skeleton_final_v2/ok/IMG_7657.npy,Left,./test/skeleton_raw/ok/IMG_7657.npy
ok,IMG_7660,test,./data/raw_droh/ok/IMG_7660.JPG,./test/skeleton_final_v2/ok/IMG_7660.npy,Left,./test/skeleton_raw/ok/IMG_7660.npy
ok,IMG_7690,test,./data/raw_droh/ok/IMG_7690.JPG,./test/skeleton_final_v2/ok/IMG_7690.npy,Left,./test/skeleton_raw/ok/IMG_7690.npy
ok,IMG_7691,test,./data/raw_droh/ok/IMG_7691.JPG,./test/skeleton_final_v2/ok/IMG_7691.npy,Right,./test/skeleton_raw/ok/IMG_7691.npy
ok,IMG_7693,test,./data/raw_droh/ok/IMG_7693.JPG,./test/skeleton_final_v2/ok/IMG_7693.npy,Left,./test/skeleton_raw/ok/IMG_7693.npy
ok,IMG_7722,test,./data/raw_droh/ok/IMG_7722.JPG,./test/skeleton_final_v2/ok/IMG_7722.npy,Right,./test/skeleton_raw/ok/IMG_7722.npy
ok,IMG_7723,test,./data/raw_droh/ok/IMG_7723.JPG,./test/skeleton_final_v2/ok/IMG_7723.npy,Right,./test/skeleton_raw/ok/IMG_7723.npy
ok,IMG_7753,test,./data/raw_droh/ok/IMG_7753.JPG,./test/skeleton_final_v2/ok/IMG_7753.npy,Left,./test/skeleton_raw/ok/IMG_7753.npy
ok,IMG_7756,test,./data/raw_droh/ok/IMG_7756.JPG,./test/skeleton_final_v2/ok/IMG_7756.npy,Left,./test/skeleton_raw/ok/IMG_7756.npy
ok,IMG_7782,test,./data/raw_droh/ok/IMG_7782.JPG,./test/skeleton_final_v2/ok/IMG_7782.npy,Right,./test/skeleton_raw/ok/IMG_7782.npy
ok,IMG_7783,test,./data/raw_droh/ok/IMG_7783.JPG,./test/skeleton_final_v2/ok/IMG_7783.npy,Left,./test/skeleton_raw/ok/IMG_7783.npy
ok,IMG_7786,test,./data/raw_droh/ok/IMG_7786.JPG,./test/skeleton_final_v2/ok/IMG_7786.npy,Left,./test/skeleton_raw/ok/IMG_7786.npy
ok,IMG_7854,test,./data/raw_droh/ok/IMG_7854.JPG,./test/skeleton_final_v2/ok/IMG_7854.npy,Left,./test/skeleton_raw/ok/IMG_7854.npy
ok,IMG_7887,test,./data/raw_droh/ok/IMG_7887.JPG,./test/skeleton_final_v2/ok/IMG_7887.npy,Left,./test/skeleton_raw/ok/IMG_7887.npy
ok,IMG_7888,test,./data/raw_droh/ok/IMG_7888.JPG,./test/skeleton_final_v2/ok/IMG_7888.npy,Left,./test/skeleton_raw/ok/IMG_7888.npy
ok,IMG_7890,test,./data/raw_droh/ok/IMG_7890.JPG,./test/skeleton_final_v2/ok/IMG_7890.npy,Left,./test/skeleton_raw/ok/IMG_7890.npy
ok,IMG_7891,test,./data/raw_droh/ok/IMG_7891.JPG,./test/skeleton_final_v2/ok/IMG_7891.npy,Left,./test/skeleton_raw/ok/IMG_7891.npy
ok,IMG_7922,test,./data/raw_droh/ok/IMG_7922.JPG,./test/skeleton_final_v2/ok/IMG_7922.npy,Left,./test/skeleton_raw/ok/IMG_7922.npy
ok,IMG_7948,test,./data/raw_droh/ok/IMG_7948.JPG,./test/skeleton_final_v2/ok/IMG_7948.npy,Left,./test/skeleton_raw/ok/IMG_7948.npy
ok,IMG_7950,test,./data/raw_droh/ok/IMG_7950.JPG,./test/skeleton_final_v2/ok/IMG_7950.npy,Left,./test/skeleton_raw/ok/IMG_7950.npy
ok,IMG_7951,test,./data/raw_droh/ok/IMG_7951.JPG,./test/skeleton_final_v2/ok/IMG_7951.npy,Left,./test/skeleton_raw/ok/IMG_7951.npy
ok,IMG_7980,test,./data/raw_droh/ok/IMG_7980.JPG,./test/skeleton_final_v2/ok/IMG_7980.npy,Right,./test/skeleton_raw/ok/IMG_7980.npy
ok,IMG_8014,test,./data/raw_droh/ok/IMG_8014.JPG,./test/skeleton_final_v2/ok/IMG_8014.npy,Left,./test/skeleton_raw/ok/IMG_8014.npy
ok,IMG_8046,test,./data/raw_droh/ok/IMG_8046.JPG,./test/skeleton_final_v2/ok/IMG_8046.npy,Left,./test/skeleton_raw/ok/IMG_8046.npy
ok,IMG_8047,test,./data/raw_droh/ok/IMG_8047.JPG,./test/skeleton_final_v2/ok/IMG_8047.npy,Left,./test/skeleton_raw/ok/IMG_8047.npy
ok,IMG_8049,test,./data/raw_droh/ok/IMG_8049.JPG,./test/skeleton_final_v2/ok/IMG_8049.npy,Left,./test/skeleton_raw/ok/IMG_8049.npy
ok,IMG_8087,test,./data/raw_droh/ok/IMG_8087.JPG,./test/skeleton_final_v2/ok/IMG_8087.npy,Left,./test/skeleton_raw/ok/IMG_8087.npy
ok,IMG_8088,test,./data/raw_droh/ok/IMG_8088.JPG,./test/skeleton_final_v2/ok/IMG_8088.npy,Left,./test/skeleton_raw/ok/IMG_8088.npy
ok,IMG_8089,test,./data/raw_droh/ok/IMG_8089.JPG,./test/skeleton_final_v2/ok/IMG_8089.npy,Right,./test/skeleton_raw/ok/IMG_8089.npy
ok,IMG_8091,test,./data/raw_droh/ok/IMG_8091.JPG,./test/skeleton_final_v2/ok/IMG_8091.npy,Left,./test/skeleton_raw/ok/IMG_8091.npy
ok,IMG_8109,test,./data/raw_droh/ok/IMG_8109.JPG,./test/skeleton_final_v2/ok/IMG_8109.npy,Left,./test/skeleton_raw/ok/IMG_8109.npy
ok,IMG_8110,test,./data/raw_droh/ok/IMG_8110.JPG,./test/skeleton_final_v2/ok/IMG_8110.npy,Left,./test/skeleton_raw/ok/IMG_8110.npy
ok,IMG_8177,test,./data/raw_droh/ok/IMG_8177.JPG,./test/skeleton_final_v2/ok/IMG_8177.npy,Right,./test/skeleton_raw/ok/IMG_8177.npy
ok,IMG_8178,test,./data/raw_droh/ok/IMG_8178.JPG,./test/skeleton_final_v2/ok/IMG_8178.npy,Left,./test/skeleton_raw/ok/IMG_8178.npy
paper,IMG_6274,test,./data/raw_droh/paper/IMG_6274.JPG,./test/skeleton_final_v2/paper/IMG_6274.npy,Left,./test/skeleton_raw/paper/IMG_6274.npy
paper,IMG_6275,test,./data/raw_droh/paper/IMG_6275.JPG,./test/skeleton_final_v2/paper/IMG_6275.npy,Left,./test/skeleton_raw/paper/IMG_6275.npy
paper,IMG_6276,test,./data/raw_droh/paper/IMG_6276.JPG,./test/skeleton_final_v2/paper/IMG_6276.npy,Left,./test/skeleton_raw/paper/IMG_6276.npy
paper,IMG_6277,test,./data/raw_droh/paper/IMG_6277.JPG,./test/skeleton_final_v2/paper/IMG_6277.npy,Left,./test/skeleton_raw/paper/IMG_6277.npy
paper,IMG_6279,test,./data/raw_droh/paper/IMG_6279.JPG,./test/skeleton_final_v2/paper/IMG_6279.npy,Right,./test/skeleton_raw/paper/IMG_6279.npy
paper,IMG_6280,test,./data/raw_droh/paper/IMG_6280.JPG,./test/skeleton_final_v2/paper/IMG_6280.npy,Left,./test/skeleton_raw/paper/IMG_6280.npy
paper,IMG_6323,test,./data/raw_droh/paper/IMG_6323.JPG,./test/skeleton_final_v2/paper/IMG_6323.npy,Left,./test/skeleton_raw/paper/IMG_6323.npy
paper,IMG_6324,test,./data/raw_droh/paper/IMG_6324.JPG,./test/skeleton_final_v2/paper/IMG_6324.npy,Left,./test/skeleton_raw/paper/IMG_6324.npy
paper,IMG_6325,test,./data/raw_droh/paper/IMG_6325.JPG,./test/skeleton_final_v2/paper/IMG_6325.npy,Left,./test/skeleton_raw/paper/IMG_6325.npy
paper,IMG_6326,test,./data/raw_droh/paper/IMG_6326.JPG,./test/skeleton_final_v2/paper/IMG_6326.npy,Left,./test/skeleton_raw/paper/IMG_6326.npy
paper,IMG_6355,test,./data/raw_droh/paper/IMG_6355.JPG,./test/skeleton_final_v2/paper/IMG_6355.npy,Left,./test/skeleton_raw/paper/IMG_6355.npy
paper,IMG_6358,test,./data/raw_droh/paper/IMG_6358.JPG,./test/skeleton_final_v2/paper/IMG_6358.npy,Left,./test/skeleton_raw/paper/IMG_6358.npy
paper,IMG_6359,test,./data/raw_droh/paper/IMG_6359.JPG,./test/skeleton_final_v2/paper/IMG_6359.npy,Left,./test/skeleton_raw/paper/IMG_6359.npy
paper,IMG_6391,test,./data/raw_droh/paper/IMG_6391.JPG,./test/skeleton_final_v2/paper/IMG_6391.npy,Left,./test/skeleton_raw/paper/IMG_6391.npy
paper,IMG_6392,test,./data/raw_droh/paper/IMG_6392.JPG,./test/skeleton_final_v2/paper/IMG_6392.npy,Left,./test/skeleton_raw/paper/IMG_6392.npy
paper,IMG_6393,test,./data/raw_droh/paper/IMG_6393.JPG,./test/skeleton_final_v2/paper/IMG_6393.npy,Left,./test/skeleton_raw/paper/IMG_6393.npy
paper,IMG_6395,test,./data/raw_droh/paper/IMG_6395.JPG,./test/skeleton_final_v2/paper/IMG_6395.npy,Left,./test/skeleton_raw/paper/IMG_6395.npy
paper,IMG_6427,test,./data/raw_droh/paper/IMG_6427.JPG,./test/skeleton_final_v2/paper/IMG_6427.npy,Left,./test/skeleton_raw/paper/IMG_6427.npy
paper,IMG_6429,test,./data/raw_droh/paper/IMG_6429.JPG,./test/skeleton_final_v2/paper/IMG_6429.npy,Left,./test/skeleton_raw/paper/IMG_6429.npy
paper,IMG_6430,test,./data/raw_droh/paper/IMG_6430.JPG,./test/skeleton_final_v2/paper/IMG_6430.npy,Left,./test/skeleton_raw/paper/IMG_6430.npy
paper,IMG_6431,test,./data/raw_droh/paper/IMG_6431.JPG,./test/skeleton_final_v2/paper/IMG_6431.npy,Left,./test/skeleton_raw/paper/IMG_6431.npy
paper,IMG_6467,test,./data/raw_droh/paper/IMG_6467.JPG,./test/skeleton_final_v2/paper/IMG_6467.npy,Right,./test/skeleton_raw/paper/IMG_6467.npy
paper,IMG_6468,test,./data/raw_droh/paper/IMG_6468.JPG,./test/skeleton_final_v2/paper/IMG_6468.npy,Right,./test/skeleton_raw/paper/IMG_6468.npy
paper,IMG_6469,test,./data/raw_droh/paper/IMG_6469.JPG,./test/skeleton_final_v2/paper/IMG_6469.npy,Right,./test/skeleton_raw/paper/IMG_6469.npy
paper,IMG_6504,test,./data/raw_droh/paper/IMG_6504.JPG,./test/skeleton_final_v2/paper/IMG_6504.npy,Left,./test/skeleton_raw/paper/IMG_6504.npy
paper,IMG_6505,test,./data/raw_droh/paper/IMG_6505.JPG,./test/skeleton_final_v2/paper/IMG_6505.npy,Left,./test/skeleton_raw/paper/IMG_6505.npy
paper,IMG_6508,test,./data/raw_droh/paper/IMG_6508.JPG,./test/skeleton_final_v2/paper/IMG_6508.npy,Left,./test/skeleton_raw/paper/IMG_6508.npy
paper,IMG_6546,test,./data/raw_droh/paper/IMG_6546.JPG,./test/skeleton_final_v2/paper/IMG_6546.npy,Left,./test/skeleton_raw/paper/IMG_6546.npy
paper,IMG_6547,test,./data/raw_droh/paper/IMG_6547.JPG,./test/skeleton_final_v2/paper/IMG_6547.npy,Left,./test/skeleton_raw/paper/IMG_6547.npy
paper,IMG_6548,test,./data/raw_droh/paper/IMG_6548.JPG,./test/skeleton_final_v2/paper/IMG_6548.npy,Right,./test/skeleton_raw/paper/IMG_6548.npy
paper,IMG_6549,test,./data/raw_droh/paper/IMG_6549.JPG,./test/skeleton_final_v2/paper/IMG_6549.npy,Left,./test/skeleton_raw/paper/IMG_6549.npy
paper,IMG_6550,test,./data/raw_droh/paper/IMG_6550.JPG,./test/skeleton_final_v2/paper/IMG_6550.npy,Left,./test/skeleton_raw/paper/IMG_6550.npy
paper,IMG_6582,test,./data/raw_droh/paper/IMG_6582.JPG,./test/skeleton_final_v2/paper/IMG_6582.npy,Left,./test/skeleton_raw/paper/IMG_6582.npy
paper,IMG_6583,test,./data/raw_droh/paper/IMG_6583.JPG,./test/skeleton_final_v2/paper/IMG_6583.npy,Left,./test/skeleton_raw/paper/IMG_6583.npy
paper,IMG_6584,test,./data/raw_droh/paper/IMG_6584.JPG,./test/skeleton_final_v2/paper/IMG_6584.npy,Left,./test/skeleton_raw/paper/IMG_6584.npy
paper,IMG_6585,test,./data/raw_droh/paper/IMG_6585.JPG,./test/skeleton_final_v2/paper/IMG_6585.npy,Left,./test/skeleton_raw/paper/IMG_6585.npy
paper,IMG_6619,test,./data/raw_droh/paper/IMG_6619.JPG,./test/skeleton_final_v2/paper/IMG_6619.npy,Left,./test/skeleton_raw/paper/IMG_6619.npy
paper,IMG_6622,test,./data/raw_droh/paper/IMG_6622.JPG,./test/skeleton_final_v2/paper/IMG_6622.npy,Left,./test/skeleton_raw/paper/IMG_6622.npy
paper,IMG_6653,test,./data/raw_droh/paper/IMG_6653.JPG,./test/skeleton_final_v2/paper/IMG_6653.npy,Left,./test/skeleton_raw/paper/IMG_6653.npy
paper,IMG_6654,test,./data/raw_droh/paper/IMG_6654.JPG,./test/skeleton_final_v2/paper/IMG_6654.npy,Left,./test/skeleton_raw/paper/IMG_6654.npy
paper,IMG_6655,test,./data/raw_droh/paper/IMG_6655.JPG,./test/skeleton_final_v2/paper/IMG_6655.npy,Left,./test/skeleton_raw/paper/IMG_6655.npy
paper,IMG_6656,test,./data/raw_droh/paper/IMG_6656.JPG,./test/skeleton_final_v2/paper/IMG_6656.npy,Right,./test/skeleton_raw/paper/IMG_6656.npy
paper,IMG_6708,test,./data/raw_droh/paper/IMG_6708.JPG,./test/skeleton_final_v2/paper/IMG_6708.npy,Left,./test/skeleton_raw/paper/IMG_6708.npy
paper,IMG_6709,test,./data/raw_droh/paper/IMG_6709.JPG,./test/skeleton_final_v2/paper/IMG_6709.npy,Right,./test/skeleton_raw/paper/IMG_6709.npy
paper,IMG_6710,test,./data/raw_droh/paper/IMG_6710.JPG,./test/skeleton_final_v2/paper/IMG_6710.npy,Right,./test/skeleton_raw/paper/IMG_6710.npy
paper,IMG_6732,test,./data/raw_droh/paper/IMG_6732.JPG,./test/skeleton_final_v2/paper/IMG_6732.npy,Right,./test/skeleton_raw/paper/IMG_6732.npy
paper,IMG_6767,test,./data/raw_droh/paper/IMG_6767.JPG,./test/skeleton_final_v2/paper/IMG_6767.npy,Right,./test/skeleton_raw/paper/IMG_6767.npy
paper,IMG_6799,test,./data/raw_droh/paper/IMG_6799.JPG,./test/skeleton_final_v2/paper/IMG_6799.npy,Left,./test/skeleton_raw/paper/IMG_6799.npy
paper,IMG_6830,test,./data/raw_droh/paper/IMG_6830.JPG,./test/skeleton_final_v2/paper/IMG_6830.npy,Right,./test/skeleton_raw/paper/IMG_6830.npy
paper,IMG_6861,test,./data/raw_droh/paper/IMG_6861.JPG,./test/skeleton_final_v2/paper/IMG_6861.npy,Left,./test/skeleton_raw/paper/IMG_6861.npy
paper,IMG_6862,test,./data/raw_droh/paper/IMG_6862.JPG,./test/skeleton_final_v2/paper/IMG_6862.npy,Left,./test/skeleton_raw/paper/IMG_6862.npy
paper,IMG_6864,test,./data/raw_droh/paper/IMG_6864.JPG,./test/skeleton_final_v2/paper/IMG_6864.npy,Left,./test/skeleton_raw/paper/IMG_6864.npy
