action,sample_id,split,image_path,skeleton_path
the-finger,the-finger_2250,test,./data/raw/FullLabelled/the-finger/the-finger_2250.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_2250.npy
ok,ok_Set2_ (38),test,./data/raw/FullLabelled/ok/ok_Set2_ (38).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (38).npy
ok,ok_2009,test,./data/raw/FullLabelled/ok/ok_2009.jpg,./dataset/skeleton_final_v2/ok/ok_2009.npy
paper,paper-set2 (23),test,./data/raw/FullLabelled/paper/paper-set2 (23).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (23).npy
ok,ok_Set2_ (264),test,./data/raw/FullLabelled/ok/ok_Set2_ (264).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (264).npy
scissors,scissors_6553,test,./data/raw/FullLabelled/scissors/scissors_6553.jpg,./dataset/skeleton_final_v2/scissors/scissors_6553.npy
ok,ok (267),test,./data/raw/FullLabelled/ok/ok (267).jpg,./dataset/skeleton_final_v2/ok/ok (267).npy
scissors,scissors_422,test,./data/raw/FullLabelled/scissors/scissors_422.jpg,./dataset/skeleton_final_v2/scissors/scissors_422.npy
paper,paper_5712,test,./data/raw/FullLabelled/paper/paper_5712.jpg,./dataset/skeleton_final_v2/paper/paper_5712.npy
paper,paper-set2 (318),test,./data/raw/FullLabelled/paper/paper-set2 (318).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (318).npy
scissors,scissors-set2 (149),test,./data/raw/FullLabelled/scissors/scissors-set2 (149).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (149).npy
the-finger,the-finger-set2 (92),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (92).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (92).npy
ok,ok_Set2_ (158),test,./data/raw/FullLabelled/ok/ok_Set2_ (158).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (158).npy
ok,ok_81,test,./data/raw/FullLabelled/ok/ok_81.jpg,./dataset/skeleton_final_v2/ok/ok_81.npy
paper,paper-set2 (389),test,./data/raw/FullLabelled/paper/paper-set2 (389).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (389).npy
scissors,scissors (392),test,./data/raw/FullLabelled/scissors/scissors (392).jpg,./dataset/skeleton_final_v2/scissors/scissors (392).npy
ok,ok_1145,test,./data/raw/FullLabelled/ok/ok_1145.jpg,./dataset/skeleton_final_v2/ok/ok_1145.npy
ok,ok_Set2_ (261),test,./data/raw/FullLabelled/ok/ok_Set2_ (261).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (261).npy
paper,paper-set2 (253),test,./data/raw/FullLabelled/paper/paper-set2 (253).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (253).npy
ok,ok_Set2_ (281),test,./data/raw/FullLabelled/ok/ok_Set2_ (281).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (281).npy
scissors,scissors-set2 (602),test,./data/raw/FullLabelled/scissors/scissors-set2 (602).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (602).npy
the-finger,the-finger_6299,test,./data/raw/FullLabelled/the-finger/the-finger_6299.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6299.npy
scissors,scissors-set2 (334),test,./data/raw/FullLabelled/scissors/scissors-set2 (334).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (334).npy
paper,paper-set2 (463),test,./data/raw/FullLabelled/paper/paper-set2 (463).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (463).npy
scissors,scissors_2678,test,./data/raw/FullLabelled/scissors/scissors_2678.jpg,./dataset/skeleton_final_v2/scissors/scissors_2678.npy
scissors,scissors_7970,test,./data/raw/FullLabelled/scissors/scissors_7970.jpg,./dataset/skeleton_final_v2/scissors/scissors_7970.npy
scissors,scissors-set2 (660),test,./data/raw/FullLabelled/scissors/scissors-set2 (660).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (660).npy
the-finger,the-finger-set2 (2),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (2).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (2).npy
paper,paper_368,test,./data/raw/FullLabelled/paper/paper_368.jpg,./dataset/skeleton_final_v2/paper/paper_368.npy
ok,ok_1974,test,./data/raw/FullLabelled/ok/ok_1974.jpg,./dataset/skeleton_final_v2/ok/ok_1974.npy
ok,ok_Set2_ (380),test,./data/raw/FullLabelled/ok/ok_Set2_ (380).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (380).npy
ok,ok (253),test,./data/raw/FullLabelled/ok/ok (253).jpg,./dataset/skeleton_final_v2/ok/ok (253).npy
scissors,scissors (106),test,./data/raw/FullLabelled/scissors/scissors (106).jpg,./dataset/skeleton_final_v2/scissors/scissors (106).npy
scissors,scissors (70),test,./data/raw/FullLabelled/scissors/scissors (70).jpg,./dataset/skeleton_final_v2/scissors/scissors (70).npy
paper,paper_5460,test,./data/raw/FullLabelled/paper/paper_5460.jpg,./dataset/skeleton_final_v2/paper/paper_5460.npy
the-finger,the-finger_6068,test,./data/raw/FullLabelled/the-finger/the-finger_6068.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6068.npy
paper,paper_6128,test,./data/raw/FullLabelled/paper/paper_6128.jpg,./dataset/skeleton_final_v2/paper/paper_6128.npy
rock,rock_6310,test,./data/raw/FullLabelled/rock/rock_6310.jpg,./dataset/skeleton_final_v2/rock/rock_6310.npy
the-finger,the-finger_878,test,./data/raw/FullLabelled/the-finger/the-finger_878.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_878.npy
scissors,scissors (432),test,./data/raw/FullLabelled/scissors/scissors (432).jpg,./dataset/skeleton_final_v2/scissors/scissors (432).npy
ok,ok_7018,test,./data/raw/FullLabelled/ok/ok_7018.jpg,./dataset/skeleton_final_v2/ok/ok_7018.npy
ok,ok_5292,test,./data/raw/FullLabelled/ok/ok_5292.jpg,./dataset/skeleton_final_v2/ok/ok_5292.npy
scissors,scissors (282),test,./data/raw/FullLabelled/scissors/scissors (282).jpg,./dataset/skeleton_final_v2/scissors/scissors (282).npy
scissors,scissors (427),test,./data/raw/FullLabelled/scissors/scissors (427).jpg,./dataset/skeleton_final_v2/scissors/scissors (427).npy
scissors,scissors-set2 (364),test,./data/raw/FullLabelled/scissors/scissors-set2 (364).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (364).npy
scissors,scissors-set2 (30),test,./data/raw/FullLabelled/scissors/scissors-set2 (30).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (30).npy
scissors,scissors-set2 (638),test,./data/raw/FullLabelled/scissors/scissors-set2 (638).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (638).npy
paper,paper (107),test,./data/raw/FullLabelled/paper/paper (107).jpg,./dataset/skeleton_final_v2/paper/paper (107).npy
scissors,scissors (211),test,./data/raw/FullLabelled/scissors/scissors (211).jpg,./dataset/skeleton_final_v2/scissors/scissors (211).npy
paper,paper-set2 (103),test,./data/raw/FullLabelled/paper/paper-set2 (103).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (103).npy
paper,paper_24,test,./data/raw/FullLabelled/paper/paper_24.jpg,./dataset/skeleton_final_v2/paper/paper_24.npy
scissors,scissors-set2 (729),test,./data/raw/FullLabelled/scissors/scissors-set2 (729).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (729).npy
paper,paper-set2 (424),test,./data/raw/FullLabelled/paper/paper-set2 (424).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (424).npy
scissors,scissors (267),test,./data/raw/FullLabelled/scissors/scissors (267).jpg,./dataset/skeleton_final_v2/scissors/scissors (267).npy
the-finger,the-finger-set2 (234),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (234).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (234).npy
scissors,scissors (324),test,./data/raw/FullLabelled/scissors/scissors (324).jpg,./dataset/skeleton_final_v2/scissors/scissors (324).npy
ok,ok_1556,test,./data/raw/FullLabelled/ok/ok_1556.jpg,./dataset/skeleton_final_v2/ok/ok_1556.npy
rock,rock_3152,test,./data/raw/FullLabelled/rock/rock_3152.jpg,./dataset/skeleton_final_v2/rock/rock_3152.npy
ok,ok_Set2_ (474),test,./data/raw/FullLabelled/ok/ok_Set2_ (474).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (474).npy
scissors,scissors-set2 (477),test,./data/raw/FullLabelled/scissors/scissors-set2 (477).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (477).npy
paper,paper-set2 (402),test,./data/raw/FullLabelled/paper/paper-set2 (402).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (402).npy
scissors,scissors-set2 (576),test,./data/raw/FullLabelled/scissors/scissors-set2 (576).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (576).npy
ok,ok (115),test,./data/raw/FullLabelled/ok/ok (115).jpg,./dataset/skeleton_final_v2/ok/ok (115).npy
scissors,scissors_7170,test,./data/raw/FullLabelled/scissors/scissors_7170.jpg,./dataset/skeleton_final_v2/scissors/scissors_7170.npy
paper,paper_3814,test,./data/raw/FullLabelled/paper/paper_3814.jpg,./dataset/skeleton_final_v2/paper/paper_3814.npy
paper,paper-set2 (454),test,./data/raw/FullLabelled/paper/paper-set2 (454).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (454).npy
ok,ok_5777,test,./data/raw/FullLabelled/ok/ok_5777.jpg,./dataset/skeleton_final_v2/ok/ok_5777.npy
paper,paper-set2 (403),test,./data/raw/FullLabelled/paper/paper-set2 (403).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (403).npy
the-finger,the-finger-set2 (371),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (371).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (371).npy
the-finger,the-finger_7093,test,./data/raw/FullLabelled/the-finger/the-finger_7093.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_7093.npy
the-finger,the-finger_6062,test,./data/raw/FullLabelled/the-finger/the-finger_6062.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6062.npy
scissors,scissors_6375,test,./data/raw/FullLabelled/scissors/scissors_6375.jpg,./dataset/skeleton_final_v2/scissors/scissors_6375.npy
ok,ok (108),test,./data/raw/FullLabelled/ok/ok (108).jpg,./dataset/skeleton_final_v2/ok/ok (108).npy
the-finger,the-finger (61),test,./data/raw/FullLabelled/the-finger/the-finger (61).jpg,./dataset/skeleton_final_v2/the-finger/the-finger (61).npy
scissors,scissors-set2 (74),test,./data/raw/FullLabelled/scissors/scissors-set2 (74).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (74).npy
ok,ok_Set2_ (123),test,./data/raw/FullLabelled/ok/ok_Set2_ (123).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (123).npy
the-finger,the-finger_6871,test,./data/raw/FullLabelled/the-finger/the-finger_6871.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6871.npy
rock,rock-set2 (426),test,./data/raw/FullLabelled/rock/rock-set2 (426).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (426).npy
scissors,scissors_1083,test,./data/raw/FullLabelled/scissors/scissors_1083.jpg,./dataset/skeleton_final_v2/scissors/scissors_1083.npy
paper,paper_2440,test,./data/raw/FullLabelled/paper/paper_2440.jpg,./dataset/skeleton_final_v2/paper/paper_2440.npy
the-finger,the-finger_5363,test,./data/raw/FullLabelled/the-finger/the-finger_5363.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_5363.npy
scissors,scissors_6368,test,./data/raw/FullLabelled/scissors/scissors_6368.jpg,./dataset/skeleton_final_v2/scissors/scissors_6368.npy
scissors,scissors_766,test,./data/raw/FullLabelled/scissors/scissors_766.jpg,./dataset/skeleton_final_v2/scissors/scissors_766.npy
scissors,scissors (259),test,./data/raw/FullLabelled/scissors/scissors (259).jpg,./dataset/skeleton_final_v2/scissors/scissors (259).npy
ok,ok_Set2_ (137),test,./data/raw/FullLabelled/ok/ok_Set2_ (137).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (137).npy
paper,paper_5720,test,./data/raw/FullLabelled/paper/paper_5720.jpg,./dataset/skeleton_final_v2/paper/paper_5720.npy
scissors,scissors-set2 (634),test,./data/raw/FullLabelled/scissors/scissors-set2 (634).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (634).npy
ok,ok (223),test,./data/raw/FullLabelled/ok/ok (223).jpg,./dataset/skeleton_final_v2/ok/ok (223).npy
rock,rock_5409,test,./data/raw/FullLabelled/rock/rock_5409.jpg,./dataset/skeleton_final_v2/rock/rock_5409.npy
ok,ok_8036,test,./data/raw/FullLabelled/ok/ok_8036.jpg,./dataset/skeleton_final_v2/ok/ok_8036.npy
paper,paper-set2 (364),test,./data/raw/FullLabelled/paper/paper-set2 (364).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (364).npy
scissors,scissors_6145,test,./data/raw/FullLabelled/scissors/scissors_6145.jpg,./dataset/skeleton_final_v2/scissors/scissors_6145.npy
scissors,scissors-set2 (373),test,./data/raw/FullLabelled/scissors/scissors-set2 (373).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (373).npy
paper,paper_5908,test,./data/raw/FullLabelled/paper/paper_5908.jpg,./dataset/skeleton_final_v2/paper/paper_5908.npy
rock,rock-set2 (24),test,./data/raw/FullLabelled/rock/rock-set2 (24).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (24).npy
ok,ok_6388,test,./data/raw/FullLabelled/ok/ok_6388.jpg,./dataset/skeleton_final_v2/ok/ok_6388.npy
ok,ok_6993,test,./data/raw/FullLabelled/ok/ok_6993.jpg,./dataset/skeleton_final_v2/ok/ok_6993.npy
ok,ok_Set2_ (497),test,./data/raw/FullLabelled/ok/ok_Set2_ (497).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (497).npy
scissors,scissors-set2 (255),test,./data/raw/FullLabelled/scissors/scissors-set2 (255).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (255).npy
scissors,scissors-set2 (493),test,./data/raw/FullLabelled/scissors/scissors-set2 (493).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (493).npy
scissors,scissors-set2 (66),test,./data/raw/FullLabelled/scissors/scissors-set2 (66).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (66).npy
scissors,scissors-set2 (693),test,./data/raw/FullLabelled/scissors/scissors-set2 (693).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (693).npy
ok,ok_1945,test,./data/raw/FullLabelled/ok/ok_1945.jpg,./dataset/skeleton_final_v2/ok/ok_1945.npy
ok,ok (74),test,./data/raw/FullLabelled/ok/ok (74).jpg,./dataset/skeleton_final_v2/ok/ok (74).npy
paper,paper_9158,test,./data/raw/FullLabelled/paper/paper_9158.jpg,./dataset/skeleton_final_v2/paper/paper_9158.npy
paper,paper-set2 (85),test,./data/raw/FullLabelled/paper/paper-set2 (85).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (85).npy
paper,paper (59),test,./data/raw/FullLabelled/paper/paper (59).jpg,./dataset/skeleton_final_v2/paper/paper (59).npy
ok,ok (146),test,./data/raw/FullLabelled/ok/ok (146).jpg,./dataset/skeleton_final_v2/ok/ok (146).npy
ok,ok_8538,test,./data/raw/FullLabelled/ok/ok_8538.jpg,./dataset/skeleton_final_v2/ok/ok_8538.npy
rock,rock-set2 (166),test,./data/raw/FullLabelled/rock/rock-set2 (166).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (166).npy
the-finger,the-finger-set2 (239),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (239).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (239).npy
paper,paper-set2 (94),test,./data/raw/FullLabelled/paper/paper-set2 (94).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (94).npy
paper,paper-set2 (367),test,./data/raw/FullLabelled/paper/paper-set2 (367).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (367).npy
ok,ok_2917,test,./data/raw/FullLabelled/ok/ok_2917.jpg,./dataset/skeleton_final_v2/ok/ok_2917.npy
scissors,scissors-set2 (361),test,./data/raw/FullLabelled/scissors/scissors-set2 (361).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (361).npy
ok,ok_Set2_ (71),test,./data/raw/FullLabelled/ok/ok_Set2_ (71).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (71).npy
the-finger,the-finger-set2 (79),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (79).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (79).npy
paper,paper_6531,test,./data/raw/FullLabelled/paper/paper_6531.jpg,./dataset/skeleton_final_v2/paper/paper_6531.npy
paper,paper-set2 (17),test,./data/raw/FullLabelled/paper/paper-set2 (17).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (17).npy
ok,ok_Set2_ (246),test,./data/raw/FullLabelled/ok/ok_Set2_ (246).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (246).npy
ok,ok_Set2_ (373),test,./data/raw/FullLabelled/ok/ok_Set2_ (373).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (373).npy
paper,paper_7960,test,./data/raw/FullLabelled/paper/paper_7960.jpg,./dataset/skeleton_final_v2/paper/paper_7960.npy
ok,ok_Set2_ (239),test,./data/raw/FullLabelled/ok/ok_Set2_ (239).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (239).npy
rock,rock-set2 (603),test,./data/raw/FullLabelled/rock/rock-set2 (603).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (603).npy
ok,ok_Set2_ (487),test,./data/raw/FullLabelled/ok/ok_Set2_ (487).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (487).npy
ok,ok_Set2_ (395),test,./data/raw/FullLabelled/ok/ok_Set2_ (395).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (395).npy
rock,rock-set2 (54),test,./data/raw/FullLabelled/rock/rock-set2 (54).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (54).npy
the-finger,the-finger_6059,test,./data/raw/FullLabelled/the-finger/the-finger_6059.jpg,./dataset/skeleton_final_v2/the-finger/the-finger_6059.npy
paper,paper_6342,test,./data/raw/FullLabelled/paper/paper_6342.jpg,./dataset/skeleton_final_v2/paper/paper_6342.npy
the-finger,the-finger-set2 (102),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (102).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (102).npy
scissors,scissors_5749,test,./data/raw/FullLabelled/scissors/scissors_5749.jpg,./dataset/skeleton_final_v2/scissors/scissors_5749.npy
scissors,scissors_6958,test,./data/raw/FullLabelled/scissors/scissors_6958.jpg,./dataset/skeleton_final_v2/scissors/scissors_6958.npy
ok,ok (228),test,./data/raw/FullLabelled/ok/ok (228).jpg,./dataset/skeleton_final_v2/ok/ok (228).npy
ok,ok (66),test,./data/raw/FullLabelled/ok/ok (66).jpg,./dataset/skeleton_final_v2/ok/ok (66).npy
paper,paper_1832,test,./data/raw/FullLabelled/paper/paper_1832.jpg,./dataset/skeleton_final_v2/paper/paper_1832.npy
ok,ok_Set2_ (65),test,./data/raw/FullLabelled/ok/ok_Set2_ (65).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (65).npy
ok,ok_1540,test,./data/raw/FullLabelled/ok/ok_1540.jpg,./dataset/skeleton_final_v2/ok/ok_1540.npy
scissors,scissors_6161,test,./data/raw/FullLabelled/scissors/scissors_6161.jpg,./dataset/skeleton_final_v2/scissors/scissors_6161.npy
scissors,scissors_1115,test,./data/raw/FullLabelled/scissors/scissors_1115.jpg,./dataset/skeleton_final_v2/scissors/scissors_1115.npy
scissors,scissors-set2 (399),test,./data/raw/FullLabelled/scissors/scissors-set2 (399).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (399).npy
paper,paper_2471,test,./data/raw/FullLabelled/paper/paper_2471.jpg,./dataset/skeleton_final_v2/paper/paper_2471.npy
ok,ok (241),test,./data/raw/FullLabelled/ok/ok (241).jpg,./dataset/skeleton_final_v2/ok/ok (241).npy
paper,paper (122),test,./data/raw/FullLabelled/paper/paper (122).jpg,./dataset/skeleton_final_v2/paper/paper (122).npy
rock,rock-set2 (363),test,./data/raw/FullLabelled/rock/rock-set2 (363).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (363).npy
paper,paper-set2 (382),test,./data/raw/FullLabelled/paper/paper-set2 (382).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (382).npy
paper,paper-set2 (259),test,./data/raw/FullLabelled/paper/paper-set2 (259).jpg,./dataset/skeleton_final_v2/paper/paper-set2 (259).npy
ok,ok_Set2_ (247),test,./data/raw/FullLabelled/ok/ok_Set2_ (247).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (247).npy
ok,ok_5958,test,./data/raw/FullLabelled/ok/ok_5958.jpg,./dataset/skeleton_final_v2/ok/ok_5958.npy
the-finger,the-finger-set2 (352),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (352).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (352).npy
ok,ok_5530,test,./data/raw/FullLabelled/ok/ok_5530.jpg,./dataset/skeleton_final_v2/ok/ok_5530.npy
scissors,scissors-set2 (189),test,./data/raw/FullLabelled/scissors/scissors-set2 (189).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (189).npy
ok,ok_6402,test,./data/raw/FullLabelled/ok/ok_6402.jpg,./dataset/skeleton_final_v2/ok/ok_6402.npy
scissors,scissors-set2 (270),test,./data/raw/FullLabelled/scissors/scissors-set2 (270).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (270).npy
ok,ok_Set2_ (63),test,./data/raw/FullLabelled/ok/ok_Set2_ (63).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (63).npy
ok,ok_6191,test,./data/raw/FullLabelled/ok/ok_6191.jpg,./dataset/skeleton_final_v2/ok/ok_6191.npy
ok,ok (32),test,./data/raw/FullLabelled/ok/ok (32).jpg,./dataset/skeleton_final_v2/ok/ok (32).npy
rock,rock_2,test,./data/raw/FullLabelled/rock/rock_2.jpg,./dataset/skeleton_final_v2/rock/rock_2.npy
scissors,scissors_3847,test,./data/raw/FullLabelled/scissors/scissors_3847.jpg,./dataset/skeleton_final_v2/scissors/scissors_3847.npy
rock,rock-set2 (43),test,./data/raw/FullLabelled/rock/rock-set2 (43).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (43).npy
scissors,scissors-set2 (325),test,./data/raw/FullLabelled/scissors/scissors-set2 (325).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (325).npy
ok,ok_Set2_ (454),test,./data/raw/FullLabelled/ok/ok_Set2_ (454).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (454).npy
the-finger,the-finger-set2 (133),test,./data/raw/FullLabelled/the-finger/the-finger-set2 (133).jpg,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (133).npy
ok,ok_5542,test,./data/raw/FullLabelled/ok/ok_5542.jpg,./dataset/skeleton_final_v2/ok/ok_5542.npy
paper,paper_1051,test,./data/raw/FullLabelled/paper/paper_1051.jpg,./dataset/skeleton_final_v2/paper/paper_1051.npy
paper,paper (117),test,./data/raw/FullLabelled/paper/paper (117).jpg,./dataset/skeleton_final_v2/paper/paper (117).npy
scissors,scissors-set2 (512),test,./data/raw/FullLabelled/scissors/scissors-set2 (512).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (512).npy
ok,ok_Set2_ (532),test,./data/raw/FullLabelled/ok/ok_Set2_ (532).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (532).npy
ok,ok_Set2_ (81),test,./data/raw/FullLabelled/ok/ok_Set2_ (81).jpg,./dataset/skeleton_final_v2/ok/ok_Set2_ (81).npy
paper,paper_5160,test,./data/raw/FullLabelled/paper/paper_5160.jpg,./dataset/skeleton_final_v2/paper/paper_5160.npy
scissors,scissors-set2 (702),test,./data/raw/FullLabelled/scissors/scissors-set2 (702).jpg,./dataset/skeleton_final_v2/scissors/scissors-set2 (702).npy
rock,rock-set2 (216),test,./data/raw/FullLabelled/rock/rock-set2 (216).jpg,./dataset/skeleton_final_v2/rock/rock-set2 (216).npy
