action,sample_id,split,mediapipe_path,refined_path
ok,ok (267),test,./dataset/skeleton_final_v2/ok/ok (267).npy,./batch_ok/fitted/ok (267).npy
ok,ok (32),test,./dataset/skeleton_final_v2/ok/ok (32).npy,./batch_ok/fitted/ok (32).npy
ok,ok (37),test,./dataset/skeleton_final_v2/ok/ok (37).npy,./batch_ok/fitted/ok (37).npy
ok,ok (45),test,./dataset/skeleton_final_v2/ok/ok (45).npy,./batch_ok/fitted/ok (45).npy
ok,ok (66),test,./dataset/skeleton_final_v2/ok/ok (66).npy,./batch_ok/fitted/ok (66).npy
ok,ok (70),test,./dataset/skeleton_final_v2/ok/ok (70).npy,./batch_ok/fitted/ok (70).npy
ok,ok (74),test,./dataset/skeleton_final_v2/ok/ok (74).npy,./batch_ok/fitted/ok (74).npy
ok,ok_1145,test,./dataset/skeleton_final_v2/ok/ok_1145.npy,./batch_ok/fitted/ok_1145.npy
ok,ok_1173,test,./dataset/skeleton_final_v2/ok/ok_1173.npy,./batch_ok/fitted/ok_1173.npy
ok,ok_1532,test,./dataset/skeleton_final_v2/ok/ok_1532.npy,./batch_ok/fitted/ok_1532.npy
ok,ok_1540,test,./dataset/skeleton_final_v2/ok/ok_1540.npy,./batch_ok/fitted/ok_1540.npy
ok,ok_1556,test,./dataset/skeleton_final_v2/ok/ok_1556.npy,./batch_ok/fitted/ok_1556.npy
ok,ok_1945,test,./dataset/skeleton_final_v2/ok/ok_1945.npy,./batch_ok/fitted/ok_1945.npy
ok,ok_1974,test,./dataset/skeleton_final_v2/ok/ok_1974.npy,./batch_ok/fitted/ok_1974.npy
ok,ok_2009,test,./dataset/skeleton_final_v2/ok/ok_2009.npy,./batch_ok/fitted/ok_2009.npy
ok,ok_2027,test,./dataset/skeleton_final_v2/ok/ok_2027.npy,./batch_ok/fitted/ok_2027.npy
ok,ok_2524,test,./dataset/skeleton_final_v2/ok/ok_2524.npy,./batch_ok/fitted/ok_2524.npy
ok,ok_2526,test,./dataset/skeleton_final_v2/ok/ok_2526.npy,./batch_ok/fitted/ok_2526.npy
ok,ok_2652,test,./dataset/skeleton_final_v2/ok/ok_2652.npy,./batch_ok/fitted/ok_2652.npy
ok,ok_2750,test,./dataset/skeleton_final_v2/ok/ok_2750.npy,./batch_ok/fitted/ok_2750.npy
ok,ok_2774,test,./dataset/skeleton_final_v2/ok/ok_2774.npy,./batch_ok/fitted/ok_2774.npy
ok,ok_2862,test,./dataset/skeleton_final_v2/ok/ok_2862.npy,./batch_ok/fitted/ok_2862.npy
ok,ok_2917,test,./dataset/skeleton_final_v2/ok/ok_2917.npy,./batch_ok/fitted/ok_2917.npy
ok,ok_2959,test,./dataset/skeleton_final_v2/ok/ok_2959.npy,./batch_ok/fitted/ok_2959.npy
ok,ok_3971,test,./dataset/skeleton_final_v2/ok/ok_3971.npy,./batch_ok/fitted/ok_3971.npy
ok,ok_3981,test,./dataset/skeleton_final_v2/ok/ok_3981.npy,./batch_ok/fitted/ok_3981.npy
ok,ok_4992,test,./dataset/skeleton_final_v2/ok/ok_4992.npy,./batch_ok/fitted/ok_4992.npy
ok,ok_5248,test,./dataset/skeleton_final_v2/ok/ok_5248.npy,./batch_ok/fitted/ok_5248.npy
ok,ok_5260,test,./dataset/skeleton_final_v2/ok/ok_5260.npy,./batch_ok/fitted/ok_5260.npy
ok,ok_5266,test,./dataset/skeleton_final_v2/ok/ok_5266.npy,./batch_ok/fitted/ok_5266.npy
ok,ok_5292,test,./dataset/skeleton_final_v2/ok/ok_5292.npy,./batch_ok/fitted/ok_5292.npy
ok,ok_5293,test,./dataset/skeleton_final_v2/ok/ok_5293.npy,./batch_ok/fitted/ok_5293.npy
ok,ok_5530,test,./dataset/skeleton_final_v2/ok/ok_5530.npy,./batch_ok/fitted/ok_5530.npy
ok,ok_5542,test,./dataset/skeleton_final_v2/ok/ok_5542.npy,./batch_ok/fitted/ok_5542.npy
ok,ok_5546,test,./dataset/skeleton_final_v2/ok/ok_5546.npy,./batch_ok/fitted/ok_5546.npy
ok,ok_5552,test,./dataset/skeleton_final_v2/ok/ok_5552.npy,./batch_ok/fitted/ok_5552.npy
ok,ok_5777,test,./dataset/skeleton_final_v2/ok/ok_5777.npy,./batch_ok/fitted/ok_5777.npy
ok,ok_5778,test,./dataset/skeleton_final_v2/ok/ok_5778.npy,./batch_ok/fitted/ok_5778.npy
ok,ok_5780,test,./dataset/skeleton_final_v2/ok/ok_5780.npy,./batch_ok/fitted/ok_5780.npy
ok,ok_5958,test,./dataset/skeleton_final_v2/ok/ok_5958.npy,./batch_ok/fitted/ok_5958.npy
ok,ok_6191,test,./dataset/skeleton_final_v2/ok/ok_6191.npy,./batch_ok/fitted/ok_6191.npy
ok,ok_6194,test,./dataset/skeleton_final_v2/ok/ok_6194.npy,./batch_ok/fitted/ok_6194.npy
ok,ok_6388,test,./dataset/skeleton_final_v2/ok/ok_6388.npy,./batch_ok/fitted/ok_6388.npy
ok,ok_6402,test,./dataset/skeleton_final_v2/ok/ok_6402.npy,./batch_ok/fitted/ok_6402.npy
ok,ok_6403,test,./dataset/skeleton_final_v2/ok/ok_6403.npy,./batch_ok/fitted/ok_6403.npy
ok,ok_6585,test,./dataset/skeleton_final_v2/ok/ok_6585.npy,./batch_ok/fitted/ok_6585.npy
ok,ok_6750,test,./dataset/skeleton_final_v2/ok/ok_6750.npy,./batch_ok/fitted/ok_6750.npy
ok,ok_6980,test,./dataset/skeleton_final_v2/ok/ok_6980.npy,./batch_ok/fitted/ok_6980.npy
ok,ok_6993,test,./dataset/skeleton_final_v2/ok/ok_6993.npy,./batch_ok/fitted/ok_6993.npy
ok,ok_7000,test,./dataset/skeleton_final_v2/ok/ok_7000.npy,./batch_ok/fitted/ok_7000.npy
ok,ok_7001,test,./dataset/skeleton_final_v2/ok/ok_7001.npy,./batch_ok/fitted/ok_7001.npy
ok,ok_7018,test,./dataset/skeleton_final_v2/ok/ok_7018.npy,./batch_ok/fitted/ok_7018.npy
ok,ok_71,test,./dataset/skeleton_final_v2/ok/ok_71.npy,./batch_ok/fitted/ok_71.npy
ok,ok_7688,test,./dataset/skeleton_final_v2/ok/ok_7688.npy,./batch_ok/fitted/ok_7688.npy
ok,ok_791,test,./dataset/skeleton_final_v2/ok/ok_791.npy,./batch_ok/fitted/ok_791.npy
ok,ok_8034,test,./dataset/skeleton_final_v2/ok/ok_8034.npy,./batch_ok/fitted/ok_8034.npy
ok,ok_8036,test,./dataset/skeleton_final_v2/ok/ok_8036.npy,./batch_ok/fitted/ok_8036.npy
ok,ok_81,test,./dataset/skeleton_final_v2/ok/ok_81.npy,./batch_ok/fitted/ok_81.npy
ok,ok_8538,test,./dataset/skeleton_final_v2/ok/ok_8538.npy,./batch_ok/fitted/ok_8538.npy
ok,ok_Set2_ (120),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (120).npy,./batch_ok/fitted/ok_Set2_ (120).npy
ok,ok_Set2_ (121),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (121).npy,./batch_ok/fitted/ok_Set2_ (121).npy
ok,ok_Set2_ (122),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (122).npy,./batch_ok/fitted/ok_Set2_ (122).npy
ok,ok_Set2_ (123),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (123).npy,./batch_ok/fitted/ok_Set2_ (123).npy
ok,ok_Set2_ (137),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (137).npy,./batch_ok/fitted/ok_Set2_ (137).npy
ok,ok_Set2_ (14),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (14).npy,./batch_ok/fitted/ok_Set2_ (14).npy
ok,ok_Set2_ (144),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (144).npy,./batch_ok/fitted/ok_Set2_ (144).npy
ok,ok_Set2_ (156),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (156).npy,./batch_ok/fitted/ok_Set2_ (156).npy
ok,ok_Set2_ (158),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (158).npy,./batch_ok/fitted/ok_Set2_ (158).npy
ok,ok_Set2_ (164),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (164).npy,./batch_ok/fitted/ok_Set2_ (164).npy
ok,ok_Set2_ (166),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (166).npy,./batch_ok/fitted/ok_Set2_ (166).npy
ok,ok_Set2_ (167),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (167).npy,./batch_ok/fitted/ok_Set2_ (167).npy
ok,ok_Set2_ (17),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (17).npy,./batch_ok/fitted/ok_Set2_ (17).npy
ok,ok_Set2_ (172),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (172).npy,./batch_ok/fitted/ok_Set2_ (172).npy
ok,ok_Set2_ (175),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (175).npy,./batch_ok/fitted/ok_Set2_ (175).npy
ok,ok_Set2_ (184),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (184).npy,./batch_ok/fitted/ok_Set2_ (184).npy
ok,ok_Set2_ (212),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (212).npy,./batch_ok/fitted/ok_Set2_ (212).npy
ok,ok_Set2_ (236),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (236).npy,./batch_ok/fitted/ok_Set2_ (236).npy
ok,ok_Set2_ (238),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (238).npy,./batch_ok/fitted/ok_Set2_ (238).npy
ok,ok_Set2_ (239),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (239).npy,./batch_ok/fitted/ok_Set2_ (239).npy
ok,ok_Set2_ (241),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (241).npy,./batch_ok/fitted/ok_Set2_ (241).npy
ok,ok_Set2_ (246),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (246).npy,./batch_ok/fitted/ok_Set2_ (246).npy
ok,ok_Set2_ (247),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (247).npy,./batch_ok/fitted/ok_Set2_ (247).npy
ok,ok_Set2_ (26),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (26).npy,./batch_ok/fitted/ok_Set2_ (26).npy
ok,ok_Set2_ (261),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (261).npy,./batch_ok/fitted/ok_Set2_ (261).npy
ok,ok_Set2_ (262),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (262).npy,./batch_ok/fitted/ok_Set2_ (262).npy
ok,ok_Set2_ (264),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (264).npy,./batch_ok/fitted/ok_Set2_ (264).npy
ok,ok_Set2_ (270),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (270).npy,./batch_ok/fitted/ok_Set2_ (270).npy
ok,ok_Set2_ (28),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (28).npy,./batch_ok/fitted/ok_Set2_ (28).npy
ok,ok_Set2_ (281),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (281).npy,./batch_ok/fitted/ok_Set2_ (281).npy
ok,ok_Set2_ (285),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (285).npy,./batch_ok/fitted/ok_Set2_ (285).npy
ok,ok_Set2_ (306),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (306).npy,./batch_ok/fitted/ok_Set2_ (306).npy
ok,ok_Set2_ (31),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (31).npy,./batch_ok/fitted/ok_Set2_ (31).npy
ok,ok_Set2_ (321),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (321).npy,./batch_ok/fitted/ok_Set2_ (321).npy
ok,ok_Set2_ (323),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (323).npy,./batch_ok/fitted/ok_Set2_ (323).npy
ok,ok_Set2_ (324),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (324).npy,./batch_ok/fitted/ok_Set2_ (324).npy
ok,ok_Set2_ (333),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (333).npy,./batch_ok/fitted/ok_Set2_ (333).npy
ok,ok_Set2_ (335),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (335).npy,./batch_ok/fitted/ok_Set2_ (335).npy
ok,ok_Set2_ (347),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (347).npy,./batch_ok/fitted/ok_Set2_ (347).npy
ok,ok_Set2_ (349),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (349).npy,./batch_ok/fitted/ok_Set2_ (349).npy
ok,ok_Set2_ (354),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (354).npy,./batch_ok/fitted/ok_Set2_ (354).npy
ok,ok_Set2_ (357),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (357).npy,./batch_ok/fitted/ok_Set2_ (357).npy
ok,ok_Set2_ (36),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (36).npy,./batch_ok/fitted/ok_Set2_ (36).npy
ok,ok_Set2_ (367),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (367).npy,./batch_ok/fitted/ok_Set2_ (367).npy
ok,ok_Set2_ (37),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (37).npy,./batch_ok/fitted/ok_Set2_ (37).npy
ok,ok_Set2_ (373),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (373).npy,./batch_ok/fitted/ok_Set2_ (373).npy
ok,ok_Set2_ (38),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (38).npy,./batch_ok/fitted/ok_Set2_ (38).npy
ok,ok_Set2_ (380),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (380).npy,./batch_ok/fitted/ok_Set2_ (380).npy
ok,ok_Set2_ (395),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (395).npy,./batch_ok/fitted/ok_Set2_ (395).npy
ok,ok_Set2_ (397),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (397).npy,./batch_ok/fitted/ok_Set2_ (397).npy
ok,ok_Set2_ (40),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (40).npy,./batch_ok/fitted/ok_Set2_ (40).npy
ok,ok_Set2_ (401),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (401).npy,./batch_ok/fitted/ok_Set2_ (401).npy
ok,ok_Set2_ (413),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (413).npy,./batch_ok/fitted/ok_Set2_ (413).npy
ok,ok_Set2_ (415),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (415).npy,./batch_ok/fitted/ok_Set2_ (415).npy
ok,ok_Set2_ (427),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (427).npy,./batch_ok/fitted/ok_Set2_ (427).npy
ok,ok_Set2_ (433),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (433).npy,./batch_ok/fitted/ok_Set2_ (433).npy
ok,ok_Set2_ (434),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (434).npy,./batch_ok/fitted/ok_Set2_ (434).npy
ok,ok_Set2_ (436),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (436).npy,./batch_ok/fitted/ok_Set2_ (436).npy
ok,ok_Set2_ (454),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (454).npy,./batch_ok/fitted/ok_Set2_ (454).npy
ok,ok_Set2_ (456),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (456).npy,./batch_ok/fitted/ok_Set2_ (456).npy
ok,ok_Set2_ (468),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (468).npy,./batch_ok/fitted/ok_Set2_ (468).npy
ok,ok_Set2_ (474),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (474).npy,./batch_ok/fitted/ok_Set2_ (474).npy
ok,ok_Set2_ (487),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (487).npy,./batch_ok/fitted/ok_Set2_ (487).npy
ok,ok_Set2_ (489),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (489).npy,./batch_ok/fitted/ok_Set2_ (489).npy
ok,ok_Set2_ (497),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (497).npy,./batch_ok/fitted/ok_Set2_ (497).npy
ok,ok_Set2_ (50),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (50).npy,./batch_ok/fitted/ok_Set2_ (50).npy
ok,ok_Set2_ (500),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (500).npy,./batch_ok/fitted/ok_Set2_ (500).npy
ok,ok_Set2_ (509),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (509).npy,./batch_ok/fitted/ok_Set2_ (509).npy
ok,ok_Set2_ (521),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (521).npy,./batch_ok/fitted/ok_Set2_ (521).npy
ok,ok_Set2_ (526),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (526).npy,./batch_ok/fitted/ok_Set2_ (526).npy
ok,ok_Set2_ (532),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (532).npy,./batch_ok/fitted/ok_Set2_ (532).npy
ok,ok_Set2_ (536),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (536).npy,./batch_ok/fitted/ok_Set2_ (536).npy
ok,ok_Set2_ (542),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (542).npy,./batch_ok/fitted/ok_Set2_ (542).npy
ok,ok_Set2_ (552),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (552).npy,./batch_ok/fitted/ok_Set2_ (552).npy
ok,ok_Set2_ (554),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (554).npy,./batch_ok/fitted/ok_Set2_ (554).npy
ok,ok_Set2_ (562),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (562).npy,./batch_ok/fitted/ok_Set2_ (562).npy
ok,ok_Set2_ (573),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (573).npy,./batch_ok/fitted/ok_Set2_ (573).npy
ok,ok_Set2_ (6),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (6).npy,./batch_ok/fitted/ok_Set2_ (6).npy
ok,ok_Set2_ (63),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (63).npy,./batch_ok/fitted/ok_Set2_ (63).npy
ok,ok_Set2_ (65),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (65).npy,./batch_ok/fitted/ok_Set2_ (65).npy
ok,ok_Set2_ (71),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (71).npy,./batch_ok/fitted/ok_Set2_ (71).npy
ok,ok_Set2_ (8),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (8).npy,./batch_ok/fitted/ok_Set2_ (8).npy
ok,ok_Set2_ (81),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (81).npy,./batch_ok/fitted/ok_Set2_ (81).npy
ok,ok_Set2_ (83),test,./dataset/skeleton_final_v2/ok/ok_Set2_ (83).npy,./batch_ok/fitted/ok_Set2_ (83).npy
paper,paper (104),test,./dataset/skeleton_final_v2/paper/paper (104).npy,./batch_paper/fitted/paper (104).npy
paper,paper (107),test,./dataset/skeleton_final_v2/paper/paper (107).npy,./batch_paper/fitted/paper (107).npy
paper,paper (117),test,./dataset/skeleton_final_v2/paper/paper (117).npy,./batch_paper/fitted/paper (117).npy
paper,paper (122),test,./dataset/skeleton_final_v2/paper/paper (122).npy,./batch_paper/fitted/paper (122).npy
paper,paper (123),test,./dataset/skeleton_final_v2/paper/paper (123).npy,./batch_paper/fitted/paper (123).npy
paper,paper (124),test,./dataset/skeleton_final_v2/paper/paper (124).npy,./batch_paper/fitted/paper (124).npy
paper,paper (129),test,./dataset/skeleton_final_v2/paper/paper (129).npy,./batch_paper/fitted/paper (129).npy
paper,paper (144),test,./dataset/skeleton_final_v2/paper/paper (144).npy,./batch_paper/fitted/paper (144).npy
paper,paper (15),test,./dataset/skeleton_final_v2/paper/paper (15).npy,./batch_paper/fitted/paper (15).npy
paper,paper (151),test,./dataset/skeleton_final_v2/paper/paper (151).npy,./batch_paper/fitted/paper (151).npy
paper,paper (152),test,./dataset/skeleton_final_v2/paper/paper (152).npy,./batch_paper/fitted/paper (152).npy
paper,paper (155),test,./dataset/skeleton_final_v2/paper/paper (155).npy,./batch_paper/fitted/paper (155).npy
paper,paper (169),test,./dataset/skeleton_final_v2/paper/paper (169).npy,./batch_paper/fitted/paper (169).npy
paper,paper (188),test,./dataset/skeleton_final_v2/paper/paper (188).npy,./batch_paper/fitted/paper (188).npy
paper,paper (195),test,./dataset/skeleton_final_v2/paper/paper (195).npy,./batch_paper/fitted/paper (195).npy
paper,paper (203),test,./dataset/skeleton_final_v2/paper/paper (203).npy,./batch_paper/fitted/paper (203).npy
paper,paper (210),test,./dataset/skeleton_final_v2/paper/paper (210).npy,./batch_paper/fitted/paper (210).npy
paper,paper (228),test,./dataset/skeleton_final_v2/paper/paper (228).npy,./batch_paper/fitted/paper (228).npy
paper,paper (249),test,./dataset/skeleton_final_v2/paper/paper (249).npy,./batch_paper/fitted/paper (249).npy
paper,paper (269),test,./dataset/skeleton_final_v2/paper/paper (269).npy,./batch_paper/fitted/paper (269).npy
paper,paper (274),test,./dataset/skeleton_final_v2/paper/paper (274).npy,./batch_paper/fitted/paper (274).npy
paper,paper (280),test,./dataset/skeleton_final_v2/paper/paper (280).npy,./batch_paper/fitted/paper (280).npy
paper,paper (29),test,./dataset/skeleton_final_v2/paper/paper (29).npy,./batch_paper/fitted/paper (29).npy
paper,paper (294),test,./dataset/skeleton_final_v2/paper/paper (294).npy,./batch_paper/fitted/paper (294).npy
paper,paper (31),test,./dataset/skeleton_final_v2/paper/paper (31).npy,./batch_paper/fitted/paper (31).npy
paper,paper (35),test,./dataset/skeleton_final_v2/paper/paper (35).npy,./batch_paper/fitted/paper (35).npy
paper,paper (42),test,./dataset/skeleton_final_v2/paper/paper (42).npy,./batch_paper/fitted/paper (42).npy
paper,paper (53),test,./dataset/skeleton_final_v2/paper/paper (53).npy,./batch_paper/fitted/paper (53).npy
paper,paper (59),test,./dataset/skeleton_final_v2/paper/paper (59).npy,./batch_paper/fitted/paper (59).npy
paper,paper (67),test,./dataset/skeleton_final_v2/paper/paper (67).npy,./batch_paper/fitted/paper (67).npy
paper,paper (68),test,./dataset/skeleton_final_v2/paper/paper (68).npy,./batch_paper/fitted/paper (68).npy
paper,paper (74),test,./dataset/skeleton_final_v2/paper/paper (74).npy,./batch_paper/fitted/paper (74).npy
paper,paper (88),test,./dataset/skeleton_final_v2/paper/paper (88).npy,./batch_paper/fitted/paper (88).npy
paper,paper (9),test,./dataset/skeleton_final_v2/paper/paper (9).npy,./batch_paper/fitted/paper (9).npy
paper,paper-set2 (103),test,./dataset/skeleton_final_v2/paper/paper-set2 (103).npy,./batch_paper/fitted/paper-set2 (103).npy
paper,paper-set2 (116),test,./dataset/skeleton_final_v2/paper/paper-set2 (116).npy,./batch_paper/fitted/paper-set2 (116).npy
paper,paper-set2 (147),test,./dataset/skeleton_final_v2/paper/paper-set2 (147).npy,./batch_paper/fitted/paper-set2 (147).npy
paper,paper-set2 (158),test,./dataset/skeleton_final_v2/paper/paper-set2 (158).npy,./batch_paper/fitted/paper-set2 (158).npy
paper,paper-set2 (16),test,./dataset/skeleton_final_v2/paper/paper-set2 (16).npy,./batch_paper/fitted/paper-set2 (16).npy
paper,paper-set2 (169),test,./dataset/skeleton_final_v2/paper/paper-set2 (169).npy,./batch_paper/fitted/paper-set2 (169).npy
paper,paper-set2 (17),test,./dataset/skeleton_final_v2/paper/paper-set2 (17).npy,./batch_paper/fitted/paper-set2 (17).npy
paper,paper-set2 (170),test,./dataset/skeleton_final_v2/paper/paper-set2 (170).npy,./batch_paper/fitted/paper-set2 (170).npy
paper,paper-set2 (171),test,./dataset/skeleton_final_v2/paper/paper-set2 (171).npy,./batch_paper/fitted/paper-set2 (171).npy
paper,paper-set2 (187),test,./dataset/skeleton_final_v2/paper/paper-set2 (187).npy,./batch_paper/fitted/paper-set2 (187).npy
paper,paper-set2 (198),test,./dataset/skeleton_final_v2/paper/paper-set2 (198).npy,./batch_paper/fitted/paper-set2 (198).npy
paper,paper-set2 (20),test,./dataset/skeleton_final_v2/paper/paper-set2 (20).npy,./batch_paper/fitted/paper-set2 (20).npy
paper,paper-set2 (204),test,./dataset/skeleton_final_v2/paper/paper-set2 (204).npy,./batch_paper/fitted/paper-set2 (204).npy
paper,paper-set2 (212),test,./dataset/skeleton_final_v2/paper/paper-set2 (212).npy,./batch_paper/fitted/paper-set2 (212).npy
paper,paper-set2 (226),test,./dataset/skeleton_final_v2/paper/paper-set2 (226).npy,./batch_paper/fitted/paper-set2 (226).npy
paper,paper-set2 (23),test,./dataset/skeleton_final_v2/paper/paper-set2 (23).npy,./batch_paper/fitted/paper-set2 (23).npy
paper,paper-set2 (230),test,./dataset/skeleton_final_v2/paper/paper-set2 (230).npy,./batch_paper/fitted/paper-set2 (230).npy
paper,paper-set2 (239),test,./dataset/skeleton_final_v2/paper/paper-set2 (239).npy,./batch_paper/fitted/paper-set2 (239).npy
paper,paper-set2 (252),test,./dataset/skeleton_final_v2/paper/paper-set2 (252).npy,./batch_paper/fitted/paper-set2 (252).npy
paper,paper-set2 (253),test,./dataset/skeleton_final_v2/paper/paper-set2 (253).npy,./batch_paper/fitted/paper-set2 (253).npy
paper,paper-set2 (255),test,./dataset/skeleton_final_v2/paper/paper-set2 (255).npy,./batch_paper/fitted/paper-set2 (255).npy
